event_id,user_id,session_id,event_time,event_type,order_id,amount
A0000152,100373,S000634,2025-07-07 08:50:03,click,,0.0
A0000153,100373,S000634,2025-07-07 08:58:44,purchase,O000028,33857.34
A0000154,100379,S000645,2025-07-02 06:59:47,click,,0.0
A0000155,100381,S000649,2025-07-03 12:10:52,click,,0.0
A0000156,100384,S000655,2025-07-05 04:55:31,click,,0.0
A0000157,100388,S000662,2025-07-12 09:54:29,click,,0.0
A0000158,100388,S000662,2025-07-12 09:56:47,purchase,O000029,14918.76
A0000159,100388,S000663,2025-07-12 07:53:04,click,,0.0
A0000160,100389,S000664,2025-07-08 15:01:28,click,,0.0
A0000161,100389,S000664,2025-07-08 15:09:45,purchase,O000030,45435.03
A0000162,100390,S000665,2025-07-11 00:36:28,click,,0.0
A0000163,100392,S000669,2025-07-03 01:38:07,click,,0.0
A0000164,100392,S000670,2025-07-03 07:44:11,click,,0.0
A0000165,100393,S000672,2025-07-06 10:25:13,click,,0.0
A0000166,100393,S000672,2025-07-06 10:31:40,purchase,O000031,16551.89
A0000167,100398,S000677,2025-07-14 22:08:42,click,,0.0
A0000168,100400,S000681,2025-07-10 03:21:25,click,,0.0
A0000169,100405,S000691,2025-07-09 04:28:26,click,,0.0
A0000170,100409,S000697,2025-07-14 18:17:24,click,,0.0
A0000171,100418,S000711,2025-07-09 17:20:18,click,,0.0
A0000172,100423,S000718,2025-07-12 17:19:14,click,,0.0
A0000173,100426,S000724,2025-07-08 06:37:33,click,,0.0
A0000174,100426,S000724,2025-07-08 06:39:11,purchase,O000032,32816.98
A0000175,100426,S000725,2025-07-08 06:33:20,click,,0.0
A0000176,100426,S000725,2025-07-08 06:38:07,purchase,O000033,23810.15
A0000177,100431,S000733,2025-07-12 02:17:58,click,,0.0
A0000178,100431,S000733,2025-07-12 02:27:06,purchase,O000034,24660.42
A0000179,100432,S000736,2025-07-04 06:56:35,click,,0.0
A0000180,100434,S000739,2025-07-06 03:54:25,click,,0.0
A0000181,100434,S000739,2025-07-06 04:03:56,purchase,O000035,38460.17
A0000182,100435,S000740,2025-07-13 18:47:47,click,,0.0
A0000183,100439,S000747,2025-07-01 13:33:20,click,,0.0
A0000184,100440,S000748,2025-07-05 15:14:35,click,,0.0
A0000185,100442,S000752,2025-07-05 17:09:34,click,,0.0
A0000186,100447,S000760,2025-07-12 00:53:43,click,,0.0
A0000187,100455,S000773,2025-07-13 09:35:26,click,,0.0
A0000188,100460,S000783,2025-07-06 15:44:46,click,,0.0
A0000189,100461,S000785,2025-07-10 00:40:34,click,,0.0
A0000190,100474,S000804,2025-07-07 12:20:56,click,,0.0
A0000191,100475,S000806,2025-07-06 23:44:26,click,,0.0
A0000192,100475,S000807,2025-07-07 00:43:41,click,,0.0
A0000193,100478,S000815,2025-07-03 14:44:58,click,,0.0
A0000194,100479,S000817,2025-07-10 01:20:13,click,,0.0
A0000195,100479,S000817,2025-07-10 01:20:50,purchase,O000036,30935.62
A0000196,100485,S000827,2025-07-08 02:03:39,click,,0.0
A0000197,100486,S000828,2025-07-13 20:30:13,click,,0.0
A0000198,100486,S000828,2025-07-13 20:35:44,purchase,O000037,45297.92
A0000199,100491,S000836,2025-07-10 19:46:50,click,,0.0
A0000200,100491,S000836,2025-07-10 19:48:11,purchase,O000038,43082.93
A0000201,100492,S000837,2025-07-03 22:09:25,click,,0.0
A0000202,100494,S000842,2025-07-13 11:01:01,click,,0.0
A0000203,100496,S000844,2025-07-10 10:26:07,click,,0.0
A0000204,100498,S000848,2025-07-06 17:57:05,click,,0.0
A0000205,100499,S000849,2025-07-12 03:27:26,click,,0.0
A0000206,100499,S000849,2025-07-12 03:32:45,purchase,O000039,23031.15
A0000207,100500,S000850,2025-07-10 17:52:20,click,,0.0
A0000208,100500,S000850,2025-07-10 17:59:04,purchase,O000040,29172.95
A0000209,100510,S000868,2025-07-10 21:35:10,click,,0.0
A0000210,100511,S000869,2025-07-10 00:42:44,click,,0.0
A0000211,100513,S000871,2025-07-12 22:45:15,click,,0.0
A0000212,100517,S000878,2025-07-09 10:25:31,click,,0.0
A0000213,100520,S000883,2025-07-14 23:30:22,click,,0.0
A0000214,100523,S000887,2025-07-12 15:29:52,click,,0.0
A0000215,100523,S000887,2025-07-12 15:31:32,purchase,O000041,9080.68
A0000216,100533,S000905,2025-07-04 18:10:59,click,,0.0
A0000217,100533,S000905,2025-07-04 18:15:13,purchase,O000042,34430.43
A0000218,100540,S000916,2025-07-03 07:56:52,click,,0.0
A0000219,100543,S000920,2025-07-04 09:25:00,click,,0.0
A0000220,100545,S000924,2025-07-12 02:44:07,click,,0.0
A0000221,100551,S000936,2025-07-07 00:51:56,click,,0.0
A0000222,100551,S000936,2025-07-07 00:54:41,purchase,O000043,34943.88
A0000223,100554,S000944,2025-07-15 02:44:19,click,,0.0
A0000224,100556,S000948,2025-07-15 00:46:46,click,,0.0
A0000225,100556,S000948,2025-07-15 00:51:23,purchase,O000044,9171.19
A0000226,100560,S000955,2025-07-05 13:22:33,click,,0.0
A0000227,100564,S000960,2025-07-14 16:41:18,click,,0.0
A0000228,100564,S000960,2025-07-14 16:48:22,purchase,O000045,56769.82
A0000229,100566,S000966,2025-07-09 23:15:37,click,,0.0
A0000230,100570,S000970,2025-07-08 12:48:26,click,,0.0
A0000231,100574,S000978,2025-07-14 06:17:18,click,,0.0
A0000232,100574,S000980,2025-07-14 08:11:15,click,,0.0
A0000233,100575,S000981,2025-07-12 23:21:00,click,,0.0
A0000234,100578,S000987,2025-07-08 09:06:59,click,,0.0
A0000235,100578,S000987,2025-07-08 09:16:03,purchase,O000046,31634.35
A0000236,100582,S000993,2025-07-04 08:56:47,click,,0.0
A0000237,100582,S000993,2025-07-04 09:04:58,purchase,O000047,33304.32
A0000238,100586,S001002,2025-07-13 22:16:19,click,,0.0
A0000239,100588,S001006,2025-07-11 01:08:17,click,,0.0
A0000240,100589,S001008,2025-07-09 14:32:12,click,,0.0
A0000241,100589,S001008,2025-07-09 14:34:23,purchase,O000048,27179.43
A0000242,100591,S001010,2025-07-05 12:58:16,click,,0.0
A0000243,100591,S001010,2025-07-05 12:59:03,purchase,O000049,24527.53
A0000244,100597,S001019,2025-07-15 02:03:11,click,,0.0
A0000245,100598,S001021,2025-07-14 00:38:24,click,,0.0
A0000246,100598,S001021,2025-07-14 00:45:17,purchase,O000050,43536.46
A0000247,100605,S001031,2025-07-11 14:29:14,click,,0.0
A0000248,100606,S001034,2025-07-13 12:41:31,click,,0.0
A0000249,100606,S001034,2025-07-13 12:44:18,purchase,O000051,45862.57
A0000250,100610,S001038,2025-07-13 06:04:46,click,,0.0
A0000251,100610,S001038,2025-07-13 06:06:38,purchase,O000052,32888.24
A0000252,100612,S001040,2025-07-09 13:06:38,click,,0.0
A0000253,100616,S001047,2025-07-09 03:35:50,click,,0.0
A0000254,100617,S001048,2025-07-09 07:25:14,click,,0.0
A0000255,100620,S001053,2025-07-11 22:09:21,click,,0.0
A0000256,100621,S001056,2025-07-13 13:33:57,click,,0.0
A0000257,100630,S001073,2025-07-06 05:06:25,click,,0.0
A0000258,100632,S001077,2025-07-11 12:17:38,click,,0.0
A0000259,100634,S001081,2025-07-15 11:10:48,click,,0.0
A0000260,100638,S001086,2025-07-03 13:07:05,click,,0.0
A0000261,100638,S001086,2025-07-03 13:11:01,purchase,O000053,32085.85
A0000262,100642,S001092,2025-07-12 06:35:04,click,,0.0
A0000263,100642,S001092,2025-07-12 06:38:18,purchase,O000054,49615.82
A0000264,100643,S001095,2025-07-06 06:43:04,click,,0.0
A0000265,100644,S001096,2025-07-06 03:37:56,click,,0.0
A0000266,100646,S001098,2025-07-05 09:22:27,click,,0.0
A0000267,100652,S001107,2025-07-15 11:36:25,click,,0.0
A0000268,100659,S001121,2025-07-08 12:36:17,click,,0.0
A0000269,100664,S001130,2025-07-10 08:59:05,click,,0.0
A0000270,100664,S001131,2025-07-10 12:22:33,click,,0.0
A0000271,100669,S001144,2025-07-03 22:35:45,click,,0.0
A0000272,100673,S001150,2025-07-03 10:23:53,click,,0.0
A0000273,100679,S001159,2025-07-02 14:04:37,click,,0.0
A0000274,100683,S001166,2025-07-09 22:05:04,click,,0.0
A0000275,100687,S001174,2025-07-05 04:12:40,click,,0.0
A0000276,100687,S001174,2025-07-05 04:17:59,purchase,O000055,13688.1
A0000277,100688,S001177,2025-07-03 13:12:26,click,,0.0
A0000278,100690,S001179,2025-07-09 22:03:34,click,,0.0
A0000279,100690,S001179,2025-07-09 22:05:19,purchase,O000056,12290.52
A0000280,100692,S001181,2025-07-08 15:22:14,click,,0.0
A0000281,100693,S001183,2025-07-13 06:45:15,click,,0.0
A0000282,100698,S001191,2025-07-09 10:32:08,click,,0.0
A0000283,100699,S001192,2025-07-08 17:39:33,click,,0.0
A0000284,100702,S001195,2025-07-14 04:45:27,click,,0.0
A0000285,100707,S001203,2025-07-13 10:32:48,click,,0.0
A0000286,100714,S001213,2025-07-02 20:47:24,click,,0.0
A0000287,100716,S001217,2025-07-09 01:37:03,click,,0.0
A0000288,100723,S001229,2025-07-08 08:05:33,click,,0.0
A0000289,100726,S001234,2025-07-14 02:47:15,click,,0.0
A0000290,100727,S001236,2025-07-13 23:28:32,click,,0.0
A0000291,100727,S001236,2025-07-13 23:29:10,purchase,O000057,37328.86
A0000292,100728,S001238,2025-07-11 19:27:49,click,,0.0
A0000293,100731,S001244,2025-07-10 18:17:05,click,,0.0
A0000294,100733,S001248,2025-07-02 22:49:16,click,,0.0
A0000295,100733,S001248,2025-07-02 22:52:41,purchase,O000058,1000.0
A0000296,100743,S001265,2025-07-08 04:19:28,click,,0.0
A0000297,100746,S001269,2025-07-08 04:51:31,click,,0.0
A0000298,100746,S001269,2025-07-08 04:58:07,purchase,O000059,29689.94
A0000299,100751,S001276,2025-07-10 01:51:39,click,,0.0
A0000300,100751,S001276,2025-07-10 01:55:35,purchase,O000060,31008.86
A0000301,100752,S001277,2025-07-03 12:08:47,click,,0.0
A0000302,100754,S001279,2025-07-03 13:34:13,click,,0.0
A0000303,100754,S001279,2025-07-03 13:38:51,purchase,O000061,36538.29
A0000304,100755,S001280,2025-07-07 07:47:37,click,,0.0
A0000305,100757,S001283,2025-07-05 19:05:55,click,,0.0
A0000306,100762,S001290,2025-07-05 01:14:40,click,,0.0
A0000307,100769,S001300,2025-07-14 16:59:19,click,,0.0
A0000308,100775,S001308,2025-07-06 14:19:39,click,,0.0
A0000309,100787,S001329,2025-07-13 16:21:48,click,,0.0
A0000310,100787,S001329,2025-07-13 16:29:49,purchase,O000062,25392.65
A0000311,100788,S001330,2025-07-04 08:55:56,click,,0.0
A0000312,100790,S001334,2025-07-03 19:58:48,click,,0.0
A0000313,100790,S001334,2025-07-03 20:05:38,purchase,O000063,27823.13
A0000314,100792,S001337,2025-07-06 00:01:47,click,,0.0
A0000315,100792,S001337,2025-07-06 00:03:41,purchase,O000064,45821.67
A0000316,100797,S001347,2025-07-06 09:12:08,click,,0.0
A0000317,100799,S001349,2025-07-09 00:29:25,click,,0.0
A0000318,100800,S001353,2025-07-06 11:12:39,click,,0.0
A0000319,100803,S001357,2025-07-04 13:06:29,click,,0.0
A0000320,100803,S001358,2025-07-04 12:22:25,click,,0.0
A0000321,100812,S001373,2025-07-11 09:58:33,click,,0.0
A0000322,100812,S001374,2025-07-11 02:30:52,click,,0.0
A0000323,100816,S001380,2025-07-09 11:18:00,click,,0.0
A0000324,100818,S001384,2025-07-09 19:59:29,click,,0.0
A0000325,100818,S001384,2025-07-09 20:04:11,purchase,O000065,56422.88
A0000326,100825,S001399,2025-07-02 16:21:33,click,,0.0
A0000327,100827,S001402,2025-07-12 15:29:42,click,,0.0
A0000328,100828,S001405,2025-07-02 08:06:43,click,,0.0
A0000329,100828,S001406,2025-07-02 05:23:53,click,,0.0
A0000330,100828,S001406,2025-07-02 05:24:35,purchase,O000066,30154.89
A0000331,100839,S001420,2025-07-14 05:04:14,click,,0.0
A0000332,100840,S001423,2025-07-06 21:47:22,click,,0.0
A0000333,100841,S001424,2025-07-06 15:22:59,click,,0.0
A0000334,100841,S001424,2025-07-06 15:25:19,purchase,O000067,34125.11
A0000335,100842,S001425,2025-07-10 09:18:24,click,,0.0
A0000336,100842,S001425,2025-07-10 09:28:04,purchase,O000068,66163.52
A0000337,100842,S001426,2025-07-10 13:29:04,click,,0.0
A0000338,100842,S001427,2025-07-10 11:20:48,click,,0.0
A0000339,100844,S001430,2025-07-06 20:49:31,click,,0.0
A0000340,100844,S001430,2025-07-06 20:57:32,purchase,O000069,60083.89
A0000341,100844,S001432,2025-07-06 21:51:37,click,,0.0
A0000342,100848,S001437,2025-07-13 16:45:42,click,,0.0
A0000343,100848,S001437,2025-07-13 16:47:28,purchase,O000070,26669.11
A0000344,100848,S001438,2025-07-13 19:05:58,click,,0.0
A0000345,100848,S001438,2025-07-13 19:08:14,purchase,O000071,52360.39
A0000346,100850,S001441,2025-07-12 05:37:31,click,,0.0
A0000347,100851,S001443,2025-07-13 20:31:49,click,,0.0
A0000348,100851,S001443,2025-07-13 20:33:06,purchase,O000072,16594.3
A0000349,100854,S001447,2025-07-12 02:41:05,click,,0.0
A0000350,100854,S001448,2025-07-12 05:42:25,click,,0.0
A0000351,100855,S001451,2025-07-05 03:08:25,click,,0.0
A0000352,100855,S001451,2025-07-05 03:18:16,purchase,O000073,21479.29
A0000353,100856,S001453,2025-07-12 23:56:34,click,,0.0
A0000354,100864,S001466,2025-07-13 02:44:13,click,,0.0
A0000355,100867,S001470,2025-07-07 19:24:20,click,,0.0
A0000356,100867,S001470,2025-07-07 19:30:24,purchase,O000074,33389.41
A0000357,100871,S001476,2025-07-04 16:35:27,click,,0.0
A0000358,100871,S001476,2025-07-04 16:36:06,purchase,O000075,29379.44
A0000359,100873,S001479,2025-07-03 17:39:49,click,,0.0
A0000360,100873,S001480,2025-07-03 18:49:21,click,,0.0
A0000361,100874,S001481,2025-07-05 01:07:39,click,,0.0
A0000362,100875,S001483,2025-07-04 02:31:08,click,,0.0
A0000363,100875,S001483,2025-07-04 02:38:35,purchase,O000076,22154.11
A0000364,100876,S001484,2025-07-08 19:36:10,click,,0.0
A0000365,100876,S001484,2025-07-08 19:42:30,purchase,O000077,34241.54
A0000366,100880,S001491,2025-07-08 05:28:08,click,,0.0
A0000367,100884,S001499,2025-07-02 17:14:33,click,,0.0
A0000368,100884,S001499,2025-07-02 17:20:02,purchase,O000078,61656.44
A0000369,100885,S001500,2025-07-09 09:41:28,click,,0.0
A0000370,100889,S001508,2025-07-01 23:44:59,click,,0.0
A0000371,100889,S001508,2025-07-01 23:46:13,purchase,O000079,45399.16
A0000372,100890,S001511,2025-07-14 03:40:09,click,,0.0
A0000373,100894,S001519,2025-07-12 17:37:10,click,,0.0
A0000374,100895,S001521,2025-07-10 11:02:13,click,,0.0
A0000375,100895,S001521,2025-07-10 11:05:27,purchase,O000080,41236.35
A0000376,100897,S001525,2025-07-06 07:01:49,click,,0.0
A0000377,100903,S001533,2025-07-14 18:43:34,click,,0.0
A0000378,100903,S001533,2025-07-14 18:50:28,purchase,O000081,49406.54
A0000379,100904,S001534,2025-07-09 20:44:50,click,,0.0
A0000380,100907,S001539,2025-07-02 05:22:41,click,,0.0
A0000381,100909,S001544,2025-07-12 03:19:34,click,,0.0
A0000382,100912,S001548,2025-07-03 22:25:14,click,,0.0
A0000383,100913,S001549,2025-07-13 06:01:25,click,,0.0
A0000384,100914,S001550,2025-07-01 10:35:32,click,,0.0
A0000385,100915,S001553,2025-07-07 19:35:14,click,,0.0
A0000386,100922,S001563,2025-07-08 21:34:44,click,,0.0
A0000387,100924,S001568,2025-07-06 02:08:29,click,,0.0
A0000388,100924,S001568,2025-07-06 02:09:58,purchase,O000082,46019.36
A0000389,100925,S001570,2025-07-12 08:52:57,click,,0.0
A0000390,100926,S001571,2025-07-01 19:19:24,click,,0.0
A0000391,100928,S001576,2025-07-09 14:50:42,click,,0.0
A0000392,100928,S001576,2025-07-09 14:52:26,purchase,O000083,33665.84
A0000393,100930,S001579,2025-07-13 17:18:14,click,,0.0
A0000394,100931,S001581,2025-07-07 11:28:25,click,,0.0
A0000395,100931,S001581,2025-07-07 11:37:49,purchase,O000084,45749.91
A0000396,100940,S001594,2025-07-12 15:51:21,click,,0.0
A0000397,100949,S001610,2025-07-14 11:18:57,click,,0.0
A0000398,100949,S001610,2025-07-14 11:20:12,purchase,O000085,17774.3
A0000399,100949,S001611,2025-07-14 07:39:13,click,,0.0
A0000400,100950,S001612,2025-07-08 18:39:42,click,,0.0
A0000401,100954,S001621,2025-07-13 00:20:05,click,,0.0
A0000402,100960,S001632,2025-07-04 14:24:02,click,,0.0
A0000403,100965,S001640,2025-07-06 02:32:39,click,,0.0
A0000404,100966,S001642,2025-07-09 01:58:20,click,,0.0
A0000405,100972,S001653,2025-07-07 18:22:27,click,,0.0
A0000406,100972,S001653,2025-07-07 18:23:06,purchase,O000086,40151.38
A0000407,100975,S001658,2025-07-07 21:22:42,click,,0.0
A0000408,100987,S001674,2025-07-07 01:35:36,click,,0.0
A0000409,100989,S001677,2025-07-09 19:46:49,click,,0.0
A0000410,100992,S001681,2025-07-11 15:25:58,click,,0.0
A0000411,100993,S001684,2025-07-11 18:06:45,click,,0.0
A0000412,100993,S001684,2025-07-11 18:09:38,purchase,O000087,37906.43
A0000413,100994,S001686,2025-07-06 04:07:48,click,,0.0
A0000414,100996,S001688,2025-07-15 02:55:18,click,,0.0
A0000415,100998,S001692,2025-07-15 08:06:35,click,,0.0
A0000416,101003,S001703,2025-07-13 01:43:44,click,,0.0
A0000417,101006,S001708,2025-07-14 16:15:12,click,,0.0
A0000418,101006,S001708,2025-07-14 16:20:27,purchase,O000088,55274.39
A0000419,101018,S001728,2025-07-01 19:07:09,click,,0.0
