invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
580671,Backpack,18,2020-01-12 02:00,63.78,0.2,13.67,Apparel,Online,Not Returned,Low,1148.04,VIP
468452,Desk Lamp,20,2020-01-12 12:00,83.7,0.45,29.97,Apparel,In-store,Not Returned,Low,1674.0,VIP
455528,Blue Pen,40,2020-01-12 20:00,28.45,0.38,27.06,Apparel,In-store,Not Returned,Medium,1138.0,VIP
411955,Notebook,26,2020-01-13 01:00,60.87,0.49,29.8,Apparel,In-store,Not Returned,Low,1582.62,VIP
925816,Notebook,22,2020-01-13 22:00,52.22,0.28,16.02,Apparel,In-store,Not Returned,Medium,1148.84,VIP
570587,Wireless Mouse,21,2020-01-14 10:00,86.65,0.04,28.08,Apparel,Online,Not Returned,High,1819.65,VIP
798376,Blue Pen,-38,2020-01-14 20:00,-76.95,0.35,,Apparel,In-store,Not Returned,Low,2924.1,VIP
539430,Notebook,19,2020-01-16 15:00,88.51,0.48,26.57,Apparel,In-store,Not Returned,Low,1681.69,VIP
930496,White Mug,11,2020-01-16 18:00,91.13,0.45,29.4,Apparel,Online,Not Returned,High,1002.43,VIP
500109,Office Chair,45,2020-01-17 01:00,59.5,0.38,15.3,Apparel,Online,Returned,High,2677.5,VIP
145714,Headphones,28,2020-01-17 20:00,71.78,0.02,29.01,Apparel,Online,Not Returned,Medium,2009.84,VIP
405628,White Mug,40,2020-01-18 03:00,73.8,0.33,16.38,Apparel,Online,Not Returned,High,2952.0,VIP
613758,T-shirt,22,2020-01-19 06:00,55.49,0.21,25.58,Apparel,Online,Not Returned,Medium,1220.78,VIP
467654,Wireless Mouse,34,2020-01-20 03:00,32.73,0.19,24.42,Apparel,Online,Not Returned,Low,1112.82,VIP
897079,Notebook,23,2020-01-20 11:00,46.85,0.24,20.14,Apparel,In-store,Not Returned,High,1077.55,VIP
764076,Blue Pen,22,2020-01-20 12:00,83.39,0.09,18.69,Apparel,Online,Not Returned,Low,1834.58,VIP
364512,T-shirt,-29,2020-01-20 20:00,-79.33,0.1,,Apparel,Online,Not Returned,Low,2300.57,VIP
701863,Notebook,24,2020-01-20 21:00,51.24,0.19,29.51,Apparel,Online,Not Returned,Medium,1229.76,VIP
749150,Backpack,32,2020-01-21 08:00,35.96,0.08,9.52,Apparel,Online,Not Returned,Low,1150.72,VIP
330229,Office Chair,29,2020-01-21 09:00,41.44,0.21,11.55,Apparel,In-store,Not Returned,Low,1201.76,VIP
351451,White Mug,20,2020-01-22 02:00,95.02,0.33,15.26,Apparel,Online,Not Returned,Medium,1900.4,VIP
194476,White Mug,39,2020-01-22 15:00,35.68,0.39,11.66,Apparel,In-store,Not Returned,Medium,1391.52,VIP
903451,White Mug,33,2020-01-22 17:00,87.34,0.48,8.76,Apparel,In-store,Not Returned,Medium,2882.2200000000003,VIP
474710,Blue Pen,48,2020-01-23 02:00,53.78,0.47,20.28,Apparel,In-store,Not Returned,High,2581.44,VIP
132217,White Mug,16,2020-01-23 05:00,99.83,0.02,17.35,Apparel,In-store,Not Returned,Low,1597.28,VIP
108308,Wall Clock,49,2020-01-23 06:00,74.27,0.49,16.63,Apparel,Online,Not Returned,Low,3639.23,VIP
174740,Blue Pen,31,2020-01-23 12:00,93.64,0.45,28.14,Apparel,Online,Not Returned,Low,2902.84,VIP
478496,Wall Clock,44,2020-01-23 13:00,43.6,0.34,29.25,Apparel,In-store,Not Returned,Medium,1918.4,VIP
850201,USB Cable,-50,2020-01-23 15:00,-98.5,0.42,,Apparel,In-store,Not Returned,High,4925.0,VIP
473632,Wall Clock,28,2020-01-24 00:00,55.06,0.34,27.97,Apparel,Online,Not Returned,High,1541.68,VIP
234415,Office Chair,19,2020-01-24 01:00,98.64,0.27,28.24,Apparel,In-store,Not Returned,Medium,1874.16,VIP
653663,T-shirt,27,2020-01-24 04:00,75.87,0.47,7.41,Apparel,Online,Not Returned,Low,2048.49,VIP
641252,Headphones,45,2020-01-24 06:00,33.3,0.39,23.87,Apparel,Online,Not Returned,Medium,1498.4999999999998,VIP
303861,Office Chair,16,2020-01-24 16:00,76.47,0.03,21.1,Apparel,Online,Not Returned,High,1223.52,VIP
584963,Backpack,20,2020-01-25 10:00,58.79,0.26,8.91,Apparel,Online,Not Returned,Medium,1175.8,VIP
388790,Office Chair,21,2020-01-25 15:00,88.72,0.23,6.17,Apparel,In-store,Not Returned,Low,1863.12,VIP
647337,Wireless Mouse,35,2020-01-25 17:00,53.05,0.45,11.46,Apparel,In-store,Returned,Medium,1856.75,VIP
288751,Headphones,20,2020-01-26 12:00,75.47,0.42,12.66,Apparel,In-store,Not Returned,Medium,1509.4,VIP
104000,USB Cable,35,2020-01-27 01:00,86.02,0.26,10.64,Apparel,Online,Not Returned,Low,3010.7,VIP
455754,Wall Clock,-18,2020-01-27 04:00,-66.18,1.3518524557519638,,Apparel,In-store,Not Returned,Medium,1191.2400000000002,VIP
138304,T-shirt,45,2020-01-27 09:00,56.96,0.5,12.41,Apparel,Online,Not Returned,High,2563.2,VIP
365517,Headphones,25,2020-01-27 16:00,99.05,0.24,14.34,Apparel,Online,Not Returned,High,2476.25,VIP
979090,Wireless Mouse,35,2020-01-27 19:00,48.57,0.44,13.88,Apparel,Online,Not Returned,Medium,1699.95,VIP
165953,T-shirt,42,2020-01-28 06:00,40.63,0.39,19.96,Apparel,In-store,Not Returned,Low,1706.46,VIP
257164,Notebook,48,2020-01-28 14:00,74.5,0.48,7.2,Apparel,Online,Not Returned,Low,3576.0,VIP
151934,Wall Clock,42,2020-01-30 15:00,86.42,0.37,27.55,Apparel,In-store,Not Returned,High,3629.64,VIP
750308,Notebook,35,2020-01-30 23:00,72.32,0.45,5.8,Apparel,In-store,Not Returned,Low,2531.2,VIP
727083,Office Chair,23,2020-01-31 00:00,44.59,0.28,8.06,Apparel,In-store,Not Returned,Low,1025.5700000000002,VIP
449652,T-shirt,11,2020-01-31 03:00,94.78,0.29,9.52,Apparel,In-store,Not Returned,High,1042.58,VIP
742612,Headphones,-31,2020-01-31 05:00,-42.19,1.1149112131646657,,Apparel,Online,Not Returned,Medium,1307.89,VIP
389336,Notebook,43,2020-01-31 08:00,91.48,0.42,19.41,Apparel,Online,Not Returned,Low,3933.64,VIP
887494,USB Cable,38,2020-01-31 09:00,75.44,0.35,21.55,Apparel,In-store,Not Returned,Low,2866.72,VIP
708364,USB Cable,23,2020-01-31 10:00,51.72,0.31,17.29,Apparel,In-store,Not Returned,High,1189.56,VIP
631089,T-shirt,39,2020-01-31 22:00,68.62,0.36,24.54,Apparel,Online,Not Returned,Medium,2676.1800000000003,VIP
313945,Blue Pen,47,2020-02-01 03:00,94.89,0.4,17.32,Apparel,In-store,Not Returned,Medium,4459.83,VIP
792440,T-shirt,27,2020-02-02 05:00,46.33,0.28,9.06,Apparel,Online,Not Returned,High,1250.91,VIP
930914,Office Chair,32,2020-02-02 22:00,94.46,0.19,12.65,Apparel,Online,Not Returned,Low,3022.72,VIP
890141,Blue Pen,41,2020-02-03 03:00,53.26,0.17,11.35,Apparel,Online,Not Returned,Low,2183.66,VIP
390160,Notebook,21,2020-02-03 20:00,90.9,0.46,18.59,Apparel,In-store,Not Returned,Medium,1908.9,VIP
313920,USB Cable,41,2020-02-03 23:00,33.11,0.34,15.12,Apparel,Online,Not Returned,High,1357.51,VIP
989765,Notebook,18,2020-02-04 00:00,86.26,0.41,19.51,Apparel,Online,Not Returned,Low,1552.68,VIP
560857,Headphones,44,2020-02-04 03:00,81.5,0.02,10.38,Apparel,Online,Returned,Low,3586.0,VIP
272502,Office Chair,17,2020-02-05 09:00,68.96,0.32,29.2,Apparel,In-store,Not Returned,Medium,1172.32,VIP
255576,Wall Clock,-45,2020-02-05 10:00,-29.15,1.8515904099835208,,Apparel,Online,Not Returned,High,1311.75,VIP
986089,Notebook,46,2020-02-05 12:00,50.34,0.36,15.7,Apparel,Online,Not Returned,Medium,2315.6400000000003,VIP
111023,Desk Lamp,22,2020-02-05 13:00,47.37,0.21,26.19,Apparel,In-store,Not Returned,Low,1042.14,VIP
730075,Notebook,21,2020-02-06 01:00,63.92,0.14,19.24,Apparel,Online,Not Returned,High,1342.32,VIP
227016,T-shirt,39,2020-02-06 05:00,36.2,0.14,21.94,Apparel,In-store,Not Returned,High,1411.8000000000002,VIP
417428,Wall Clock,45,2020-02-06 13:00,65.56,0.33,20.33,Apparel,Online,Not Returned,Low,2950.2000000000003,VIP
161813,USB Cable,26,2020-02-07 12:00,99.05,0.01,29.89,Apparel,Online,Not Returned,Medium,2575.3,VIP
803286,T-shirt,27,2020-02-08 08:00,58.81,0.15,21.53,Apparel,Online,Not Returned,High,1587.87,VIP
815460,Wireless Mouse,27,2020-02-08 11:00,51.32,0.29,28.65,Apparel,Online,Not Returned,High,1385.64,VIP
150612,White Mug,40,2020-02-08 16:00,53.02,0.49,14.48,Apparel,Online,Not Returned,Low,2120.8,VIP
244528,White Mug,30,2020-02-09 00:00,40.43,0.15,27.82,Apparel,In-store,Not Returned,Low,1212.9,VIP
740053,White Mug,23,2020-02-10 01:00,64.68,0.38,19.85,Apparel,Online,Not Returned,Low,1487.64,VIP
563389,Wireless Mouse,16,2020-02-11 12:00,88.68,0.35,25.85,Apparel,In-store,Not Returned,Low,1418.88,VIP
750199,Blue Pen,37,2020-02-12 03:00,95.64,0.49,11.42,Apparel,In-store,Not Returned,High,3538.68,VIP
959909,Headphones,34,2020-02-12 06:00,67.17,0.1,24.17,Apparel,Online,Not Returned,Medium,2283.78,VIP
105569,White Mug,44,2020-02-12 08:00,70.44,0.12,21.54,Apparel,In-store,Not Returned,Low,3099.36,VIP
529802,Office Chair,44,2020-02-12 11:00,79.08,0.17,16.55,Apparel,Online,Not Returned,High,3479.52,VIP
311791,Backpack,42,2020-02-12 19:00,96.73,0.35,11.21,Apparel,In-store,Not Returned,High,4062.66,VIP
766997,Office Chair,-44,2020-02-12 22:00,-56.43,1.925327224727465,,Apparel,Online,Not Returned,Medium,2482.92,VIP
431868,Desk Lamp,45,2020-02-13 08:00,39.35,0.05,18.57,Apparel,In-store,Not Returned,High,1770.75,VIP
883415,Headphones,27,2020-02-14 12:00,53.67,0.24,12.55,Apparel,In-store,Not Returned,Low,1449.09,VIP
195257,USB Cable,42,2020-02-14 17:00,82.93,0.01,25.01,Apparel,In-store,Not Returned,High,3483.0600000000004,VIP
489593,Headphones,43,2020-02-15 04:00,68.3,0.23,9.0,Apparel,In-store,Returned,Low,2936.9,VIP
246106,Blue Pen,49,2020-02-15 13:00,48.85,0.26,19.05,Apparel,Online,Not Returned,Low,2393.65,VIP
548874,Backpack,18,2020-02-15 19:00,85.53,0.2,17.87,Apparel,In-store,Not Returned,Medium,1539.54,VIP
670559,Wireless Mouse,43,2020-02-16 04:00,90.28,0.47,8.36,Apparel,In-store,Not Returned,High,3882.04,VIP
765627,T-shirt,25,2020-02-16 08:00,65.26,0.34,16.33,Apparel,In-store,Not Returned,Low,1631.5000000000002,VIP
347736,Office Chair,47,2020-02-16 11:00,90.56,0.15,11.46,Apparel,In-store,Not Returned,Medium,4256.32,VIP
728880,Wireless Mouse,44,2020-02-16 19:00,91.8,0.19,17.52,Apparel,In-store,Not Returned,Low,4039.2,VIP
435623,Notebook,28,2020-02-17 09:00,45.69,0.08,6.28,Apparel,In-store,Not Returned,Low,1279.32,VIP
574665,Notebook,32,2020-02-17 14:00,96.03,0.2,11.28,Apparel,In-store,Not Returned,Low,3072.96,VIP
962522,USB Cable,18,2020-02-17 21:00,95.47,0.25,17.15,Apparel,Online,Not Returned,High,1718.46,VIP
903692,Desk Lamp,11,2020-02-17 22:00,90.92,0.36,20.12,Apparel,Online,Returned,High,1000.12,VIP
886237,Office Chair,42,2020-02-18 09:00,78.06,0.44,5.9,Apparel,Online,Not Returned,High,3278.52,VIP
224040,Wall Clock,40,2020-02-18 13:00,50.42,0.15,10.03,Apparel,Online,Not Returned,Low,2016.8,VIP
890756,USB Cable,26,2020-02-18 18:00,62.12,0.45,24.72,Apparel,Online,Not Returned,Medium,1615.12,VIP
843246,Backpack,44,2020-02-19 02:00,42.13,0.45,15.57,Apparel,In-store,Not Returned,Low,1853.72,VIP
635242,Notebook,48,2020-02-19 11:00,40.05,0.39,28.32,Apparel,Online,Not Returned,High,1922.4,VIP
341983,Wireless Mouse,23,2020-02-20 05:00,99.59,0.07,14.65,Apparel,In-store,Returned,High,2290.57,VIP
666821,Wall Clock,17,2020-02-20 06:00,69.78,0.47,15.04,Apparel,In-store,Not Returned,High,1186.26,VIP
671650,T-shirt,21,2020-02-20 14:00,93.87,0.47,28.03,Apparel,Online,Not Returned,High,1971.27,VIP
886667,Notebook,41,2020-02-21 17:00,49.78,0.48,8.76,Apparel,Online,Not Returned,Low,2040.98,VIP
872608,USB Cable,22,2020-02-22 04:00,94.11,0.21,29.41,Apparel,Online,Not Returned,Medium,2070.42,VIP
779290,Wall Clock,42,2020-02-22 20:00,43.26,0.21,18.35,Apparel,In-store,Not Returned,Low,1816.92,VIP
435484,Blue Pen,47,2020-02-23 11:00,52.57,0.23,13.03,Apparel,In-store,Not Returned,Medium,2470.79,VIP
443054,Headphones,44,2020-02-24 11:00,95.83,0.11,28.89,Apparel,In-store,Not Returned,Low,4216.52,VIP
364480,Office Chair,41,2020-02-25 03:00,41.41,0.1,8.27,Apparel,In-store,Not Returned,Medium,1697.81,VIP
784846,Blue Pen,46,2020-02-25 15:00,78.43,0.45,26.72,Apparel,Online,Not Returned,Medium,3607.78,VIP
302967,Notebook,25,2020-02-25 17:00,52.25,0.0,12.83,Apparel,Online,Not Returned,High,1306.25,VIP
486858,Blue Pen,19,2020-02-26 11:00,84.57,0.25,15.39,Apparel,In-store,Not Returned,Medium,1606.83,VIP
114153,Blue Pen,43,2020-02-26 16:00,72.18,0.06,28.06,Apparel,Online,Not Returned,Medium,3103.74,VIP
191751,Notebook,47,2020-02-27 08:00,59.04,0.32,29.34,Apparel,In-store,Not Returned,High,2774.88,VIP
923651,T-shirt,23,2020-02-27 12:00,62.38,0.17,10.37,Apparel,In-store,Not Returned,High,1434.74,VIP
600315,White Mug,-43,2020-02-27 22:00,-42.19,1.1939972794163576,,Apparel,In-store,Not Returned,High,1814.17,VIP
479862,White Mug,49,2020-02-28 16:00,32.64,0.25,9.46,Apparel,In-store,Not Returned,Medium,1599.36,VIP
611411,Backpack,44,2020-02-29 04:00,61.45,0.02,8.76,Apparel,In-store,Not Returned,High,2703.8,VIP
140738,Blue Pen,39,2020-02-29 08:00,62.77,0.26,17.04,Apparel,In-store,Not Returned,Low,2448.03,VIP
280760,Office Chair,25,2020-02-29 10:00,70.31,0.07,19.31,Apparel,In-store,Not Returned,High,1757.75,VIP
566725,Blue Pen,26,2020-02-29 12:00,52.09,0.22,11.77,Apparel,In-store,Not Returned,High,1354.34,VIP
763937,USB Cable,44,2020-02-29 13:00,89.54,0.22,27.7,Apparel,Online,Not Returned,Low,3939.76,VIP
871253,Backpack,42,2020-02-29 23:00,54.87,0.0,22.76,Apparel,Online,Not Returned,Medium,2304.54,VIP
906388,T-shirt,36,2020-03-01 02:00,79.82,0.09,16.95,Apparel,In-store,Not Returned,Medium,2873.5199999999995,VIP
765755,Wireless Mouse,47,2020-03-01 09:00,89.34,0.14,5.57,Apparel,In-store,Not Returned,Low,4198.9800000000005,VIP
247313,White Mug,49,2020-03-01 10:00,56.78,0.31,11.71,Apparel,In-store,Not Returned,High,2782.2200000000003,VIP
990324,Blue Pen,24,2020-03-01 11:00,54.29,0.08,7.13,Apparel,In-store,Returned,Low,1302.96,VIP
881452,Office Chair,49,2020-03-02 03:00,47.1,0.34,24.52,Apparel,Online,Returned,Low,2307.9,VIP
910874,Office Chair,16,2020-03-02 07:00,93.01,0.24,10.12,Apparel,In-store,Not Returned,Medium,1488.16,VIP
364223,Desk Lamp,34,2020-03-02 10:00,61.04,0.15,24.78,Apparel,In-store,Returned,Medium,2075.36,VIP
357009,White Mug,15,2020-03-02 23:00,76.99,0.3,21.88,Apparel,In-store,Not Returned,Medium,1154.85,VIP
400709,Desk Lamp,49,2020-03-03 05:00,47.55,0.18,20.3,Apparel,Online,Not Returned,Low,2329.95,VIP
178623,Blue Pen,48,2020-03-03 12:00,81.48,0.24,8.25,Apparel,Online,Not Returned,Low,3911.04,VIP
283675,T-shirt,40,2020-03-03 15:00,74.54,0.2,25.03,Apparel,Online,Not Returned,Medium,2981.6000000000004,VIP
501921,White Mug,44,2020-03-05 20:00,41.17,0.17,12.61,Apparel,In-store,Not Returned,High,1811.48,VIP
864757,Blue Pen,48,2020-03-06 16:00,88.66,0.25,21.71,Apparel,In-store,Not Returned,Medium,4255.68,VIP
607606,T-shirt,32,2020-03-06 22:00,36.48,0.5,10.54,Apparel,Online,Not Returned,Low,1167.36,VIP
880316,Headphones,32,2020-03-07 17:00,56.51,0.45,29.32,Apparel,In-store,Not Returned,High,1808.32,VIP
418277,Backpack,20,2020-03-07 23:00,87.66,0.13,27.57,Apparel,In-store,Not Returned,High,1753.1999999999998,VIP
599512,Office Chair,20,2020-03-08 16:00,58.12,0.24,10.85,Apparel,Online,Not Returned,High,1162.4,VIP
104263,Desk Lamp,38,2020-03-08 20:00,79.57,0.39,26.47,Apparel,Online,Not Returned,Low,3023.66,VIP
277900,Wireless Mouse,38,2020-03-08 22:00,80.68,0.27,16.24,Apparel,Online,Not Returned,High,3065.84,VIP
397881,USB Cable,47,2020-03-09 03:00,39.3,0.05,16.95,Apparel,In-store,Not Returned,Medium,1847.1,VIP
613319,Backpack,17,2020-03-09 20:00,82.8,0.08,9.55,Apparel,Online,Not Returned,High,1407.6,VIP
793264,USB Cable,28,2020-03-11 04:00,96.31,0.02,5.11,Apparel,Online,Not Returned,High,2696.6800000000003,VIP
997048,Notebook,22,2020-03-11 11:00,59.54,0.24,10.69,Apparel,In-store,Not Returned,Low,1309.88,VIP
145186,Wireless Mouse,47,2020-03-11 14:00,24.54,0.45,28.81,Apparel,Online,Not Returned,Low,1153.38,VIP
385195,White Mug,26,2020-03-11 23:00,88.31,0.0,13.67,Apparel,In-store,Not Returned,Low,2296.06,VIP
893392,USB Cable,37,2020-03-12 05:00,91.2,0.08,29.19,Apparel,Online,Returned,Low,3374.4,VIP
251563,T-shirt,42,2020-03-12 12:00,77.89,0.07,5.05,Apparel,In-store,Not Returned,Low,3271.38,VIP
807220,White Mug,21,2020-03-12 19:00,48.65,0.33,28.86,Apparel,In-store,Returned,High,1021.65,VIP
286833,Wall Clock,18,2020-03-13 03:00,78.87,0.5,5.61,Apparel,Online,Not Returned,Medium,1419.66,VIP
653999,Blue Pen,37,2020-03-13 12:00,55.63,0.24,29.88,Apparel,In-store,Not Returned,Medium,2058.31,VIP
575526,White Mug,45,2020-03-13 20:00,29.32,0.46,26.56,Apparel,In-store,Not Returned,Low,1319.4,VIP
386214,Backpack,40,2020-03-14 00:00,26.89,0.19,7.61,Apparel,In-store,Not Returned,High,1075.6,VIP
938003,Office Chair,31,2020-03-14 09:00,94.23,0.02,24.89,Apparel,In-store,Not Returned,Medium,2921.13,VIP
311837,Notebook,16,2020-03-15 19:00,68.27,0.23,22.55,Apparel,Online,Not Returned,High,1092.32,VIP
915862,Notebook,33,2020-03-16 00:00,69.2,0.08,16.01,Apparel,In-store,Not Returned,Low,2283.6,VIP
955778,White Mug,19,2020-03-16 05:00,80.39,0.43,8.92,Apparel,Online,Not Returned,High,1527.41,VIP
640659,Blue Pen,19,2020-03-16 09:00,93.56,0.32,28.8,Apparel,In-store,Returned,Medium,1777.64,VIP
709719,Headphones,47,2020-03-16 18:00,40.96,0.44,23.5,Apparel,In-store,Returned,Medium,1925.12,VIP
504032,Office Chair,41,2020-03-17 04:00,52.31,0.18,11.74,Apparel,Online,Not Returned,High,2144.71,VIP
756166,Blue Pen,39,2020-03-18 10:00,34.06,0.29,12.92,Apparel,Online,Not Returned,Medium,1328.34,VIP
245271,Wireless Mouse,21,2020-03-19 10:00,63.05,0.31,15.76,Apparel,Online,Not Returned,Medium,1324.05,VIP
218533,Office Chair,28,2020-03-19 11:00,85.49,0.26,13.59,Apparel,Online,Not Returned,Low,2393.72,VIP
166262,Backpack,42,2020-03-19 14:00,37.02,0.07,11.17,Apparel,Online,Not Returned,High,1554.84,VIP
143642,USB Cable,30,2020-03-20 17:00,76.96,0.33,18.67,Apparel,Online,Not Returned,Low,2308.8,VIP
502732,USB Cable,41,2020-03-22 02:00,45.09,0.26,18.42,Apparel,In-store,Not Returned,Low,1848.69,VIP
111303,Backpack,17,2020-03-22 08:00,87.55,0.11,12.74,Apparel,In-store,Not Returned,Medium,1488.35,VIP
169274,USB Cable,34,2020-03-23 05:00,34.84,0.2,19.65,Apparel,Online,Returned,Medium,1184.5600000000002,VIP
233541,Blue Pen,23,2020-03-23 06:00,90.22,0.5,28.46,Apparel,In-store,Not Returned,Low,2075.06,VIP
174553,T-shirt,44,2020-03-23 12:00,38.76,0.13,7.42,Apparel,In-store,Not Returned,Low,1705.4399999999998,VIP
935570,Wall Clock,26,2020-03-23 14:00,97.5,0.21,19.53,Apparel,In-store,Not Returned,Medium,2535.0,VIP
226209,Headphones,26,2020-03-24 03:00,41.85,0.49,11.11,Apparel,In-store,Not Returned,Low,1088.1,VIP
716412,Notebook,42,2020-03-24 06:00,44.41,0.2,16.35,Apparel,In-store,Not Returned,High,1865.22,VIP
278589,Office Chair,23,2020-03-24 23:00,50.7,0.34,17.77,Apparel,In-store,Not Returned,High,1166.1,VIP
973698,T-shirt,30,2020-03-26 10:00,98.13,0.39,23.13,Apparel,Online,Not Returned,Low,2943.9,VIP
677218,Wireless Mouse,41,2020-03-27 21:00,59.74,0.34,12.68,Apparel,Online,Not Returned,Medium,2449.34,VIP
462130,Backpack,20,2020-03-28 11:00,94.92,0.3,12.39,Apparel,In-store,Not Returned,Medium,1898.4,VIP
531374,Notebook,18,2020-03-29 03:00,86.65,0.0,5.92,Apparel,Online,Not Returned,Low,1559.7,VIP
529660,Blue Pen,41,2020-03-29 10:00,98.92,0.31,28.34,Apparel,Online,Not Returned,Low,4055.72,VIP
270182,Headphones,35,2020-03-29 17:00,65.87,0.29,21.01,Apparel,In-store,Not Returned,Medium,2305.4500000000003,VIP
884838,Notebook,23,2020-03-30 05:00,90.26,0.09,9.49,Apparel,Online,Not Returned,Low,2075.98,VIP
179083,Backpack,32,2020-03-30 08:00,73.34,0.32,11.75,Apparel,Online,Not Returned,Medium,2346.88,VIP
658819,Headphones,33,2020-03-30 09:00,69.19,0.03,25.53,Apparel,Online,Not Returned,Medium,2283.27,VIP
891541,USB Cable,38,2020-03-30 16:00,94.94,0.28,21.54,Apparel,Online,Not Returned,Medium,3607.72,VIP
935700,T-shirt,39,2020-03-30 17:00,29.39,0.12,25.18,Apparel,Online,Not Returned,Low,1146.21,VIP
264053,T-shirt,41,2020-03-31 18:00,37.49,0.09,26.23,Apparel,In-store,Not Returned,High,1537.09,VIP
545485,Wireless Mouse,44,2020-04-01 01:00,49.15,0.29,24.86,Apparel,In-store,Returned,Low,2162.6,VIP
345198,Notebook,14,2020-04-01 03:00,74.27,0.25,16.41,Apparel,Online,Not Returned,Medium,1039.78,VIP
397632,White Mug,42,2020-04-01 08:00,90.98,0.18,21.96,Apparel,Online,Not Returned,High,3821.16,VIP
423825,White Mug,35,2020-04-01 12:00,64.73,0.19,28.83,Apparel,Online,Not Returned,Low,2265.55,VIP
294555,Headphones,42,2020-04-01 13:00,79.51,0.32,27.93,Apparel,Online,Not Returned,Low,3339.42,VIP
747008,Headphones,34,2020-04-01 14:00,96.67,0.01,15.48,Apparel,Online,Not Returned,Low,3286.78,VIP
778758,Wall Clock,-21,2020-04-02 02:00,-98.33,0.13,,Apparel,In-store,Not Returned,Low,2064.93,VIP
955009,White Mug,49,2020-04-02 08:00,90.11,0.45,19.49,Apparel,Online,Not Returned,Low,4415.39,VIP
821001,Desk Lamp,44,2020-04-02 09:00,40.14,0.46,29.38,Apparel,Online,Not Returned,Medium,1766.16,VIP
109078,USB Cable,28,2020-04-02 10:00,86.71,0.06,15.12,Apparel,In-store,Not Returned,Medium,2427.88,VIP
315048,White Mug,18,2020-04-02 17:00,85.64,0.14,21.99,Apparel,Online,Not Returned,Low,1541.52,VIP
172715,White Mug,32,2020-04-04 00:00,81.95,0.04,12.63,Apparel,In-store,Not Returned,Medium,2622.4,VIP
734486,Blue Pen,27,2020-04-04 11:00,72.99,0.32,8.92,Apparel,In-store,Not Returned,Low,1970.73,VIP
679518,White Mug,49,2020-04-05 08:00,73.05,0.2,23.27,Apparel,Online,Not Returned,Low,3579.45,VIP
474484,Desk Lamp,30,2020-04-05 14:00,78.91,0.39,18.4,Apparel,Online,Not Returned,High,2367.3,VIP
541124,Wireless Mouse,44,2020-04-05 20:00,69.63,0.06,24.13,Apparel,In-store,Not Returned,High,3063.72,VIP
442962,Notebook,17,2020-04-06 04:00,78.93,0.3,15.26,Apparel,In-store,Not Returned,High,1341.8100000000002,VIP
366847,USB Cable,48,2020-04-06 05:00,86.38,0.18,23.5,Apparel,Online,Not Returned,High,4146.24,VIP
