invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
784647,Office Chair,28,2020-02-23 08:00,88.09,0.21,27.5,Accessories,In-store,Returned,High,2466.52,VIP
910951,White Mug,38,2020-02-24 08:00,84.22,0.43,7.06,Accessories,In-store,Not Returned,Low,3200.36,VIP
367552,T-shirt,37,2020-02-24 13:00,70.54,0.1,12.37,Accessories,In-store,Not Returned,High,2609.98,VIP
465060,Headphones,36,2020-02-25 09:00,94.21,0.46,18.64,Accessories,Online,Not Returned,Low,3391.56,VIP
437827,Blue Pen,47,2020-02-26 09:00,61.23,0.33,20.75,Accessories,In-store,Not Returned,Medium,2877.81,VIP
311951,Desk Lamp,23,2020-02-27 13:00,53.31,0.32,26.16,Accessories,In-store,Not Returned,Medium,1226.13,VIP
157545,Desk Lamp,40,2020-02-29 03:00,52.54,0.08,25.83,Accessories,In-store,Not Returned,High,2101.6,VIP
925656,Headphones,46,2020-02-29 05:00,45.56,0.49,26.0,Accessories,Online,Not Returned,Medium,2095.76,VIP
318967,Wireless Mouse,21,2020-03-01 03:00,61.06,0.48,25.42,Accessories,Online,Not Returned,Low,1282.26,VIP
233554,Wireless Mouse,33,2020-03-02 06:00,60.2,0.49,27.34,Accessories,In-store,Not Returned,Low,1986.6,VIP
273532,Blue Pen,27,2020-03-02 13:00,69.33,0.15,19.1,Accessories,In-store,Not Returned,High,1871.91,VIP
676775,Wall Clock,32,2020-03-03 08:00,42.42,0.21,27.17,Accessories,In-store,Not Returned,High,1357.44,VIP
402950,Headphones,-30,2020-03-03 10:00,-63.42,1.783446387851377,,Accessories,Online,Not Returned,Low,1902.6,VIP
410914,Wireless Mouse,36,2020-03-03 11:00,41.14,0.09,28.41,Accessories,Online,Not Returned,High,1481.04,VIP
307606,T-shirt,15,2020-03-03 23:00,97.79,0.14,21.93,Accessories,Online,Not Returned,Medium,1466.85,VIP
687518,Notebook,12,2020-03-04 03:00,89.89,0.15,8.37,Accessories,Online,Not Returned,Medium,1078.68,VIP
868734,T-shirt,45,2020-03-05 05:00,65.73,0.04,23.44,Accessories,Online,Not Returned,High,2957.8500000000004,VIP
481009,Wall Clock,27,2020-03-05 19:00,44.82,0.43,20.42,Accessories,In-store,Not Returned,High,1210.14,VIP
492417,Headphones,38,2020-03-06 12:00,27.29,0.35,29.42,Accessories,In-store,Not Returned,High,1037.02,VIP
942393,T-shirt,-49,2020-03-07 15:00,-77.48,1.9471402916967229,,Accessories,In-store,Not Returned,Low,3796.52,VIP
423412,Headphones,44,2020-03-08 01:00,90.05,0.18,21.43,Accessories,Online,Not Returned,High,3962.2,VIP
257729,Notebook,23,2020-03-08 06:00,57.89,0.32,7.65,Accessories,In-store,Not Returned,High,1331.47,VIP
129402,Backpack,42,2020-03-08 19:00,82.79,0.42,5.16,Accessories,In-store,Not Returned,High,3477.1800000000003,VIP
201371,T-shirt,44,2020-03-09 11:00,48.86,0.29,27.51,Accessories,Online,Not Returned,Medium,2149.84,VIP
121172,Desk Lamp,22,2020-03-09 15:00,68.54,0.25,28.78,Accessories,In-store,Not Returned,Low,1507.88,VIP
635843,Notebook,23,2020-03-09 16:00,83.35,0.1,19.25,Accessories,Online,Not Returned,High,1917.05,VIP
677564,White Mug,42,2020-03-09 17:00,80.24,0.01,6.45,Accessories,Online,Returned,High,3370.08,VIP
808362,White Mug,47,2020-03-09 19:00,81.51,0.5,25.58,Accessories,Online,Not Returned,High,3830.97,VIP
155337,Wall Clock,27,2020-03-11 10:00,62.42,0.3,9.54,Accessories,Online,Not Returned,Medium,1685.34,VIP
675762,Desk Lamp,-28,2020-03-12 00:00,-72.95,1.95436178929028,,Accessories,In-store,Not Returned,High,2042.6,VIP
419278,Wall Clock,24,2020-03-12 11:00,56.87,0.28,11.84,Accessories,Online,Not Returned,High,1364.88,VIP
177454,Wall Clock,49,2020-03-13 06:00,62.84,0.33,29.5,Accessories,In-store,Not Returned,High,3079.1600000000003,VIP
137641,Notebook,33,2020-03-13 11:00,93.64,0.32,22.44,Accessories,In-store,Not Returned,Low,3090.12,VIP
712121,Blue Pen,20,2020-03-13 16:00,59.07,0.44,10.95,Accessories,Online,Not Returned,Low,1181.4,VIP
418420,Backpack,28,2020-03-13 17:00,55.01,0.44,22.56,Accessories,In-store,Not Returned,Low,1540.28,VIP
576657,Desk Lamp,32,2020-03-14 03:00,99.0,0.27,22.46,Accessories,Online,Not Returned,High,3168.0,VIP
711600,White Mug,18,2020-03-14 15:00,83.22,0.1,24.3,Accessories,Online,Not Returned,Medium,1497.96,VIP
437054,Headphones,19,2020-03-14 17:00,99.45,0.46,29.1,Accessories,In-store,Not Returned,Low,1889.55,VIP
982875,Wireless Mouse,20,2020-03-14 21:00,66.05,0.48,10.48,Accessories,Online,Not Returned,High,1321.0,VIP
234055,Desk Lamp,39,2020-03-15 00:00,88.9,0.07,19.87,Accessories,Online,Not Returned,Low,3467.1000000000004,VIP
941052,Office Chair,34,2020-03-15 10:00,98.89,0.31,7.13,Accessories,In-store,Not Returned,High,3362.26,VIP
246389,Wireless Mouse,33,2020-03-15 11:00,86.26,0.48,29.08,Accessories,Online,Not Returned,Low,2846.5800000000004,VIP
210017,Office Chair,47,2020-03-15 20:00,21.86,0.18,10.03,Accessories,Online,Not Returned,Medium,1027.42,VIP
982554,T-shirt,20,2020-03-16 06:00,96.59,0.02,9.42,Accessories,In-store,Not Returned,Medium,1931.8,VIP
658221,Backpack,33,2020-03-17 09:00,44.34,0.27,5.3,Accessories,In-store,Not Returned,Medium,1463.22,VIP
265873,Headphones,31,2020-03-17 12:00,64.6,0.39,21.92,Accessories,Online,Not Returned,Medium,2002.6,VIP
885332,White Mug,23,2020-03-17 18:00,70.71,0.3,8.25,Accessories,Online,Returned,Low,1626.33,VIP
867950,Notebook,36,2020-03-17 20:00,38.42,0.14,6.86,Accessories,In-store,Not Returned,High,1383.12,VIP
311760,Wireless Mouse,48,2020-03-17 23:00,85.74,0.34,8.4,Accessories,Online,Not Returned,Medium,4115.52,VIP
691652,Headphones,29,2020-03-18 05:00,89.17,0.37,14.14,Accessories,Online,Not Returned,Low,2585.93,VIP
279352,Backpack,48,2020-03-18 17:00,56.89,0.02,22.32,Accessories,In-store,Not Returned,Low,2730.7200000000003,VIP
869884,Wall Clock,30,2020-03-18 22:00,62.0,0.28,27.36,Accessories,Online,Not Returned,High,1860.0,VIP
531413,Desk Lamp,49,2020-03-18 23:00,49.01,0.08,21.89,Accessories,In-store,Not Returned,Medium,2401.49,VIP
568974,Blue Pen,29,2020-03-20 07:00,36.54,0.26,24.32,Accessories,In-store,Returned,Medium,1059.66,VIP
773034,Headphones,49,2020-03-20 14:00,64.27,0.2,27.6,Accessories,Online,Not Returned,Medium,3149.23,VIP
388075,Office Chair,26,2020-03-21 00:00,47.0,0.12,26.52,Accessories,In-store,Not Returned,High,1222.0,VIP
235044,Office Chair,16,2020-03-21 14:00,94.75,0.36,22.78,Accessories,Online,Not Returned,High,1516.0,VIP
992964,USB Cable,41,2020-03-21 18:00,53.92,0.11,8.62,Accessories,In-store,Not Returned,Low,2210.7200000000003,VIP
186988,USB Cable,48,2020-03-21 23:00,74.54,0.11,18.86,Accessories,Online,Not Returned,Medium,3577.92,VIP
369458,Desk Lamp,46,2020-03-22 15:00,69.7,0.01,9.61,Accessories,Online,Not Returned,High,3206.2000000000003,VIP
984056,T-shirt,24,2020-03-23 00:00,98.97,0.38,19.22,Accessories,In-store,Not Returned,High,2375.28,VIP
778250,Wall Clock,36,2020-03-23 20:00,45.16,0.37,25.84,Accessories,Online,Not Returned,Medium,1625.7599999999998,VIP
716529,T-shirt,34,2020-03-24 01:00,43.8,0.07,17.45,Accessories,In-store,Not Returned,High,1489.1999999999998,VIP
512003,USB Cable,24,2020-03-24 02:00,83.64,0.14,22.68,Accessories,Online,Not Returned,High,2007.36,VIP
620551,Wireless Mouse,18,2020-03-24 14:00,90.7,0.02,11.49,Accessories,Online,Not Returned,Medium,1632.6,VIP
918007,USB Cable,48,2020-03-24 17:00,50.86,0.1,6.25,Accessories,Online,Not Returned,High,2441.28,VIP
302053,Headphones,25,2020-03-24 21:00,56.62,0.1,11.79,Accessories,Online,Not Returned,Medium,1415.5,VIP
329947,T-shirt,36,2020-03-25 07:00,61.93,0.19,29.65,Accessories,In-store,Not Returned,High,2229.48,VIP
701763,USB Cable,28,2020-03-26 08:00,43.71,0.06,17.02,Accessories,Online,Not Returned,Medium,1223.88,VIP
748074,White Mug,44,2020-03-26 16:00,22.85,0.26,16.77,Accessories,In-store,Not Returned,Medium,1005.4,VIP
882239,T-shirt,38,2020-03-26 20:00,38.64,0.45,18.13,Accessories,In-store,Not Returned,Low,1468.32,VIP
111745,Wall Clock,21,2020-03-27 02:00,62.94,0.02,8.58,Accessories,In-store,Not Returned,High,1321.74,VIP
544191,Wall Clock,47,2020-03-27 15:00,86.64,0.48,22.15,Accessories,In-store,Not Returned,Low,4072.08,VIP
883204,T-shirt,23,2020-03-28 07:00,60.17,0.47,26.31,Accessories,Online,Not Returned,High,1383.91,VIP
650719,Wireless Mouse,25,2020-03-28 21:00,80.45,0.07,11.88,Accessories,In-store,Not Returned,Low,2011.25,VIP
971408,T-shirt,-45,2020-03-28 22:00,-58.69,0.43,,Accessories,Online,Not Returned,Medium,2641.05,VIP
383707,Wireless Mouse,41,2020-03-29 08:00,78.15,0.45,9.86,Accessories,In-store,Not Returned,Low,3204.15,VIP
931291,Desk Lamp,39,2020-03-29 21:00,89.85,0.13,13.29,Accessories,In-store,Returned,Low,3504.15,VIP
886958,Backpack,35,2020-03-30 01:00,97.48,0.47,24.47,Accessories,Online,Not Returned,Medium,3411.8,VIP
652829,Office Chair,24,2020-03-30 07:00,74.92,0.22,27.52,Accessories,Online,Not Returned,Medium,1798.08,VIP
466245,Office Chair,44,2020-03-30 11:00,75.95,0.15,9.14,Accessories,In-store,Not Returned,High,3341.8,VIP
257661,Office Chair,42,2020-03-31 02:00,76.12,0.42,16.75,Accessories,Online,Not Returned,High,3197.04,VIP
785375,Backpack,42,2020-03-31 03:00,65.87,0.26,20.18,Accessories,Online,Returned,Low,2766.54,VIP
392231,Office Chair,35,2020-03-31 16:00,72.46,0.5,25.38,Accessories,In-store,Not Returned,High,2536.1,VIP
536624,Backpack,-15,2020-03-31 22:00,-72.7,0.34,,Accessories,In-store,Not Returned,High,1090.5,VIP
867285,Wireless Mouse,-20,2020-04-01 05:00,-85.81,1.4270716434389914,,Accessories,In-store,Not Returned,Low,1716.2,VIP
436585,White Mug,42,2020-04-01 09:00,79.77,0.44,7.63,Accessories,In-store,Not Returned,Low,3350.34,VIP
276076,Wall Clock,33,2020-04-01 18:00,67.94,0.08,24.77,Accessories,Online,Not Returned,Low,2242.02,VIP
681273,Headphones,45,2020-04-01 21:00,23.91,0.17,18.32,Accessories,In-store,Not Returned,High,1075.95,VIP
836421,Office Chair,12,2020-04-02 01:00,98.98,0.39,14.43,Accessories,Online,Not Returned,High,1187.76,VIP
312977,T-shirt,21,2020-04-02 06:00,58.26,0.3,29.54,Accessories,Online,Not Returned,High,1223.46,VIP
257087,Notebook,44,2020-04-02 21:00,69.17,0.15,27.62,Accessories,Online,Not Returned,High,3043.48,VIP
427025,USB Cable,14,2020-04-02 23:00,99.91,0.18,6.96,Accessories,Online,Not Returned,High,1398.74,VIP
649114,White Mug,24,2020-04-03 06:00,95.89,0.35,29.31,Accessories,In-store,Returned,Medium,2301.36,VIP
965580,Office Chair,26,2020-04-04 05:00,79.54,0.12,10.25,Accessories,In-store,Not Returned,Medium,2068.04,VIP
869666,Wall Clock,48,2020-04-05 01:00,65.56,0.04,13.48,Accessories,In-store,Not Returned,Medium,3146.88,VIP
441705,Wireless Mouse,17,2020-04-05 02:00,61.97,0.03,6.97,Accessories,In-store,Not Returned,Medium,1053.49,VIP
476369,Backpack,41,2020-04-06 02:00,75.51,0.21,10.47,Accessories,In-store,Not Returned,Low,3095.9100000000003,VIP
820488,White Mug,34,2020-04-06 06:00,64.22,0.17,9.79,Accessories,Online,Not Returned,High,2183.48,VIP
696387,White Mug,30,2020-04-06 07:00,35.19,0.08,5.76,Accessories,In-store,Not Returned,Medium,1055.6999999999998,VIP
389102,Wall Clock,23,2020-04-06 13:00,66.36,0.25,8.99,Accessories,Online,Not Returned,Low,1526.28,VIP
722605,USB Cable,22,2020-04-07 18:00,58.43,0.44,13.94,Accessories,Online,Not Returned,Medium,1285.46,VIP
847512,Blue Pen,44,2020-04-08 04:00,68.86,0.02,23.15,Accessories,In-store,Not Returned,Medium,3029.84,VIP
807593,Notebook,49,2020-04-08 16:00,77.16,0.06,19.25,Accessories,Online,Not Returned,Medium,3780.84,VIP
302332,Office Chair,49,2020-04-08 21:00,44.0,0.06,22.95,Accessories,Online,Not Returned,High,2156.0,VIP
695923,Desk Lamp,32,2020-04-09 08:00,32.28,0.22,6.25,Accessories,Online,Not Returned,High,1032.96,VIP
377707,Office Chair,19,2020-04-09 14:00,77.94,0.41,28.66,Accessories,Online,Not Returned,Low,1480.86,VIP
371991,Office Chair,40,2020-04-09 18:00,31.71,0.38,8.22,Accessories,Online,Not Returned,Low,1268.4,VIP
134707,Headphones,48,2020-04-10 04:00,28.47,0.25,6.45,Accessories,In-store,Not Returned,Medium,1366.56,VIP
618477,Wireless Mouse,37,2020-04-10 05:00,69.78,0.21,12.97,Accessories,In-store,Not Returned,Low,2581.86,VIP
886713,T-shirt,40,2020-04-10 11:00,66.32,0.32,19.46,Accessories,Online,Not Returned,Low,2652.8,VIP
396141,Desk Lamp,16,2020-04-10 23:00,91.11,0.36,15.11,Accessories,Online,Not Returned,Medium,1457.76,VIP
796595,White Mug,43,2020-04-11 01:00,70.44,0.22,24.99,Accessories,In-store,Returned,Medium,3028.92,VIP
947644,Headphones,39,2020-04-11 11:00,85.98,0.13,15.61,Accessories,In-store,Not Returned,Medium,3353.2200000000003,VIP
430929,USB Cable,18,2020-04-11 16:00,86.93,0.36,7.98,Accessories,Online,Not Returned,Medium,1564.7400000000002,VIP
139062,USB Cable,29,2020-04-11 21:00,61.65,0.31,28.82,Accessories,Online,Not Returned,Low,1787.85,VIP
