invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
911721,Blue Pen,43,2020-02-02 17:00,51.74,0.03,23.38,Stationery,In-store,Not Returned,High,2224.82,VIP
831899,Headphones,42,2020-02-04 15:00,59.0,0.29,22.38,Stationery,Online,Not Returned,Medium,2478.0,VIP
166203,White Mug,14,2020-02-05 17:00,93.49,0.44,11.92,Stationery,Online,Not Returned,Medium,1308.86,VIP
423673,Wireless Mouse,39,2020-02-05 22:00,48.75,0.01,19.19,Stationery,Online,Not Returned,Low,1901.25,VIP
891267,Office Chair,45,2020-02-06 06:00,79.99,0.13,25.56,Stationery,In-store,Not Returned,Low,3599.55,VIP
597562,Office Chair,48,2020-02-06 08:00,22.33,0.5,6.51,Stationery,Online,Not Returned,Low,1071.84,VIP
992048,Notebook,22,2020-02-06 11:00,89.99,0.21,17.51,Stationery,In-store,Returned,Medium,1979.78,VIP
268964,Desk Lamp,29,2020-02-07 10:00,89.62,0.26,16.5,Stationery,Online,Not Returned,High,2598.98,VIP
127712,Desk Lamp,46,2020-02-07 13:00,35.89,0.46,12.02,Stationery,Online,Not Returned,Medium,1650.94,VIP
385977,Notebook,31,2020-02-07 19:00,70.67,0.08,24.65,Stationery,Online,Not Returned,High,2190.77,VIP
434618,USB Cable,43,2020-02-08 00:00,72.07,0.18,15.23,Stationery,Online,Returned,Medium,3099.01,VIP
370846,Office Chair,49,2020-02-08 06:00,92.82,0.28,21.93,Stationery,In-store,Not Returned,High,4548.179999999999,VIP
300244,Wireless Mouse,24,2020-02-08 19:00,57.29,0.34,6.8,Stationery,In-store,Not Returned,Medium,1374.96,VIP
549613,White Mug,47,2020-02-09 02:00,53.22,0.39,16.02,Stationery,In-store,Not Returned,Low,2501.34,VIP
192193,White Mug,47,2020-02-09 12:00,46.37,0.2,9.01,Stationery,Online,Not Returned,Low,2179.39,VIP
686165,White Mug,22,2020-02-09 19:00,93.52,0.31,27.82,Stationery,Online,Not Returned,High,2057.44,VIP
798168,Notebook,27,2020-02-10 07:00,52.3,0.3,23.74,Stationery,Online,Not Returned,High,1412.1,VIP
101252,Wireless Mouse,45,2020-02-10 12:00,45.16,0.36,6.78,Stationery,In-store,Not Returned,Medium,2032.2,VIP
964141,Notebook,33,2020-02-10 14:00,74.37,0.26,10.3,Stationery,In-store,Not Returned,Low,2454.21,VIP
427359,Backpack,34,2020-02-10 19:00,49.81,0.34,14.26,Stationery,In-store,Not Returned,Medium,1693.54,VIP
702875,Wireless Mouse,37,2020-02-10 20:00,32.77,0.46,13.38,Stationery,In-store,Not Returned,High,1212.49,VIP
828913,White Mug,16,2020-02-11 00:00,98.74,0.27,18.71,Stationery,In-store,Not Returned,High,1579.84,VIP
762301,Headphones,-47,2020-02-11 01:00,-61.53,1.1007868099387903,,Stationery,Online,Not Returned,Medium,2891.91,VIP
350875,Notebook,49,2020-02-11 11:00,24.04,0.11,16.52,Stationery,In-store,Not Returned,Low,1177.96,VIP
533027,White Mug,-28,2020-02-11 19:00,-73.12,1.5286765290970958,,Stationery,In-store,Not Returned,Medium,2047.36,VIP
608041,USB Cable,46,2020-02-11 20:00,52.57,0.32,18.19,Stationery,In-store,Not Returned,Medium,2418.22,VIP
323777,Notebook,44,2020-02-12 05:00,22.73,0.44,12.39,Stationery,In-store,Returned,Medium,1000.12,VIP
767375,T-shirt,22,2020-02-12 13:00,70.56,0.02,12.03,Stationery,Online,Not Returned,High,1552.3200000000002,VIP
682531,Desk Lamp,39,2020-02-13 01:00,33.59,0.27,15.06,Stationery,In-store,Not Returned,Medium,1310.0100000000002,VIP
357218,T-shirt,30,2020-02-13 04:00,67.03,0.1,10.31,Stationery,In-store,Not Returned,High,2010.9,VIP
470608,Office Chair,45,2020-02-14 03:00,26.8,0.02,5.11,Stationery,In-store,Not Returned,Low,1206.0,VIP
312890,Backpack,30,2020-02-14 06:00,39.7,0.0,24.98,Stationery,In-store,Not Returned,Medium,1191.0,VIP
239789,Headphones,22,2020-02-15 03:00,74.37,0.29,10.08,Stationery,Online,Not Returned,Medium,1636.14,VIP
467257,Notebook,41,2020-02-15 11:00,65.51,0.26,8.22,Stationery,Online,Not Returned,Medium,2685.9100000000003,VIP
195462,Blue Pen,14,2020-02-16 13:00,87.88,0.12,10.79,Stationery,Online,Not Returned,Low,1230.32,VIP
706440,Desk Lamp,33,2020-02-17 02:00,36.75,0.01,17.07,Stationery,In-store,Not Returned,Medium,1212.75,VIP
835265,Desk Lamp,45,2020-02-17 07:00,68.7,0.28,20.06,Stationery,Online,Not Returned,High,3091.5,VIP
212221,Backpack,23,2020-02-19 05:00,74.98,0.39,25.06,Stationery,In-store,Not Returned,Medium,1724.5400000000002,VIP
280448,Notebook,42,2020-02-19 22:00,57.52,0.42,25.57,Stationery,Online,Not Returned,High,2415.84,VIP
478892,Office Chair,36,2020-02-21 00:00,60.41,0.17,28.88,Stationery,In-store,Not Returned,Low,2174.76,VIP
446699,Wireless Mouse,23,2020-02-22 01:00,81.04,0.29,26.64,Stationery,Online,Returned,Low,1863.92,VIP
486594,Headphones,39,2020-02-22 03:00,97.87,0.06,8.24,Stationery,In-store,Not Returned,Medium,3816.93,VIP
158596,White Mug,47,2020-02-22 13:00,92.31,0.15,23.08,Stationery,In-store,Not Returned,Medium,4338.57,VIP
639812,T-shirt,47,2020-02-22 17:00,81.16,0.18,28.07,Stationery,In-store,Not Returned,Medium,3814.52,VIP
907043,Blue Pen,49,2020-02-22 23:00,23.83,0.14,22.86,Stationery,Online,Not Returned,Medium,1167.6699999999998,VIP
692016,Wireless Mouse,29,2020-02-23 18:00,98.1,0.03,12.44,Stationery,In-store,Not Returned,Low,2844.9,VIP
192263,T-shirt,40,2020-02-24 00:00,79.8,0.09,5.67,Stationery,Online,Not Returned,Low,3192.0,VIP
957756,Backpack,49,2020-02-24 12:00,79.23,0.32,14.54,Stationery,In-store,Not Returned,High,3882.27,VIP
198723,USB Cable,26,2020-02-24 18:00,52.04,0.25,27.45,Stationery,In-store,Not Returned,Medium,1353.04,VIP
984152,USB Cable,42,2020-02-24 21:00,92.83,0.2,28.51,Stationery,Online,Returned,Low,3898.86,VIP
132265,Backpack,16,2020-02-25 08:00,83.61,0.1,10.55,Stationery,Online,Not Returned,High,1337.76,VIP
343322,White Mug,47,2020-02-25 10:00,21.81,0.42,9.49,Stationery,Online,Not Returned,Low,1025.07,VIP
856892,T-shirt,33,2020-02-25 21:00,71.2,0.06,24.62,Stationery,In-store,Not Returned,Medium,2349.6,VIP
340773,Blue Pen,34,2020-02-26 18:00,50.88,0.19,21.62,Stationery,Online,Not Returned,High,1729.92,VIP
155318,Headphones,38,2020-02-26 19:00,87.26,0.23,19.95,Stationery,In-store,Not Returned,Medium,3315.88,VIP
233515,White Mug,37,2020-02-27 00:00,56.45,0.18,9.04,Stationery,In-store,Not Returned,High,2088.65,VIP
306988,Headphones,43,2020-02-27 01:00,44.19,0.12,8.23,Stationery,In-store,Not Returned,High,1900.17,VIP
134560,White Mug,41,2020-02-28 10:00,94.83,0.49,21.84,Stationery,In-store,Not Returned,Low,3888.03,VIP
594592,Headphones,48,2020-02-28 18:00,85.66,0.05,11.58,Stationery,In-store,Not Returned,Medium,4111.68,VIP
200158,Notebook,23,2020-02-28 19:00,91.27,0.07,11.34,Stationery,Online,Returned,High,2099.21,VIP
808533,Headphones,40,2020-02-28 20:00,81.49,0.21,6.35,Stationery,Online,Not Returned,Medium,3259.6,VIP
194270,Notebook,31,2020-03-01 06:00,33.54,0.12,23.29,Stationery,Online,Not Returned,High,1039.74,VIP
251878,T-shirt,39,2020-03-02 00:00,88.67,0.08,27.87,Stationery,In-store,Not Returned,High,3458.13,VIP
535165,T-shirt,23,2020-03-02 04:00,54.21,0.08,13.79,Stationery,Online,Not Returned,Medium,1246.83,VIP
193501,Office Chair,30,2020-03-02 09:00,47.35,0.25,25.16,Stationery,In-store,Not Returned,Low,1420.5,VIP
320178,Wireless Mouse,36,2020-03-02 17:00,87.78,0.07,13.33,Stationery,In-store,Not Returned,Medium,3160.08,VIP
249521,T-shirt,33,2020-03-02 18:00,91.58,0.14,22.7,Stationery,In-store,Not Returned,Low,3022.14,VIP
951587,Backpack,16,2020-03-03 06:00,95.78,0.04,17.62,Stationery,Online,Not Returned,Low,1532.48,VIP
837334,USB Cable,48,2020-03-03 16:00,94.49,0.0,19.1,Stationery,In-store,Not Returned,Low,4535.52,VIP
209575,White Mug,41,2020-03-03 21:00,51.48,0.48,28.85,Stationery,In-store,Not Returned,High,2110.68,VIP
392822,Office Chair,46,2020-03-04 01:00,41.65,0.27,7.83,Stationery,In-store,Not Returned,High,1915.9,VIP
578446,Wall Clock,44,2020-03-04 08:00,90.72,0.17,5.67,Stationery,Online,Not Returned,Low,3991.68,VIP
779520,Wall Clock,43,2020-03-04 12:00,60.66,0.29,22.76,Stationery,In-store,Not Returned,High,2608.38,VIP
572327,Headphones,43,2020-03-04 15:00,37.73,0.48,14.26,Stationery,Online,Not Returned,Low,1622.39,VIP
134911,Wall Clock,49,2020-03-04 18:00,71.39,0.07,13.81,Stationery,In-store,Not Returned,Medium,3498.11,VIP
890857,Backpack,25,2020-03-05 10:00,83.12,0.18,13.22,Stationery,In-store,Not Returned,Medium,2078.0,VIP
626486,Blue Pen,41,2020-03-05 13:00,66.72,0.36,13.97,Stationery,Online,Not Returned,High,2735.52,VIP
123236,Desk Lamp,24,2020-03-05 22:00,75.53,0.12,18.74,Stationery,Online,Not Returned,Low,1812.72,VIP
840874,Backpack,27,2020-03-06 00:00,81.41,0.22,28.56,Stationery,In-store,Not Returned,Low,2198.07,VIP
727433,USB Cable,40,2020-03-06 01:00,32.44,0.13,9.18,Stationery,Online,Not Returned,Medium,1297.6,VIP
294269,Desk Lamp,-47,2020-03-06 10:00,-51.81,1.1990271377400532,,Stationery,Online,Not Returned,High,2435.07,VIP
997928,Wireless Mouse,24,2020-03-06 11:00,68.17,0.16,19.97,Stationery,In-store,Not Returned,Medium,1636.08,VIP
783889,Wireless Mouse,48,2020-03-07 01:00,69.96,0.23,5.75,Stationery,Online,Not Returned,High,3358.08,VIP
135954,White Mug,29,2020-03-07 02:00,65.84,0.23,21.85,Stationery,Online,Not Returned,Medium,1909.36,VIP
862092,Desk Lamp,40,2020-03-07 07:00,78.92,0.22,7.51,Stationery,In-store,Not Returned,Medium,3156.8,VIP
123752,Backpack,37,2020-03-07 10:00,99.23,0.02,22.94,Stationery,Online,Not Returned,Medium,3671.51,VIP
488822,Notebook,21,2020-03-07 20:00,77.56,0.31,26.19,Stationery,Online,Not Returned,Low,1628.76,VIP
618271,Notebook,38,2020-03-08 00:00,50.65,0.07,23.67,Stationery,Online,Not Returned,Medium,1924.7,VIP
328504,Desk Lamp,33,2020-03-08 07:00,48.61,0.18,23.71,Stationery,In-store,Not Returned,Low,1604.13,VIP
673044,T-shirt,47,2020-03-08 11:00,84.48,0.32,16.46,Stationery,In-store,Not Returned,Low,3970.56,VIP
851883,Notebook,36,2020-03-08 21:00,86.62,0.27,27.4,Stationery,Online,Not Returned,High,3118.32,VIP
463476,T-shirt,49,2020-03-09 04:00,92.24,0.29,11.41,Stationery,In-store,Not Returned,Low,4519.759999999999,VIP
610585,T-shirt,33,2020-03-09 07:00,45.55,0.12,13.87,Stationery,Online,Not Returned,Medium,1503.15,VIP
779418,White Mug,13,2020-03-10 18:00,95.37,0.1,14.02,Stationery,In-store,Not Returned,Low,1239.81,VIP
788281,Notebook,17,2020-03-10 23:00,97.75,0.24,29.61,Stationery,In-store,Not Returned,High,1661.75,VIP
124354,Office Chair,47,2020-03-11 13:00,69.15,0.1,20.21,Stationery,Online,Not Returned,Medium,3250.05,VIP
280553,Blue Pen,31,2020-03-12 07:00,99.84,0.36,15.92,Stationery,Online,Not Returned,Medium,3095.04,VIP
302503,Wall Clock,46,2020-03-12 17:00,45.25,0.0,13.09,Stationery,Online,Not Returned,High,2081.5,VIP
205423,Wall Clock,23,2020-03-12 23:00,90.6,0.26,23.5,Stationery,Online,Not Returned,High,2083.8,VIP
875435,White Mug,27,2020-03-13 05:00,90.44,0.08,18.82,Stationery,Online,Not Returned,Low,2441.88,VIP
666074,Headphones,40,2020-03-14 04:00,47.72,0.36,25.94,Stationery,Online,Not Returned,High,1908.8,VIP
850294,Backpack,30,2020-03-14 05:00,38.7,0.35,14.91,Stationery,Online,Not Returned,Medium,1161.0,VIP
387654,Notebook,16,2020-03-14 10:00,66.68,0.02,13.76,Stationery,In-store,Not Returned,Low,1066.88,VIP
381570,Blue Pen,30,2020-03-14 11:00,35.88,0.47,15.59,Stationery,In-store,Not Returned,Medium,1076.4,VIP
659723,Backpack,36,2020-03-14 20:00,29.67,0.31,28.64,Stationery,In-store,Not Returned,High,1068.12,VIP
909942,Desk Lamp,30,2020-03-15 03:00,51.92,0.13,12.11,Stationery,Online,Not Returned,Medium,1557.6,VIP
796358,Wall Clock,33,2020-03-15 05:00,48.98,0.48,11.49,Stationery,Online,Not Returned,Medium,1616.34,VIP
550062,Notebook,34,2020-03-15 06:00,64.94,0.0,17.6,Stationery,Online,Not Returned,Medium,2207.96,VIP
194071,USB Cable,36,2020-03-15 07:00,95.26,0.11,12.31,Stationery,Online,Not Returned,Medium,3429.36,VIP
893072,Wall Clock,36,2020-03-15 08:00,62.89,0.23,18.08,Stationery,Online,Not Returned,Low,2264.04,VIP
703561,Wireless Mouse,28,2020-03-15 17:00,85.12,0.17,27.07,Stationery,Online,Not Returned,Low,2383.36,VIP
225341,Notebook,14,2020-03-15 23:00,98.71,0.35,8.71,Stationery,Online,Not Returned,Low,1381.9399999999998,VIP
424060,Blue Pen,29,2020-03-16 13:00,97.09,0.44,15.32,Stationery,Online,Not Returned,Low,2815.61,VIP
989097,Blue Pen,-47,2020-03-16 22:00,-32.44,0.32,,Stationery,Online,Not Returned,Medium,1524.6799999999998,VIP
810979,T-shirt,26,2020-03-17 13:00,54.04,0.16,9.37,Stationery,Online,Not Returned,High,1405.04,VIP
342615,Blue Pen,18,2020-03-20 16:00,73.77,0.32,26.66,Stationery,In-store,Not Returned,Medium,1327.86,VIP
932974,T-shirt,37,2020-03-21 03:00,63.11,0.46,17.33,Stationery,In-store,Not Returned,Medium,2335.07,VIP
551978,T-shirt,15,2020-03-21 06:00,97.62,0.02,20.76,Stationery,Online,Not Returned,Medium,1464.3000000000002,VIP
658030,Office Chair,38,2020-03-21 11:00,97.07,0.11,12.87,Stationery,Online,Not Returned,High,3688.66,VIP
957263,USB Cable,48,2020-03-21 15:00,62.06,0.08,20.94,Stationery,In-store,Not Returned,Low,2978.88,VIP
119623,Wall Clock,34,2020-03-22 16:00,46.59,0.17,28.3,Stationery,In-store,Not Returned,Low,1584.0600000000002,VIP
807116,Wireless Mouse,43,2020-03-22 23:00,47.57,0.08,16.89,Stationery,In-store,Not Returned,Low,2045.51,VIP
972638,USB Cable,33,2020-03-23 04:00,71.78,0.2,7.07,Stationery,In-store,Not Returned,Low,2368.74,VIP
777894,Notebook,32,2020-03-23 08:00,80.79,0.17,20.25,Stationery,In-store,Not Returned,High,2585.28,VIP
529725,Wall Clock,15,2020-03-23 22:00,79.35,0.37,23.08,Stationery,In-store,Not Returned,Medium,1190.25,VIP
175713,Backpack,43,2020-03-24 09:00,34.49,0.42,23.57,Stationery,Online,Not Returned,High,1483.0700000000002,VIP
842623,Wireless Mouse,34,2020-03-24 10:00,57.12,0.33,6.6,Stationery,Online,Not Returned,Medium,1942.08,VIP
535423,Blue Pen,19,2020-03-25 03:00,60.22,0.17,18.5,Stationery,Online,Not Returned,High,1144.18,VIP
331758,Desk Lamp,41,2020-03-25 08:00,25.53,0.31,5.13,Stationery,In-store,Not Returned,Low,1046.73,VIP
426032,USB Cable,37,2020-03-25 18:00,34.8,0.02,21.2,Stationery,In-store,Not Returned,Low,1287.6,VIP
895509,Office Chair,23,2020-03-25 20:00,98.4,0.15,23.1,Stationery,In-store,Not Returned,High,2263.2000000000003,VIP
131598,T-shirt,26,2020-03-26 18:00,54.83,0.32,11.58,Stationery,Online,Not Returned,Low,1425.58,VIP
915673,Wireless Mouse,49,2020-03-26 23:00,45.18,0.39,13.39,Stationery,In-store,Not Returned,Medium,2213.82,VIP
769648,Office Chair,25,2020-03-27 06:00,84.31,0.33,14.68,Stationery,In-store,Not Returned,Medium,2107.75,VIP
553761,Office Chair,38,2020-03-27 16:00,76.33,0.22,10.61,Stationery,In-store,Not Returned,Medium,2900.54,VIP
324695,Backpack,18,2020-03-28 01:00,72.77,0.47,29.59,Stationery,Online,Not Returned,Low,1309.86,VIP
984315,USB Cable,37,2020-03-28 02:00,74.52,0.11,6.14,Stationery,Online,Not Returned,Medium,2757.24,VIP
707167,Headphones,18,2020-03-29 19:00,58.27,0.25,28.4,Stationery,Online,Not Returned,Medium,1048.86,VIP
709996,Headphones,41,2020-03-30 22:00,51.6,0.39,8.44,Stationery,In-store,Not Returned,Medium,2115.6,VIP
993093,USB Cable,24,2020-03-31 08:00,98.8,0.41,6.76,Stationery,Online,Not Returned,High,2371.2,VIP
777164,T-shirt,22,2020-03-31 11:00,75.52,0.32,22.86,Stationery,In-store,Not Returned,Medium,1661.4399999999998,VIP
830664,Wall Clock,34,2020-03-31 21:00,47.77,0.05,29.94,Stationery,Online,Not Returned,Medium,1624.18,VIP
793919,White Mug,45,2020-04-01 02:00,61.49,0.02,17.32,Stationery,Online,Not Returned,Medium,2767.05,VIP
999187,Desk Lamp,38,2020-04-01 20:00,39.98,0.18,27.66,Stationery,Online,Not Returned,Medium,1519.2399999999998,VIP
495141,Office Chair,21,2020-04-02 16:00,74.17,0.1,16.68,Stationery,Online,Not Returned,Low,1557.57,VIP
241398,Wall Clock,49,2020-04-04 01:00,98.55,0.3,25.68,Stationery,Online,Not Returned,High,4828.95,VIP
734379,Blue Pen,23,2020-04-04 02:00,49.39,0.19,6.44,Stationery,In-store,Not Returned,Low,1135.97,VIP
325314,Blue Pen,43,2020-04-05 04:00,27.33,0.12,18.37,Stationery,In-store,Not Returned,High,1175.1899999999998,VIP
538716,Blue Pen,14,2020-04-05 05:00,88.89,0.01,7.64,Stationery,In-store,Not Returned,High,1244.46,VIP
515231,Desk Lamp,40,2020-04-06 11:00,36.75,0.5,17.44,Stationery,Online,Not Returned,Low,1470.0,VIP
388161,Office Chair,41,2020-04-06 14:00,43.95,0.29,7.28,Stationery,Online,Not Returned,High,1801.95,VIP
486821,Wall Clock,16,2020-04-06 15:00,85.47,0.35,7.32,Stationery,In-store,Not Returned,High,1367.52,VIP
620985,Wireless Mouse,48,2020-04-07 02:00,59.9,0.46,13.62,Stationery,Online,Not Returned,Medium,2875.2,VIP
913348,Office Chair,28,2020-04-07 11:00,42.45,0.37,16.35,Stationery,In-store,Not Returned,High,1188.6,VIP
720347,Wall Clock,32,2020-04-07 17:00,61.86,0.06,19.87,Stationery,In-store,Not Returned,Low,1979.52,VIP
201459,Blue Pen,46,2020-04-07 22:00,31.64,0.48,8.24,Stationery,In-store,Not Returned,High,1455.44,VIP
