user_id,variant,impression,click,purchase,revenue,country,device
100101,0,1,0.0,0.0,0.0,DE,tablet
100102,0,1,0.0,0.0,0.0,ES,mobile
100103,1,1,0.0,0.0,0.0,FR,mobile
100104,0,2,0.0,0.0,0.0,FR,mobile
100105,1,2,0.0,0.0,0.0,UK,mobile
100106,1,2,0.0,0.0,0.0,DE,mobile
100107,1,2,0.0,0.0,0.0,UK,desktop
100108,0,2,0.0,0.0,0.0,ES,mobile
100109,1,1,0.0,0.0,0.0,DE,mobile
100110,1,1,0.0,0.0,0.0,FR,desktop
100111,0,1,0.0,0.0,0.0,UK,mobile
100112,0,2,0.0,0.0,0.0,ES,mobile
100113,0,1,0.0,0.0,0.0,DE,mobile
100114,1,1,0.0,0.0,0.0,UK,tablet
100115,0,2,0.0,0.0,0.0,UK,mobile
100116,1,1,0.0,0.0,0.0,DE,desktop
100117,0,1,0.0,0.0,0.0,UK,desktop
100118,0,2,0.0,0.0,0.0,ES,mobile
100119,0,3,0.0,0.0,0.0,UK,tablet
100120,0,1,0.0,0.0,0.0,UK,mobile
100121,1,3,0.0,0.0,0.0,DE,mobile
100122,0,2,0.0,0.0,0.0,UK,desktop
100123,0,1,0.0,0.0,0.0,FR,desktop
100124,1,1,1.0,0.0,0.0,UK,mobile
100125,0,1,1.0,0.0,0.0,UK,mobile
100126,0,3,0.0,0.0,0.0,FR,mobile
100127,1,3,1.0,0.0,0.0,FR,desktop
100128,0,2,1.0,0.0,0.0,FR,mobile
100129,0,2,0.0,0.0,0.0,DE,mobile
100130,1,1,1.0,0.0,0.0,FR,mobile
100131,0,1,0.0,0.0,0.0,UK,mobile
100132,1,2,0.0,0.0,0.0,UK,desktop
100133,0,3,0.0,0.0,0.0,ES,mobile
100134,1,2,0.0,0.0,0.0,DE,tablet
100135,0,2,1.0,0.0,0.0,FR,mobile
100136,1,2,1.0,0.0,0.0,UK,desktop
100137,0,2,0.0,0.0,0.0,UK,mobile
100138,0,2,0.0,0.0,0.0,DE,mobile
100139,1,1,0.0,0.0,0.0,ES,mobile
100140,0,1,1.0,0.0,0.0,DE,mobile
100141,0,1,0.0,0.0,0.0,DE,mobile
100142,1,2,0.0,0.0,0.0,DE,tablet
100143,1,1,0.0,0.0,0.0,UK,desktop
100144,1,3,1.0,0.0,0.0,UK,mobile
100145,1,1,0.0,0.0,0.0,UK,mobile
100146,1,1,0.0,0.0,0.0,UK,mobile
100147,1,1,0.0,0.0,0.0,ES,mobile
100148,0,1,1.0,0.0,0.0,FR,desktop
100149,1,1,0.0,0.0,0.0,FR,tablet
100150,0,2,0.0,0.0,0.0,UK,mobile
100151,1,3,1.0,0.0,0.0,UK,mobile
100152,0,1,0.0,0.0,0.0,UK,mobile
100153,0,1,1.0,0.0,0.0,UK,desktop
100154,0,2,0.0,0.0,0.0,FR,mobile
100155,1,2,0.0,0.0,0.0,UK,desktop
100156,0,1,0.0,0.0,0.0,FR,desktop
100157,1,1,0.0,0.0,0.0,UK,mobile
100158,1,2,1.0,1.0,25093.55,UK,desktop
100159,1,1,0.0,0.0,0.0,UK,mobile
100160,1,2,0.0,0.0,0.0,FR,desktop
100161,1,3,0.0,0.0,0.0,DE,mobile
100162,1,1,1.0,0.0,0.0,UK,mobile
100163,0,2,2.0,0.0,0.0,UK,desktop
100164,0,1,0.0,0.0,0.0,DE,desktop
100165,0,3,0.0,0.0,0.0,UK,desktop
100166,1,2,0.0,0.0,0.0,UK,mobile
100167,1,2,0.0,0.0,0.0,DE,desktop
100168,1,2,0.0,0.0,0.0,FR,mobile
100169,1,1,0.0,0.0,0.0,UK,desktop
100170,0,1,0.0,0.0,0.0,ES,mobile
100171,0,2,1.0,0.0,0.0,DE,tablet
100172,0,1,1.0,0.0,0.0,UK,tablet
100173,1,1,0.0,0.0,0.0,FR,desktop
100174,1,1,1.0,1.0,13137.15,FR,mobile
100175,1,3,0.0,0.0,0.0,UK,mobile
100176,1,2,0.0,0.0,0.0,UK,desktop
100177,0,2,0.0,0.0,0.0,UK,mobile
100178,0,1,0.0,0.0,0.0,FR,desktop
100179,1,2,2.0,2.0,82062.1,UK,mobile
100180,1,1,0.0,0.0,0.0,DE,mobile
100181,0,2,0.0,0.0,0.0,DE,desktop
100182,1,1,0.0,0.0,0.0,UK,mobile
100183,1,1,0.0,0.0,0.0,FR,mobile
100184,0,1,1.0,0.0,0.0,UK,mobile
100185,0,1,0.0,0.0,0.0,FR,mobile
100186,1,1,0.0,0.0,0.0,DE,desktop
100187,1,1,0.0,0.0,0.0,UK,mobile
100188,1,3,0.0,0.0,0.0,FR,tablet
100189,1,2,0.0,0.0,0.0,UK,desktop
100190,0,1,0.0,0.0,0.0,UK,mobile
100191,1,3,1.0,0.0,0.0,UK,desktop
100192,1,3,2.0,1.0,32446.44,UK,mobile
100193,1,1,0.0,0.0,0.0,ES,mobile
100194,1,2,0.0,0.0,0.0,UK,tablet
100195,0,1,0.0,0.0,0.0,UK,mobile
100196,0,2,0.0,0.0,0.0,FR,mobile
100197,1,1,0.0,0.0,0.0,UK,mobile
100198,0,3,0.0,0.0,0.0,ES,mobile
100199,1,1,1.0,0.0,0.0,FR,mobile
100200,1,2,1.0,0.0,0.0,DE,desktop
100201,0,2,1.0,0.0,0.0,UK,desktop
100202,1,2,2.0,0.0,0.0,UK,mobile
100203,0,2,0.0,0.0,0.0,UK,mobile
100204,0,2,0.0,0.0,0.0,DE,mobile
100205,1,3,0.0,0.0,0.0,UK,mobile
100206,0,1,0.0,0.0,0.0,UK,mobile
100207,0,2,1.0,0.0,0.0,ES,mobile
100208,1,3,0.0,0.0,0.0,FR,mobile
100209,1,1,0.0,0.0,0.0,UK,mobile
100210,1,3,1.0,0.0,0.0,UK,mobile
100211,0,1,1.0,0.0,0.0,ES,tablet
100212,1,2,0.0,0.0,0.0,UK,tablet
100213,1,3,1.0,0.0,0.0,DE,mobile
100214,0,3,0.0,0.0,0.0,DE,tablet
100215,1,2,0.0,0.0,0.0,UK,desktop
100216,0,3,0.0,0.0,0.0,DE,mobile
100217,0,2,1.0,0.0,0.0,UK,mobile
100218,0,2,0.0,0.0,0.0,UK,desktop
100219,0,3,1.0,0.0,0.0,DE,desktop
100220,1,3,0.0,0.0,0.0,ES,mobile
100221,0,2,0.0,0.0,0.0,FR,desktop
100222,1,1,1.0,1.0,46419.81,FR,mobile
100223,1,1,1.0,0.0,0.0,UK,desktop
100224,0,1,1.0,1.0,32943.32,UK,tablet
100225,1,1,0.0,0.0,0.0,UK,mobile
100226,0,2,1.0,0.0,0.0,UK,desktop
100227,1,1,0.0,0.0,0.0,UK,mobile
100228,0,2,0.0,0.0,0.0,UK,desktop
100229,1,1,0.0,0.0,0.0,UK,desktop
100230,1,1,0.0,0.0,0.0,UK,mobile
100231,1,1,0.0,0.0,0.0,FR,desktop
100232,1,1,0.0,0.0,0.0,DE,mobile
100233,1,1,0.0,0.0,0.0,UK,desktop
100234,1,2,0.0,0.0,0.0,ES,mobile
100235,0,3,0.0,0.0,0.0,ES,desktop
100236,1,3,0.0,0.0,0.0,UK,mobile
100237,1,3,1.0,0.0,0.0,DE,desktop
100238,1,1,0.0,0.0,0.0,FR,mobile
100239,1,1,0.0,0.0,0.0,FR,desktop
100240,0,1,0.0,0.0,0.0,UK,tablet
100241,1,1,0.0,0.0,0.0,FR,tablet
100242,0,1,0.0,0.0,0.0,UK,desktop
100243,1,1,0.0,0.0,0.0,FR,desktop
100244,0,2,1.0,1.0,16536.38,FR,mobile
100245,1,3,2.0,1.0,49400.37,DE,mobile
100246,1,1,0.0,0.0,0.0,FR,mobile
100247,0,2,0.0,0.0,0.0,DE,desktop
100248,0,2,0.0,0.0,0.0,UK,desktop
100249,0,1,1.0,0.0,0.0,UK,mobile
100250,0,1,1.0,1.0,31044.66,DE,tablet
100251,1,2,0.0,0.0,0.0,UK,desktop
100252,0,1,0.0,0.0,0.0,UK,mobile
100253,0,2,0.0,0.0,0.0,UK,mobile
100254,1,3,0.0,0.0,0.0,UK,mobile
100255,0,1,0.0,0.0,0.0,ES,mobile
100256,0,2,0.0,0.0,0.0,FR,desktop
100257,0,2,1.0,0.0,0.0,ES,mobile
100258,1,3,0.0,0.0,0.0,FR,mobile
100259,1,1,0.0,0.0,0.0,FR,desktop
100260,0,2,0.0,0.0,0.0,UK,desktop
100261,0,2,1.0,0.0,0.0,FR,tablet
100262,1,1,0.0,0.0,0.0,UK,mobile
100263,1,1,1.0,0.0,0.0,ES,mobile
100264,0,2,0.0,0.0,0.0,DE,desktop
100265,1,2,1.0,0.0,0.0,UK,mobile
100266,0,3,2.0,0.0,0.0,ES,mobile
100267,0,1,0.0,0.0,0.0,DE,mobile
100268,1,2,0.0,0.0,0.0,DE,mobile
100269,1,1,0.0,0.0,0.0,UK,mobile
100270,1,2,0.0,0.0,0.0,FR,mobile
100271,0,1,0.0,0.0,0.0,FR,mobile
100272,0,1,0.0,0.0,0.0,UK,mobile
100273,0,3,1.0,0.0,0.0,UK,desktop
100274,0,3,1.0,0.0,0.0,DE,mobile
100275,1,2,0.0,0.0,0.0,UK,desktop
100276,1,3,3.0,2.0,73580.53,FR,mobile
100277,1,2,1.0,0.0,0.0,ES,mobile
100278,0,1,0.0,0.0,0.0,ES,mobile
100279,1,2,1.0,1.0,24327.68,UK,mobile
100280,0,2,1.0,0.0,0.0,ES,mobile
100281,1,1,0.0,0.0,0.0,UK,mobile
100282,1,3,0.0,0.0,0.0,UK,desktop
100283,1,1,0.0,0.0,0.0,FR,mobile
100284,0,1,0.0,0.0,0.0,UK,mobile
100285,1,2,1.0,0.0,0.0,UK,desktop
100286,0,2,0.0,0.0,0.0,FR,mobile
100287,1,1,0.0,0.0,0.0,UK,mobile
100288,0,1,0.0,0.0,0.0,UK,mobile
100289,1,1,0.0,0.0,0.0,FR,desktop
100290,1,1,0.0,0.0,0.0,DE,mobile
100291,1,1,0.0,0.0,0.0,FR,mobile
100292,1,3,1.0,1.0,30795.67,UK,mobile
100293,0,2,1.0,0.0,0.0,UK,desktop
100294,1,1,0.0,0.0,0.0,UK,mobile
100295,0,3,1.0,0.0,0.0,UK,tablet
100296,0,2,0.0,0.0,0.0,DE,mobile
100297,1,2,0.0,0.0,0.0,UK,tablet
100298,0,2,0.0,0.0,0.0,UK,tablet
100299,1,2,0.0,0.0,0.0,DE,mobile
100300,1,1,0.0,0.0,0.0,FR,mobile
100301,1,2,0.0,0.0,0.0,FR,mobile
100302,1,2,1.0,0.0,0.0,UK,mobile
100303,1,1,0.0,0.0,0.0,UK,desktop
100304,1,1,0.0,0.0,0.0,UK,mobile
100305,0,2,0.0,0.0,0.0,UK,mobile
100306,0,1,1.0,0.0,0.0,DE,mobile
100307,1,3,0.0,0.0,0.0,DE,desktop
100308,0,3,1.0,0.0,0.0,DE,mobile
100309,0,1,1.0,0.0,0.0,DE,mobile
100310,1,2,1.0,1.0,24429.05,UK,mobile
100311,1,1,0.0,0.0,0.0,DE,desktop
100312,0,2,0.0,0.0,0.0,UK,desktop
100313,1,2,0.0,0.0,0.0,FR,mobile
100314,1,1,0.0,0.0,0.0,FR,mobile
100315,0,2,0.0,0.0,0.0,UK,mobile
100316,1,2,1.0,0.0,0.0,UK,mobile
100317,0,2,1.0,0.0,0.0,ES,tablet
100318,0,1,0.0,0.0,0.0,UK,desktop
100319,0,3,1.0,1.0,37344.47,UK,mobile
100320,1,1,0.0,0.0,0.0,UK,desktop
100321,1,2,1.0,0.0,0.0,DE,mobile
100322,1,3,0.0,0.0,0.0,FR,desktop
100323,1,1,0.0,0.0,0.0,DE,desktop
100324,0,2,0.0,0.0,0.0,UK,mobile
100325,1,2,0.0,0.0,0.0,FR,desktop
100326,1,1,0.0,0.0,0.0,UK,mobile
100327,0,2,0.0,0.0,0.0,DE,mobile
100328,1,1,1.0,0.0,0.0,FR,mobile
100329,0,2,0.0,0.0,0.0,UK,mobile
100330,0,1,0.0,0.0,0.0,UK,desktop
100331,1,2,0.0,0.0,0.0,UK,tablet
100332,1,1,0.0,0.0,0.0,UK,mobile
100333,1,1,0.0,0.0,0.0,UK,desktop
100334,1,2,0.0,0.0,0.0,FR,desktop
100335,1,1,0.0,0.0,0.0,FR,mobile
100336,1,2,0.0,0.0,0.0,UK,mobile
100337,0,3,1.0,0.0,0.0,UK,mobile
100338,0,1,0.0,0.0,0.0,UK,desktop
100339,1,1,0.0,0.0,0.0,ES,tablet
100340,0,1,0.0,0.0,0.0,UK,mobile
100341,0,1,1.0,0.0,0.0,DE,desktop
100342,1,3,1.0,1.0,15607.36,DE,desktop
100343,0,2,1.0,1.0,37750.97,FR,mobile
100344,0,1,0.0,0.0,0.0,ES,mobile
100345,0,1,0.0,0.0,0.0,UK,mobile
100346,1,1,0.0,0.0,0.0,ES,mobile
100347,1,2,1.0,0.0,0.0,UK,mobile
100348,0,3,1.0,0.0,0.0,UK,mobile
100349,1,1,0.0,0.0,0.0,DE,mobile
100350,0,2,0.0,0.0,0.0,ES,mobile
100351,0,2,0.0,0.0,0.0,DE,desktop
100352,0,2,1.0,0.0,0.0,UK,mobile
100353,1,2,0.0,0.0,0.0,UK,desktop
100354,1,2,0.0,0.0,0.0,ES,mobile
100355,1,1,0.0,0.0,0.0,UK,mobile
100356,1,1,0.0,0.0,0.0,DE,tablet
100357,1,2,1.0,0.0,0.0,DE,mobile
100358,0,3,0.0,0.0,0.0,FR,mobile
100359,0,1,0.0,0.0,0.0,UK,desktop
100360,0,1,0.0,0.0,0.0,FR,mobile
100361,0,2,0.0,0.0,0.0,UK,mobile
100362,0,1,0.0,0.0,0.0,ES,mobile
100363,0,1,0.0,0.0,0.0,FR,mobile
100364,0,1,0.0,0.0,0.0,ES,mobile
100365,0,2,1.0,0.0,0.0,UK,mobile
100366,0,3,0.0,0.0,0.0,ES,desktop
100367,1,2,2.0,0.0,0.0,UK,desktop
100368,0,1,0.0,0.0,0.0,UK,desktop
100369,0,2,1.0,1.0,19691.07,UK,mobile
100370,0,1,0.0,0.0,0.0,DE,desktop
100371,1,1,0.0,0.0,0.0,DE,mobile
100372,1,2,1.0,0.0,0.0,DE,desktop
100373,1,3,1.0,1.0,33857.34,UK,desktop
100374,1,3,0.0,0.0,0.0,UK,desktop
100375,1,2,0.0,0.0,0.0,FR,mobile
100376,0,1,0.0,0.0,0.0,UK,mobile
100377,0,2,0.0,0.0,0.0,FR,mobile
100378,1,1,0.0,0.0,0.0,ES,desktop
100379,0,2,1.0,0.0,0.0,ES,mobile
100380,0,2,0.0,0.0,0.0,ES,desktop
100381,1,2,1.0,0.0,0.0,DE,mobile
100382,1,3,0.0,0.0,0.0,UK,mobile
100383,0,1,0.0,0.0,0.0,UK,mobile
100384,0,2,1.0,0.0,0.0,FR,mobile
100385,1,2,0.0,0.0,0.0,DE,mobile
100386,1,1,0.0,0.0,0.0,UK,mobile
100387,0,1,0.0,0.0,0.0,UK,tablet
100388,1,3,2.0,1.0,14918.76,UK,mobile
100389,0,1,1.0,1.0,45435.03,FR,mobile
100390,1,2,1.0,0.0,0.0,ES,desktop
100391,1,2,0.0,0.0,0.0,DE,desktop
100392,0,3,2.0,0.0,0.0,UK,desktop
100393,0,1,1.0,1.0,16551.89,ES,mobile
100394,0,1,0.0,0.0,0.0,DE,desktop
100395,0,1,0.0,0.0,0.0,UK,desktop
100396,1,1,0.0,0.0,0.0,UK,mobile
100397,1,1,0.0,0.0,0.0,UK,mobile
100398,1,1,1.0,0.0,0.0,UK,mobile
100399,0,2,0.0,0.0,0.0,ES,mobile
100400,0,2,1.0,0.0,0.0,FR,desktop
100401,1,1,0.0,0.0,0.0,ES,mobile
100402,1,3,0.0,0.0,0.0,UK,desktop
100403,1,2,0.0,0.0,0.0,UK,mobile
100404,0,2,0.0,0.0,0.0,FR,mobile
100405,0,3,1.0,0.0,0.0,UK,mobile
100406,1,2,0.0,0.0,0.0,FR,mobile
100407,1,1,0.0,0.0,0.0,ES,desktop
100408,0,1,0.0,0.0,0.0,FR,desktop
100409,1,2,1.0,0.0,0.0,FR,mobile
100410,1,3,0.0,0.0,0.0,UK,mobile
100411,1,1,0.0,0.0,0.0,UK,mobile
100412,0,2,0.0,0.0,0.0,UK,desktop
100413,1,1,0.0,0.0,0.0,FR,mobile
100414,1,2,0.0,0.0,0.0,UK,mobile
100415,1,1,0.0,0.0,0.0,UK,mobile
100416,0,1,0.0,0.0,0.0,FR,tablet
100417,0,1,0.0,0.0,0.0,UK,mobile
100418,0,1,1.0,0.0,0.0,UK,mobile
100419,0,1,0.0,0.0,0.0,UK,desktop
100420,1,1,0.0,0.0,0.0,ES,mobile
100421,0,1,0.0,0.0,0.0,DE,mobile
100422,0,2,0.0,0.0,0.0,FR,tablet
100423,1,3,1.0,0.0,0.0,UK,desktop
100424,0,2,0.0,0.0,0.0,ES,mobile
100425,1,2,0.0,0.0,0.0,DE,mobile
100426,0,3,2.0,2.0,56627.130000000005,UK,mobile
100427,0,1,0.0,0.0,0.0,ES,desktop
100428,1,1,0.0,0.0,0.0,UK,mobile
100429,1,1,0.0,0.0,0.0,FR,desktop
100430,1,3,0.0,0.0,0.0,FR,desktop
100431,0,3,1.0,1.0,24660.42,UK,mobile
100432,0,1,1.0,0.0,0.0,ES,desktop
100433,0,1,0.0,0.0,0.0,DE,tablet
100434,1,2,1.0,1.0,38460.17,FR,mobile
100435,0,1,1.0,0.0,0.0,UK,mobile
100436,0,1,0.0,0.0,0.0,UK,mobile
100437,0,1,0.0,0.0,0.0,UK,desktop
100438,0,2,0.0,0.0,0.0,DE,tablet
100439,0,3,1.0,0.0,0.0,UK,mobile
100440,1,2,1.0,0.0,0.0,FR,desktop
100441,1,1,0.0,0.0,0.0,DE,mobile
100442,0,2,1.0,0.0,0.0,UK,mobile
100443,1,2,0.0,0.0,0.0,DE,mobile
100444,1,1,0.0,0.0,0.0,UK,mobile
100445,1,1,0.0,0.0,0.0,ES,mobile
100446,0,3,0.0,0.0,0.0,FR,mobile
100447,1,2,1.0,0.0,0.0,UK,mobile
100448,0,1,0.0,0.0,0.0,UK,desktop
100449,0,2,0.0,0.0,0.0,UK,mobile
100450,1,1,0.0,0.0,0.0,DE,mobile
100451,0,1,0.0,0.0,0.0,DE,mobile
100452,1,1,0.0,0.0,0.0,FR,desktop
100453,0,2,0.0,0.0,0.0,UK,mobile
100454,0,2,0.0,0.0,0.0,UK,mobile
100455,1,2,1.0,0.0,0.0,UK,tablet
100456,1,2,0.0,0.0,0.0,FR,mobile
100457,1,1,0.0,0.0,0.0,ES,mobile
100458,1,2,0.0,0.0,0.0,UK,desktop
100459,1,3,0.0,0.0,0.0,UK,mobile
100460,0,2,1.0,0.0,0.0,FR,mobile
100461,1,2,1.0,0.0,0.0,DE,mobile
100462,0,1,0.0,0.0,0.0,DE,mobile
100463,1,1,0.0,0.0,0.0,ES,mobile
100464,0,1,0.0,0.0,0.0,UK,mobile
100465,1,2,0.0,0.0,0.0,UK,mobile
100466,0,3,0.0,0.0,0.0,ES,mobile
100467,0,1,0.0,0.0,0.0,DE,desktop
100468,1,2,0.0,0.0,0.0,UK,mobile
100469,1,1,0.0,0.0,0.0,DE,mobile
100470,0,2,0.0,0.0,0.0,DE,desktop
100471,0,1,0.0,0.0,0.0,FR,desktop
100472,0,1,0.0,0.0,0.0,DE,mobile
100473,1,2,0.0,0.0,0.0,UK,tablet
100474,0,2,1.0,0.0,0.0,FR,mobile
100475,1,3,2.0,0.0,0.0,FR,mobile
100476,1,3,0.0,0.0,0.0,DE,desktop
100477,0,2,0.0,0.0,0.0,DE,mobile
100478,0,2,1.0,0.0,0.0,DE,mobile
100479,0,3,1.0,1.0,30935.62,UK,mobile
100480,1,1,0.0,0.0,0.0,DE,mobile
100481,0,2,0.0,0.0,0.0,DE,mobile
100482,1,1,0.0,0.0,0.0,DE,desktop
100483,0,2,0.0,0.0,0.0,DE,mobile
100484,0,2,0.0,0.0,0.0,DE,desktop
100485,1,1,1.0,0.0,0.0,FR,mobile
100486,1,2,1.0,1.0,45297.92,FR,desktop
100487,0,2,0.0,0.0,0.0,UK,desktop
100488,1,1,0.0,0.0,0.0,UK,desktop
100489,1,2,0.0,0.0,0.0,FR,mobile
100490,0,1,0.0,0.0,0.0,DE,mobile
100491,0,1,1.0,1.0,43082.93,UK,mobile
100492,0,3,1.0,0.0,0.0,UK,desktop
100493,1,1,0.0,0.0,0.0,DE,desktop
100494,1,2,1.0,0.0,0.0,UK,mobile
100495,0,1,0.0,0.0,0.0,UK,mobile
100496,1,1,1.0,0.0,0.0,UK,mobile
100497,1,2,0.0,0.0,0.0,UK,mobile
100498,1,2,1.0,0.0,0.0,UK,mobile
100499,1,1,1.0,1.0,23031.15,UK,desktop
100500,1,3,1.0,1.0,29172.95,UK,tablet
100501,0,1,0.0,0.0,0.0,ES,mobile
100502,0,2,0.0,0.0,0.0,FR,mobile
100503,0,1,0.0,0.0,0.0,DE,mobile
100504,1,2,0.0,0.0,0.0,UK,mobile
100505,1,2,0.0,0.0,0.0,UK,mobile
100506,0,1,0.0,0.0,0.0,DE,mobile
100507,1,2,0.0,0.0,0.0,UK,desktop
100508,0,2,0.0,0.0,0.0,FR,mobile
100509,0,2,0.0,0.0,0.0,FR,mobile
100510,0,1,1.0,0.0,0.0,FR,desktop
100511,0,1,1.0,0.0,0.0,UK,desktop
100512,1,1,0.0,0.0,0.0,UK,mobile
100513,0,2,1.0,0.0,0.0,FR,mobile
100514,1,1,0.0,0.0,0.0,UK,mobile
100515,0,1,0.0,0.0,0.0,DE,desktop
100516,1,2,0.0,0.0,0.0,DE,desktop
100517,0,3,1.0,0.0,0.0,ES,desktop
100518,0,1,0.0,0.0,0.0,UK,mobile
100519,0,1,0.0,0.0,0.0,DE,desktop
100520,0,2,1.0,0.0,0.0,FR,mobile
100521,0,2,0.0,0.0,0.0,UK,mobile
100522,0,1,0.0,0.0,0.0,UK,mobile
100523,0,3,1.0,1.0,9080.68,DE,mobile
100524,1,1,0.0,0.0,0.0,UK,mobile
100525,1,2,0.0,0.0,0.0,UK,desktop
100526,1,1,0.0,0.0,0.0,UK,tablet
100527,1,2,0.0,0.0,0.0,DE,mobile
100528,1,2,0.0,0.0,0.0,DE,mobile
100529,0,2,0.0,0.0,0.0,DE,mobile
100530,1,3,0.0,0.0,0.0,UK,mobile
100531,0,1,0.0,0.0,0.0,UK,mobile
100532,1,1,0.0,0.0,0.0,FR,tablet
100533,0,1,1.0,1.0,34430.43,FR,mobile
100534,1,1,0.0,0.0,0.0,UK,mobile
100535,0,1,0.0,0.0,0.0,DE,mobile
