invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
249503,Wireless Mouse,47,2020-01-02 14:00,38.11,0.27,25.15,Stationery,In-store,Not Returned,Medium,1791.17,VIP
552366,Backpack,25,2020-01-02 18:00,86.68,0.02,23.35,Accessories,In-store,Not Returned,Medium,2167.0,VIP
691723,Wireless Mouse,31,2020-01-02 22:00,84.83,0.12,23.25,Stationery,In-store,Not Returned,High,2629.73,VIP
419030,Wireless Mouse,11,2020-01-02 23:00,93.1,0.38,8.78,Electronics,Online,Not Returned,Low,1024.1,VIP
428947,T-shirt,32,2020-01-03 00:00,81.47,0.0,9.14,Electronics,Online,Not Returned,High,2607.04,VIP
589492,T-shirt,27,2020-01-03 06:00,49.95,0.3,10.36,Stationery,In-store,Not Returned,Medium,1348.65,VIP
449457,Desk Lamp,23,2020-01-03 09:00,73.48,0.37,29.57,Stationery,Online,Not Returned,High,1690.0400000000002,VIP
370936,Backpack,48,2020-01-03 11:00,28.29,0.33,16.89,Apparel,Online,Not Returned,High,1357.92,VIP
339629,Notebook,31,2020-01-03 13:00,55.33,0.05,25.13,Furniture,Online,Not Returned,Low,1715.23,VIP
305041,Desk Lamp,45,2020-01-03 14:00,54.79,0.23,8.97,Accessories,In-store,Not Returned,Medium,2465.55,VIP
798361,Office Chair,30,2020-01-03 15:00,45.18,0.32,13.75,Furniture,Online,Not Returned,Medium,1355.4,VIP
877089,Office Chair,36,2020-01-03 19:00,34.13,0.32,20.69,Apparel,Online,Not Returned,Medium,1228.68,VIP
748531,USB Cable,19,2020-01-03 20:00,69.38,0.33,27.74,Furniture,Online,Not Returned,Medium,1318.2199999999998,VIP
351995,USB Cable,22,2020-01-03 21:00,94.81,0.43,25.61,Accessories,In-store,Not Returned,Medium,2085.82,VIP
922352,White Mug,49,2020-01-04 05:00,49.41,0.38,8.8,Stationery,In-store,Not Returned,Low,2421.0899999999997,VIP
560337,Blue Pen,39,2020-01-04 06:00,36.99,0.38,20.06,Accessories,In-store,Not Returned,Medium,1442.6100000000001,VIP
905889,Backpack,35,2020-01-04 08:00,30.82,0.03,8.87,Furniture,Online,Returned,Low,1078.7,VIP
559773,Wireless Mouse,38,2020-01-04 09:00,81.28,0.18,27.77,Furniture,In-store,Not Returned,High,3088.64,VIP
371836,T-shirt,30,2020-01-04 15:00,83.42,0.45,5.92,Electronics,Online,Not Returned,Low,2502.6,VIP
538974,Wireless Mouse,40,2020-01-04 16:00,91.57,0.35,29.97,Accessories,In-store,Not Returned,High,3662.7999999999997,VIP
661353,White Mug,27,2020-01-04 19:00,68.95,0.45,18.1,Stationery,Online,Not Returned,Medium,1861.65,VIP
635822,Office Chair,32,2020-01-04 22:00,41.15,0.4,7.7,Accessories,Online,Not Returned,High,1316.8,VIP
587879,Wall Clock,39,2020-01-04 23:00,60.36,0.07,24.41,Apparel,In-store,Not Returned,High,2354.04,VIP
882038,White Mug,34,2020-01-05 01:00,88.14,0.07,12.45,Furniture,Online,Not Returned,High,2996.76,VIP
320884,Office Chair,42,2020-01-05 05:00,34.93,0.41,17.4,Accessories,Online,Not Returned,High,1467.06,VIP
567281,T-shirt,43,2020-01-05 08:00,57.77,0.1,11.1,Furniture,Online,Not Returned,Low,2484.11,VIP
633556,USB Cable,34,2020-01-05 10:00,85.06,0.01,29.98,Accessories,In-store,Not Returned,Medium,2892.04,VIP
374329,Blue Pen,23,2020-01-05 12:00,49.73,0.31,26.62,Electronics,Online,Not Returned,High,1143.79,VIP
842139,Wireless Mouse,27,2020-01-05 14:00,65.17,0.12,28.59,Apparel,In-store,Returned,High,1759.5900000000001,VIP
616588,USB Cable,20,2020-01-05 16:00,84.61,0.26,11.7,Stationery,In-store,Not Returned,High,1692.2,VIP
476896,Blue Pen,24,2020-01-05 20:00,76.55,0.0,8.27,Accessories,Online,Not Returned,Medium,1837.1999999999998,VIP
402918,Blue Pen,43,2020-01-05 22:00,30.59,0.2,10.32,Stationery,Online,Returned,High,1315.37,VIP
220151,Wireless Mouse,37,2020-01-06 00:00,91.0,0.42,11.14,Apparel,In-store,Not Returned,High,3367.0,VIP
236330,Backpack,49,2020-01-06 05:00,66.8,0.36,11.84,Stationery,Online,Not Returned,High,3273.2,VIP
580754,Wall Clock,27,2020-01-06 06:00,83.54,0.33,9.51,Stationery,In-store,Not Returned,Medium,2255.5800000000004,VIP
401648,Headphones,17,2020-01-06 07:00,73.34,0.23,9.78,Furniture,In-store,Not Returned,Medium,1246.78,VIP
788519,Notebook,40,2020-01-06 08:00,94.43,0.29,10.59,Apparel,In-store,Not Returned,Low,3777.2000000000003,VIP
229312,Headphones,43,2020-01-06 11:00,87.12,0.45,18.17,Electronics,In-store,Not Returned,Low,3746.1600000000003,VIP
112666,T-shirt,12,2020-01-06 12:00,98.82,0.25,5.34,Apparel,In-store,Not Returned,High,1185.84,VIP
400804,Desk Lamp,40,2020-01-06 13:00,45.27,0.08,21.25,Apparel,In-store,Not Returned,Low,1810.8000000000002,VIP
950937,Wall Clock,26,2020-01-06 16:00,44.69,0.46,21.57,Electronics,In-store,Not Returned,Low,1161.94,VIP
807611,T-shirt,30,2020-01-06 18:00,39.72,0.08,14.4,Stationery,Online,Not Returned,High,1191.6,VIP
384806,Notebook,30,2020-01-06 19:00,69.96,0.27,18.7,Stationery,Online,Not Returned,High,2098.7999999999997,VIP
130535,White Mug,24,2020-01-06 21:00,78.64,0.06,8.97,Stationery,In-store,Not Returned,High,1887.3600000000001,VIP
701661,Desk Lamp,34,2020-01-07 02:00,59.68,0.34,15.93,Stationery,Online,Not Returned,Medium,2029.12,VIP
747972,Desk Lamp,-26,2020-01-07 03:00,-72.33,1.97208653797146,,Electronics,In-store,Not Returned,Low,1880.58,VIP
124538,T-shirt,40,2020-01-07 07:00,33.55,0.28,10.63,Furniture,In-store,Not Returned,Low,1342.0,VIP
301664,White Mug,46,2020-01-07 09:00,76.94,0.04,25.4,Electronics,In-store,Not Returned,Medium,3539.24,VIP
572525,Wall Clock,21,2020-01-07 13:00,49.16,0.36,25.76,Furniture,In-store,Not Returned,Low,1032.36,VIP
258338,Blue Pen,14,2020-01-07 14:00,85.66,0.02,7.49,Electronics,Online,Not Returned,Medium,1199.24,VIP
284064,Blue Pen,30,2020-01-07 15:00,38.2,0.42,19.99,Stationery,In-store,Not Returned,Low,1146.0,VIP
314020,White Mug,42,2020-01-07 16:00,63.34,0.42,10.89,Accessories,Online,Not Returned,Medium,2660.28,VIP
723094,Blue Pen,46,2020-01-07 17:00,23.1,0.0,27.63,Furniture,In-store,Not Returned,Low,1062.6000000000001,VIP
997421,Notebook,17,2020-01-07 18:00,90.61,0.18,14.91,Furniture,Online,Not Returned,High,1540.37,VIP
715270,T-shirt,33,2020-01-07 19:00,81.72,0.29,15.35,Stationery,In-store,Not Returned,Medium,2696.7599999999998,VIP
318126,Headphones,48,2020-01-07 22:00,49.42,0.15,14.8,Electronics,In-store,Not Returned,High,2372.16,VIP
353618,Office Chair,39,2020-01-08 02:00,72.72,0.11,24.11,Stationery,In-store,Not Returned,Medium,2836.08,VIP
869598,White Mug,42,2020-01-08 03:00,25.56,0.27,10.56,Accessories,In-store,Not Returned,Medium,1073.52,VIP
210687,Office Chair,13,2020-01-08 09:00,89.57,0.47,8.81,Apparel,Online,Not Returned,High,1164.4099999999999,VIP
974371,Backpack,31,2020-01-08 10:00,74.85,0.01,9.29,Electronics,Online,Not Returned,Medium,2320.35,VIP
835716,Desk Lamp,16,2020-01-08 12:00,91.5,0.33,10.81,Furniture,In-store,Not Returned,Low,1464.0,VIP
205878,Notebook,40,2020-01-08 13:00,71.99,0.2,8.09,Accessories,Online,Returned,Low,2879.6,VIP
961882,Wall Clock,25,2020-01-08 20:00,49.1,0.46,25.2,Electronics,In-store,Not Returned,Low,1227.5,VIP
979858,White Mug,39,2020-01-08 21:00,96.14,0.1,25.18,Electronics,Online,Not Returned,Low,3749.46,VIP
143585,Wall Clock,48,2020-01-09 00:00,37.1,0.16,28.1,Electronics,In-store,Not Returned,Medium,1780.8000000000002,VIP
471369,White Mug,23,2020-01-09 01:00,61.35,0.22,28.16,Electronics,Online,Not Returned,High,1411.05,VIP
542296,Headphones,45,2020-01-09 03:00,56.42,0.42,25.27,Apparel,Online,Returned,Medium,2538.9,VIP
125939,USB Cable,39,2020-01-09 09:00,61.55,0.27,26.19,Accessories,In-store,Not Returned,Low,2400.45,VIP
642335,Notebook,27,2020-01-09 11:00,92.74,0.45,26.28,Electronics,In-store,Not Returned,Medium,2503.98,VIP
175766,T-shirt,48,2020-01-09 13:00,49.92,0.15,5.24,Electronics,In-store,Returned,Low,2396.16,VIP
508923,White Mug,48,2020-01-09 14:00,33.36,0.41,24.94,Furniture,In-store,Not Returned,Low,1601.28,VIP
910208,USB Cable,49,2020-01-09 18:00,73.62,0.45,29.87,Electronics,Online,Not Returned,High,3607.38,VIP
785440,Wireless Mouse,38,2020-01-09 19:00,68.71,0.28,23.26,Stationery,Online,Not Returned,High,2610.9799999999996,VIP
717075,White Mug,33,2020-01-09 23:00,45.68,0.48,13.9,Apparel,In-store,Not Returned,Medium,1507.44,VIP
679304,T-shirt,38,2020-01-10 01:00,43.62,0.28,23.87,Stationery,Online,Not Returned,Low,1657.56,VIP
502690,Backpack,27,2020-01-10 02:00,69.79,0.31,22.87,Accessories,In-store,Not Returned,Medium,1884.3300000000002,VIP
599046,White Mug,30,2020-01-10 03:00,45.35,0.24,26.7,Apparel,In-store,Not Returned,Low,1360.5,VIP
121959,Office Chair,40,2020-01-10 05:00,68.35,0.2,10.7,Apparel,In-store,Not Returned,Medium,2734.0,VIP
760890,Desk Lamp,40,2020-01-10 06:00,60.98,0.33,22.52,Accessories,In-store,Not Returned,Medium,2439.2,VIP
890180,USB Cable,47,2020-01-10 08:00,24.55,0.35,9.58,Electronics,In-store,Returned,High,1153.8500000000001,VIP
265838,White Mug,31,2020-01-10 11:00,76.92,0.31,27.18,Accessories,Online,Not Returned,Medium,2384.52,VIP
435674,USB Cable,26,2020-01-10 12:00,43.43,0.4,14.71,Stationery,In-store,Not Returned,High,1129.18,VIP
979989,Wireless Mouse,22,2020-01-10 13:00,87.31,0.19,14.6,Furniture,Online,Not Returned,Low,1920.8200000000002,VIP
693128,White Mug,20,2020-01-10 15:00,84.59,0.49,22.17,Furniture,Online,Not Returned,Low,1691.8000000000002,VIP
218451,Wall Clock,43,2020-01-10 16:00,88.21,0.19,15.59,Furniture,In-store,Not Returned,Low,3793.0299999999997,VIP
937437,T-shirt,29,2020-01-10 18:00,39.91,0.1,10.42,Stationery,In-store,Not Returned,Low,1157.3899999999999,VIP
539792,Wall Clock,31,2020-01-10 19:00,72.68,0.47,25.65,Apparel,Online,Not Returned,High,2253.0800000000004,VIP
865313,T-shirt,28,2020-01-11 01:00,57.98,0.09,24.25,Furniture,Online,Not Returned,Low,1623.4399999999998,VIP
582690,Wireless Mouse,19,2020-01-11 02:00,96.33,0.14,26.75,Apparel,Online,Returned,High,1830.27,VIP
516880,Wireless Mouse,29,2020-01-11 03:00,93.34,0.1,27.69,Electronics,In-store,Not Returned,High,2706.86,VIP
840976,T-shirt,15,2020-01-11 05:00,80.11,0.26,29.05,Apparel,In-store,Not Returned,Medium,1201.65,VIP
881239,Office Chair,40,2020-01-11 06:00,69.95,0.35,20.23,Furniture,Online,Not Returned,High,2798.0,VIP
193264,USB Cable,36,2020-01-11 07:00,80.56,0.13,19.72,Accessories,Online,Not Returned,High,2900.16,VIP
325281,USB Cable,21,2020-01-11 10:00,77.91,0.34,18.12,Accessories,Online,Not Returned,Low,1636.11,VIP
737147,Office Chair,36,2020-01-11 11:00,28.07,0.45,8.76,Furniture,Online,Not Returned,Low,1010.52,VIP
998613,Office Chair,28,2020-01-11 12:00,76.03,0.13,14.05,Electronics,In-store,Not Returned,Medium,2128.84,VIP
494070,Office Chair,38,2020-01-11 13:00,75.52,0.29,25.86,Furniture,Online,Not Returned,Low,2869.7599999999998,VIP
277789,Blue Pen,24,2020-01-11 19:00,49.59,0.37,7.11,Accessories,Online,Not Returned,High,1190.16,VIP
842452,Office Chair,29,2020-01-11 21:00,86.01,0.09,7.07,Apparel,Online,Not Returned,Medium,2494.29,VIP
937291,Wall Clock,-16,2020-01-11 22:00,-73.6,1.535439956251199,,Electronics,Online,Not Returned,Medium,1177.6,VIP
225657,USB Cable,14,2020-01-11 23:00,74.32,0.38,28.76,Apparel,In-store,Not Returned,Medium,1040.48,VIP
335167,Desk Lamp,35,2020-01-12 00:00,30.31,0.08,6.06,Furniture,In-store,Not Returned,High,1060.85,VIP
580671,Backpack,18,2020-01-12 02:00,63.78,0.2,13.67,Apparel,Online,Not Returned,Low,1148.04,VIP
819094,Notebook,48,2020-01-12 03:00,44.99,0.15,7.98,Furniture,Online,Not Returned,Medium,2159.52,VIP
170467,Backpack,22,2020-01-12 04:00,79.66,0.3,6.7,Furniture,In-store,Not Returned,Low,1752.52,VIP
283734,Notebook,40,2020-01-12 05:00,59.5,0.21,19.09,Stationery,In-store,Not Returned,Medium,2380.0,VIP
722794,Wireless Mouse,30,2020-01-12 06:00,60.15,0.36,15.3,Accessories,In-store,Not Returned,Medium,1804.5,VIP
481050,Backpack,43,2020-01-12 08:00,79.64,0.45,27.67,Furniture,Online,Not Returned,High,3424.52,VIP
468452,Desk Lamp,20,2020-01-12 12:00,83.7,0.45,29.97,Apparel,In-store,Not Returned,Low,1674.0,VIP
967055,Wall Clock,28,2020-01-12 17:00,58.6,0.21,12.7,Stationery,Online,Not Returned,Low,1640.8,VIP
455528,Blue Pen,40,2020-01-12 20:00,28.45,0.38,27.06,Apparel,In-store,Not Returned,Medium,1138.0,VIP
710490,Office Chair,38,2020-01-12 21:00,80.74,0.04,24.53,Furniture,Online,Not Returned,High,3068.12,VIP
411955,Notebook,26,2020-01-13 01:00,60.87,0.49,29.8,Apparel,In-store,Not Returned,Low,1582.62,VIP
233883,T-shirt,41,2020-01-13 02:00,70.95,0.35,19.59,Accessories,In-store,Not Returned,Low,2908.9500000000003,VIP
212547,Wall Clock,-26,2020-01-13 04:00,-51.94,1.5234671839451164,,Stationery,In-store,Not Returned,High,1350.44,VIP
851102,USB Cable,34,2020-01-13 06:00,45.44,0.12,20.06,Stationery,Online,Not Returned,Low,1544.96,VIP
242483,T-shirt,18,2020-01-13 08:00,74.28,0.1,20.97,Furniture,In-store,Not Returned,High,1337.04,VIP
758271,Blue Pen,24,2020-01-13 09:00,64.47,0.45,10.03,Furniture,In-store,Not Returned,High,1547.28,VIP
314835,Wireless Mouse,30,2020-01-13 10:00,53.55,0.25,19.88,Stationery,Online,Not Returned,Low,1606.5,VIP
171295,Desk Lamp,29,2020-01-13 14:00,78.99,0.31,23.75,Furniture,In-store,Not Returned,Medium,2290.71,VIP
566872,Office Chair,20,2020-01-13 21:00,99.49,0.43,26.86,Electronics,In-store,Not Returned,Medium,1989.8,VIP
925816,Notebook,22,2020-01-13 22:00,52.22,0.28,16.02,Apparel,In-store,Not Returned,Medium,1148.84,VIP
474705,Backpack,48,2020-01-13 23:00,69.23,0.06,5.61,Stationery,Online,Not Returned,High,3323.04,VIP
671542,White Mug,24,2020-01-14 00:00,81.18,0.28,21.57,Stationery,In-store,Not Returned,Medium,1948.3200000000002,VIP
908350,Wall Clock,22,2020-01-14 01:00,81.86,0.22,8.31,Accessories,Online,Not Returned,High,1800.92,VIP
654594,Office Chair,49,2020-01-14 03:00,38.66,0.24,6.78,Stationery,Online,Not Returned,Medium,1894.34,VIP
745263,Backpack,42,2020-01-14 06:00,62.97,0.07,18.43,Electronics,Online,Not Returned,Medium,2644.74,VIP
247443,Wireless Mouse,37,2020-01-14 09:00,57.41,0.1,13.55,Accessories,In-store,Not Returned,Medium,2124.17,VIP
570587,Wireless Mouse,21,2020-01-14 10:00,86.65,0.04,28.08,Apparel,Online,Not Returned,High,1819.65,VIP
786976,White Mug,35,2020-01-14 13:00,53.85,0.29,10.35,Electronics,Online,Not Returned,High,1884.75,VIP
798376,Blue Pen,-38,2020-01-14 20:00,-76.95,0.35,,Apparel,In-store,Not Returned,Low,2924.1,VIP
369544,White Mug,48,2020-01-14 21:00,35.38,0.06,27.56,Electronics,Online,Returned,High,1698.2400000000002,VIP
628787,Office Chair,26,2020-01-15 02:00,99.22,0.19,14.37,Electronics,Online,Not Returned,Low,2579.72,VIP
768234,Blue Pen,39,2020-01-15 08:00,54.62,0.21,24.93,Furniture,In-store,Not Returned,High,2130.18,VIP
132711,Notebook,31,2020-01-15 10:00,72.24,0.1,5.83,Stationery,Online,Not Returned,Low,2239.44,VIP
284423,Wall Clock,36,2020-01-15 13:00,49.64,0.42,16.39,Furniture,Online,Not Returned,Medium,1787.04,VIP
803714,Backpack,19,2020-01-15 15:00,54.66,0.47,21.01,Electronics,Online,Not Returned,Low,1038.54,VIP
233272,Wall Clock,20,2020-01-15 19:00,62.74,0.3,6.09,Furniture,Online,Not Returned,High,1254.8,VIP
802335,Desk Lamp,18,2020-01-15 21:00,81.72,0.02,18.38,Accessories,Online,Returned,Medium,1470.96,VIP
907789,Backpack,45,2020-01-15 22:00,33.12,0.38,23.83,Stationery,Online,Returned,High,1490.3999999999999,VIP
177505,Wall Clock,42,2020-01-16 00:00,85.33,0.45,11.36,Stationery,Online,Not Returned,High,3583.86,VIP
102869,Backpack,32,2020-01-16 01:00,65.78,0.04,28.56,Electronics,In-store,Not Returned,Medium,2104.96,VIP
554351,Desk Lamp,30,2020-01-16 03:00,39.67,0.42,25.2,Accessories,Online,Not Returned,Low,1190.1000000000001,VIP
412252,Headphones,11,2020-01-16 04:00,98.0,0.5,28.98,Stationery,In-store,Not Returned,Medium,1078.0,VIP
736584,T-shirt,42,2020-01-16 05:00,95.54,0.46,28.49,Electronics,In-store,Not Returned,High,4012.6800000000003,VIP
718467,Notebook,19,2020-01-16 06:00,57.43,0.43,10.65,Electronics,Online,Not Returned,Medium,1091.17,VIP
190272,Wireless Mouse,18,2020-01-16 07:00,73.03,0.49,10.65,Stationery,Online,Not Returned,High,1314.54,VIP
138467,Wireless Mouse,45,2020-01-16 08:00,37.86,0.1,9.98,Furniture,Online,Not Returned,Medium,1703.7,VIP
977844,Wireless Mouse,43,2020-01-16 10:00,33.67,0.37,5.69,Accessories,Online,Not Returned,Medium,1447.8100000000002,VIP
580047,Headphones,38,2020-01-16 11:00,26.46,0.19,27.54,Accessories,Online,Not Returned,Medium,1005.48,VIP
539430,Notebook,19,2020-01-16 15:00,88.51,0.48,26.57,Apparel,In-store,Not Returned,Low,1681.69,VIP
710704,Blue Pen,37,2020-01-16 16:00,28.9,0.17,13.69,Stationery,In-store,Not Returned,Medium,1069.3,VIP
956703,Wireless Mouse,43,2020-01-16 17:00,99.98,0.08,25.28,Stationery,In-store,Returned,Medium,4299.14,VIP
930496,White Mug,11,2020-01-16 18:00,91.13,0.45,29.4,Apparel,Online,Not Returned,High,1002.43,VIP
207450,Wireless Mouse,42,2020-01-16 21:00,33.58,0.49,27.09,Electronics,Online,Not Returned,High,1410.36,VIP
500109,Office Chair,45,2020-01-17 01:00,59.5,0.38,15.3,Apparel,Online,Returned,High,2677.5,VIP
671621,Wireless Mouse,48,2020-01-17 04:00,38.07,0.37,19.41,Stationery,In-store,Not Returned,Medium,1827.3600000000001,VIP
829650,Blue Pen,23,2020-01-17 06:00,48.11,0.36,13.09,Electronics,In-store,Not Returned,Low,1106.53,VIP
499111,Wireless Mouse,49,2020-01-17 08:00,73.46,0.27,26.14,Electronics,In-store,Not Returned,Medium,3599.5399999999995,VIP
392890,Office Chair,32,2020-01-17 10:00,69.65,0.18,8.28,Furniture,In-store,Not Returned,Medium,2228.8,VIP
850020,White Mug,33,2020-01-17 16:00,48.31,0.46,17.82,Stationery,In-store,Not Returned,High,1594.23,VIP
271836,Office Chair,34,2020-01-17 18:00,96.47,0.24,10.87,Furniture,Online,Not Returned,High,3279.98,VIP
145714,Headphones,28,2020-01-17 20:00,71.78,0.02,29.01,Apparel,Online,Not Returned,Medium,2009.8400000000001,VIP
566960,T-shirt,33,2020-01-18 00:00,34.78,0.38,6.79,Furniture,Online,Not Returned,High,1147.74,VIP
405628,White Mug,40,2020-01-18 03:00,73.8,0.33,16.38,Apparel,Online,Not Returned,High,2952.0,VIP
182989,Wall Clock,26,2020-01-18 04:00,70.16,0.29,16.03,Electronics,Online,Not Returned,Medium,1824.1599999999999,VIP
398356,Blue Pen,19,2020-01-18 05:00,57.33,0.17,14.33,Electronics,Online,Not Returned,Low,1089.27,VIP
278274,Wireless Mouse,30,2020-01-18 07:00,82.62,0.01,23.83,Furniture,In-store,Not Returned,Low,2478.6000000000004,VIP
787995,USB Cable,-32,2020-01-18 08:00,-98.61,1.5807770446256528,,Accessories,Online,Not Returned,High,3155.52,VIP
425352,Backpack,47,2020-01-18 09:00,99.29,0.01,29.26,Electronics,In-store,Not Returned,Low,4666.63,VIP
889852,Wall Clock,41,2020-01-18 12:00,36.66,0.0,15.4,Accessories,Online,Not Returned,Medium,1503.06,VIP
983184,Headphones,45,2020-01-18 13:00,63.79,0.15,24.98,Electronics,Online,Not Returned,Medium,2870.55,VIP
231373,T-shirt,22,2020-01-18 14:00,63.28,0.23,23.39,Stationery,In-store,Not Returned,High,1392.16,VIP
538452,Headphones,37,2020-01-18 15:00,86.73,0.34,20.53,Electronics,Online,Not Returned,Medium,3209.01,VIP
215294,White Mug,27,2020-01-18 16:00,54.06,0.23,13.61,Electronics,Online,Not Returned,Medium,1459.6200000000001,VIP
165726,USB Cable,22,2020-01-18 19:00,50.02,0.37,7.45,Stationery,In-store,Not Returned,High,1100.44,VIP
840674,Backpack,32,2020-01-19 01:00,70.58,0.05,29.65,Stationery,In-store,Not Returned,High,2258.56,VIP
354079,Backpack,46,2020-01-19 02:00,60.27,0.32,11.21,Furniture,In-store,Not Returned,Medium,2772.42,VIP
788105,Wall Clock,46,2020-01-19 05:00,46.85,0.22,24.77,Stationery,Online,Not Returned,Medium,2155.1,VIP
613758,T-shirt,22,2020-01-19 06:00,55.49,0.21,25.58,Apparel,Online,Not Returned,Medium,1220.78,VIP
545101,Office Chair,48,2020-01-19 08:00,93.11,0.23,9.65,Stationery,In-store,Not Returned,Medium,4469.28,VIP
136631,Wall Clock,28,2020-01-19 09:00,69.36,0.48,27.99,Stationery,Online,Not Returned,High,1942.08,VIP
866577,Office Chair,48,2020-01-19 10:00,87.15,0.4,16.42,Accessories,In-store,Not Returned,Medium,4183.200000000001,VIP
373237,Wall Clock,35,2020-01-19 13:00,83.56,0.09,13.83,Electronics,Online,Not Returned,Low,2924.6,VIP
118070,Wall Clock,33,2020-01-19 14:00,71.8,0.04,27.06,Accessories,Online,Not Returned,Low,2369.4,VIP
922209,Headphones,25,2020-01-19 15:00,58.22,0.33,17.18,Furniture,In-store,Returned,Medium,1455.5,VIP
297392,White Mug,48,2020-01-19 21:00,78.35,0.1,24.85,Furniture,In-store,Returned,Low,3760.7999999999997,VIP
730152,Office Chair,36,2020-01-19 23:00,41.73,0.46,8.52,Electronics,Online,Not Returned,High,1502.28,VIP
833429,Backpack,49,2020-01-20 01:00,91.7,0.34,17.63,Accessories,Online,Not Returned,High,4493.3,VIP
467654,Wireless Mouse,34,2020-01-20 03:00,32.73,0.19,24.42,Apparel,Online,Not Returned,Low,1112.82,VIP
250262,White Mug,29,2020-01-20 06:00,65.67,0.33,24.03,Stationery,In-store,Not Returned,High,1904.43,VIP
897079,Notebook,23,2020-01-20 11:00,46.85,0.24,20.14,Apparel,In-store,Not Returned,High,1077.55,VIP
764076,Blue Pen,22,2020-01-20 12:00,83.39,0.09,18.69,Apparel,Online,Not Returned,Low,1834.58,VIP
348710,Wall Clock,30,2020-01-20 15:00,60.56,0.39,27.65,Accessories,In-store,Not Returned,Medium,1816.8000000000002,VIP
364512,T-shirt,-29,2020-01-20 20:00,-79.33,0.1,,Apparel,Online,Not Returned,Low,2300.57,VIP
701863,Notebook,24,2020-01-20 21:00,51.24,0.19,29.51,Apparel,Online,Not Returned,Medium,1229.76,VIP
368799,Backpack,33,2020-01-20 22:00,77.92,0.11,24.4,Accessories,In-store,Returned,Low,2571.36,VIP
337549,T-shirt,30,2020-01-20 23:00,43.82,0.31,28.81,Stationery,In-store,Not Returned,High,1314.6,VIP
224046,Wireless Mouse,-41,2020-01-21 04:00,-97.18,0.18,,Accessories,In-store,Not Returned,Medium,3984.38,VIP
132097,Wireless Mouse,22,2020-01-21 06:00,46.94,0.46,22.41,Electronics,In-store,Returned,Medium,1032.6799999999998,VIP
766326,Blue Pen,26,2020-01-21 07:00,97.01,0.41,7.83,Electronics,Online,Not Returned,High,2522.26,VIP
749150,Backpack,32,2020-01-21 08:00,35.96,0.08,9.52,Apparel,Online,Not Returned,Low,1150.72,VIP
330229,Office Chair,29,2020-01-21 09:00,41.44,0.21,11.55,Apparel,In-store,Not Returned,Low,1201.76,VIP
