user_id,impression,purchase,revenue,converted
13126,8,2,2099.64,True
13133,2,1,109.8,True
13136,5,1,2607.61,True
13138,6,1,962.39,True
13141,5,2,2388.75,True
13145,4,1,618.52,True
13148,12,2,3707.12,True
13168,4,1,1319.19,True
13177,1,1,282.45,True
13185,1,1,71.4,True
13199,38,5,9817.12,True
13208,6,1,1223.9,True
13209,8,4,5891.61,True
13210,1,1,353.48,True
13211,3,1,1197.42,True
13227,1,1,257.7,True
13240,4,1,663.65,True
13243,1,1,600.07,True
13244,1,1,121.74,True
13246,6,2,1987.3,True
13247,4,1,501.12,True
13269,15,4,5346.2300000000005,True
13277,4,1,258.4,True
13285,4,2,2709.12,True
13297,4,1,2089.85,True
13300,1,1,371.89,True
13305,10,1,2000.86,True
13308,3,1,1385.51,True
13311,2,1,598.57,True
13314,3,1,775.94,True
13327,8,2,3627.77,True
13345,1,1,389.5,True
13352,1,1,397.98,True
13356,1,1,768.24,True
13357,1,1,609.95,True
13358,1,1,439.03,True
13359,1,1,439.56,True
13370,1,1,754.87,True
13375,1,1,778.65,True
13382,1,1,222.99,True
13403,1,1,75.0,True
13404,2,1,252.49,True
13414,3,2,1390.5,True
13416,2,1,712.5,True
13421,2,1,1851.08,True
13422,1,1,2626.3,True
13435,7,2,3809.89,True
13453,2,1,356.98,True
13455,2,1,1058.34,True
13461,3,1,1445.0,True
13464,1,1,674.68,True
13468,37,3,5704.97,True
13474,1,1,229.59,True
13475,4,1,1431.78,True
13483,1,1,140.34,True
13485,1,1,454.24,True
13487,3,1,575.4,True
13496,2,1,653.33,True
13504,1,1,295.93,True
13505,4,2,4393.63,True
13514,1,1,152.20000000000002,True
13515,4,1,891.12,True
13522,1,1,125.8,True
13524,5,1,680.1800000000001,True
13529,2,1,307.76,True
13531,2,1,483.8,True
13534,25,3,5870.08,True
13538,7,1,1280.85,True
13544,2,1,291.41,True
13546,3,1,626.99,True
13552,12,1,3740.07,True
13557,2,1,584.06,True
13562,3,1,1799.33,True
13566,2,1,874.71,True
13569,2,1,373.75,True
13576,18,3,6717.34,True
13588,9,3,2478.95,True
13589,2,1,379.65,True
13590,6,2,1981.92,True
13592,4,1,247.96,True
13594,1,1,396.97,True
13607,1,1,678.01,True
13614,4,1,1610.46,True
13621,1,1,213.85,True
13623,5,1,747.78,True
13626,1,1,257.23,True
13627,5,1,1638.47,True
13630,7,1,2031.78,True
13638,1,1,122.64,True
13647,4,1,1678.12,True
13652,3,1,1095.08,True
13657,2,1,382.14,True
13670,1,1,349.7,True
13682,1,1,59.5,True
13685,7,5,3119.44,True
13690,1,1,172.25,True
13700,10,2,2265.12,True
13710,1,1,180.48,True
13728,6,1,1016.14,True
13730,2,1,752.6,True
13743,7,2,1341.6,True
13745,1,1,300.04,True
13747,1,1,79.6,True
13750,5,1,1647.26,True
13755,9,1,2161.35,True
13772,3,1,1132.13,True
13774,1,1,345.0,True
13787,2,1,309.04,True
13808,5,1,1747.66,True
13811,3,1,814.5,True
13812,3,1,539.0,True
13817,2,1,382.98,True
13824,5,1,1698.94,True
13826,1,1,189.5,True
13832,1,1,52.2,True
13837,2,1,271.24,True
13838,4,1,691.73,True
13856,3,1,388.5,True
13860,5,1,1245.9,True
13862,8,2,2209.36,True
13865,4,1,501.56,True
13882,5,1,1191.13,True
13885,2,1,506.8,True
13886,1,1,243.56,True
13888,2,1,605.63,True
13890,10,1,1883.81,True
13893,1,1,821.1,True
13895,4,1,2593.07,True
13897,1,1,311.16,True
13899,2,1,388.52,True
13911,9,3,2580.91,True
13914,2,1,626.45,True
13937,1,1,158.85,True
13938,1,1,71.66,True
13946,3,1,561.5699999999999,True
13948,1,1,102.0,True
13951,3,1,674.45,True
13971,8,2,2758.26,True
13972,2,1,190.25,True
13979,1,1,869.87,True
13989,2,1,1266.08,True
13993,9,1,3466.36,True
14001,3,1,2043.08,True
14009,2,1,695.61,True
14014,1,1,505.18,True
14022,1,1,440.0,True
14034,3,1,651.8199999999999,True
14037,2,1,147.20000000000002,True
14039,1,1,152.2,True
14045,4,1,1659.75,True
14047,5,1,1308.61,True
14052,1,1,225.36,True
14055,1,1,725.6400000000001,True
14057,17,5,6217.96,True
14060,19,5,6140.42,True
14064,5,2,1353.74,True
14068,1,1,265.85,True
14080,1,1,45.6,True
14081,2,1,934.52,True
14083,9,1,1018.43,True
14088,13,5,50491.81,True
14089,1,1,161.0,True
14090,1,1,76.32000000000001,True
14108,2,1,597.91,True
14111,4,1,692.85,True
14130,1,1,483.86,True
14143,1,1,115.8,True
14148,1,1,157.2,True
14152,2,1,621.29,True
14162,2,1,289.36,True
14173,4,1,450.84,True
14180,25,1,4748.52,True
14185,1,1,197.65,True
14201,7,1,747.44,True
14214,5,1,1004.38,True
14219,1,1,89.94,True
14220,2,1,632.4,True
14238,1,1,146.85,True
14240,2,1,890.34,True
14243,10,1,2588.77,True
14246,3,1,1474.06,True
14247,1,1,136.76999999999998,True
14267,3,1,1516.24,True
14270,1,1,492.65,True
14277,3,2,4216.2,True
14297,4,1,1305.33,True
14300,1,1,43.2,True
14305,3,1,1858.96,True
14311,1,1,310.26,True
14314,1,1,120.0,True
14315,6,1,2481.13,True
14334,8,2,2552.21,True
14335,2,1,468.26,True
14340,1,1,134.7,True
14342,4,1,668.5600000000001,True
14345,1,1,108.98,True
14350,1,1,282.93,True
14351,1,1,51.0,True
14355,1,1,174.4,True
14360,4,1,2128.23,True
14381,1,1,202.68,True
14387,3,1,1770.56,True
14395,9,2,3507.71,True
14400,1,1,574.7,True
14403,4,1,1475.81,True
14418,3,2,1937.25,True
14419,6,1,1058.06,True
14423,1,1,265.2,True
14427,2,1,363.34,True
14431,1,1,470.36,True
14438,1,1,131.9,True
14449,4,1,907.1,True
14456,9,3,3062.4,True
14461,3,1,2103.06,True
14462,11,1,2004.02,True
14467,4,1,598.76,True
14473,2,1,234.34000000000003,True
14475,3,1,925.85,True
14483,1,1,137.1,True
14488,1,1,1064.28,True
14502,11,1,2470.67,True
14505,8,3,5905.64,True
14506,5,1,2012.17,True
14508,2,1,276.42,True
14512,2,1,275.28,True
14520,2,1,270.6,True
14534,18,2,4447.05,True
14541,8,1,1461.65,True
14544,2,2,2024.45,True
14548,2,1,652.8,True
14553,5,1,859.27,True
14567,2,1,1530.36,True
14572,7,1,2832.84,True
14581,1,1,138.6,True
14583,5,1,1052.55,True
14584,4,1,1042.26,True
14587,9,1,1601.14,True
14591,4,1,1447.14,True
14594,2,1,379.83,True
14607,14,5,16569.5,True
14619,1,1,394.44,True
14640,6,1,2125.08,True
14641,1,1,110.46,True
14642,1,1,96.12,True
14643,2,1,693.8100000000001,True
14655,4,1,1932.23,True
14660,2,1,285.74,True
14661,1,1,107.95,True
14664,2,1,637.89,True
14675,1,1,604.75,True
14698,5,1,1250.76,True
14703,1,1,318.17,True
14704,9,1,1546.91,True
14708,3,1,1126.37,True
14709,13,2,4921.04,True
14713,11,2,2666.36,True
14720,3,1,663.81,True
14729,1,1,313.49,True
14739,7,4,3902.28,True
14744,7,1,1099.98,True
14755,11,2,5010.28,True
14758,4,1,1484.06,True
14776,11,3,2538.3,True
14782,1,1,200.1,True
14785,2,1,77.4,True
14788,2,1,679.4399999999999,True
14789,1,1,197.64,True
14810,11,1,2087.88,True
14823,3,1,321.43,True
14840,1,1,62.85,True
14850,1,1,325.75,True
14851,2,1,511.35,True
14853,2,1,475.8,True
14859,4,1,1353.74,True
14869,2,1,725.7,True
14871,4,1,522.38,True
14887,1,1,1862.0,True
14894,1,1,655.75,True
14897,4,1,1366.38,True
14898,6,1,1303.52,True
14901,9,1,1421.29,True
14902,1,1,332.66,True
14905,2,1,616.15,True
14910,4,1,434.35,True
14924,1,1,310.05,True
14932,1,1,363.53,True
14935,1,1,1784.71,True
14936,8,4,8137.02,True
14944,12,3,5900.25,True
14948,6,1,1101.97,True
14950,1,1,371.2,True
14963,5,1,1487.8,True
14966,1,1,191.32,True
14981,1,1,102.12,True
15004,1,1,1246.32,True
15009,3,1,1261.78,True
15014,2,1,260.17,True
15019,1,1,266.0,True
15022,4,1,905.04,True
15031,4,1,668.14,True
15032,3,3,4959.1,True
15038,6,1,705.49,True
15039,47,5,19914.44,True
15042,1,1,135.93,True
15048,4,1,384.05,True
15052,1,1,215.78,True
15057,2,1,1489.5,True
15065,4,1,3158.13,True
15076,1,1,880.85,True
15079,4,1,895.61,True
15088,2,1,1160.07,True
15101,2,1,317.53,True
15118,1,1,244.8,True
15120,1,1,358.82,True
15122,3,1,1633.78,True
15123,2,1,2199.31,True
15124,2,1,184.19,True
15127,1,1,406.53,True
15129,11,2,3447.4,True
15130,1,1,330.11,True
15134,8,1,1387.99,True
15135,1,1,139.05,True
15140,7,2,2354.25,True
15160,1,1,158.16,True
15163,2,1,304.47,True
15164,3,1,843.05,True
15167,1,1,163.0,True
15171,1,1,1289.5,True
15179,5,2,2206.95,True
15180,1,1,87.5,True
15182,2,1,622.85,True
15184,2,1,406.76,True
15186,2,1,411.41,True
15192,3,1,1044.32,True
15194,15,5,7616.53,True
15199,4,1,1268.7,True
15205,2,1,653.24,True
15210,1,1,331.18,True
15222,1,1,585.0,True
15236,1,1,321.05,True
15239,2,1,780.59,True
15245,3,2,2515.84,True
15246,2,1,514.15,True
15251,11,5,10484.99,True
15263,1,1,156.51,True
15265,2,1,1506.12,True
15272,2,1,721.94,True
15274,2,1,716.57,True
15277,1,1,255.9,True
15281,9,1,2332.15,True
15287,2,1,486.69,True
15288,5,1,2306.52,True
15290,18,5,7943.22,True
15292,1,1,180.94,True
15311,91,5,60767.9,True
15313,1,1,52.0,True
15319,1,1,204.5,True
15320,1,1,267.13,True
15321,3,1,2748.31,True
15322,1,1,679.68,True
15325,1,1,162.29,True
15341,1,1,2020.52,True
15342,1,1,406.09,True
15345,1,1,393.54,True
15346,1,1,252.42,True
15347,1,1,201.6,True
15349,2,1,473.81,True
15355,2,1,277.05,True
15360,1,1,427.93,True
15361,1,1,418.92,True
15373,12,1,2415.91,True
15382,6,4,5955.71,True
15406,2,1,510.71,True
15419,1,1,135.86,True
15427,3,1,1483.14,True
15429,2,1,397.35,True
15433,2,1,533.3,True
15436,3,1,1122.53,True
15442,1,1,594.0,True
15444,2,1,1418.26,True
15456,3,1,447.22,True
15462,3,1,234.6,True
15464,1,1,1048.85,True
15468,2,1,467.51,True
15475,1,1,454.11,True
15483,4,1,233.81,True
15485,3,1,2575.0,True
15493,5,1,2001.8,True
15494,2,1,1299.23,True
15502,12,4,10384.93,True
15505,5,2,3610.96,True
15506,3,1,979.26,True
15511,5,1,909.23,True
15513,19,5,14758.22,True
15516,3,1,62.43,True
15517,1,1,267.03,True
15521,8,2,3000.2,True
15522,2,1,398.84,True
15526,2,1,148.44,True
15527,8,1,2429.78,True
15532,4,1,1580.93,True
15541,1,1,85.13000000000001,True
15543,1,1,127.86,True
15552,1,1,90.12,True
15554,1,1,217.2,True
15565,2,1,173.16,True
15573,2,1,607.45,True
15574,4,1,702.25,True
15578,1,1,127.1,True
15585,1,1,455.3,True
15587,4,1,913.68,True
15593,1,1,199.8,True
15596,5,1,1406.59,True
15601,14,5,6776.56,True
15602,9,1,1297.87,True
15608,4,1,1093.68,True
15619,1,1,336.40000000000003,True
15620,3,1,1553.18,True
15630,2,1,1186.35,True
15637,1,1,223.36,True
15640,15,5,12515.66,True
15645,1,1,612.01,True
15653,2,1,877.4399999999999,True
15655,1,1,560.67,True
15660,9,1,1600.86,True
15661,2,1,309.8,True
15668,1,1,76.32000000000001,True
15670,1,1,173.05,True
15677,1,1,657.23,True
15679,4,1,781.28,True
15683,1,1,193.75,True
15694,14,2,6479.4,True
15721,1,1,507.08,True
15732,2,1,294.12,True
15748,1,1,149.31,True
15750,8,2,2465.48,True
15755,6,1,2364.25,True
15756,4,1,532.96,True
15758,1,1,205.25,True
15773,1,1,635.6800000000001,True
15777,4,1,1047.11,True
15782,3,1,2614.74,True
15795,1,1,610.01,True
15796,8,1,2711.56,True
15800,2,1,699.08,True
15801,3,1,1063.95,True
15803,1,1,415.8200000000001,True
15819,4,1,1905.45,True
15823,1,1,15.0,True
15834,4,1,2233.75,True
15835,4,1,954.09,True
15847,2,1,389.27,True
15852,2,1,160.71,True
15860,8,1,977.21,True
15864,6,1,1936.32,True
15866,1,1,230.53,True
15880,1,1,343.28000000000003,True
15883,2,1,396.48,True
15886,1,1,181.09,True
15889,2,1,446.87,True
15898,5,1,1388.88,True
15906,7,1,1567.69,True
15907,3,1,967.45,True
15910,8,1,1232.18,True
15920,4,1,167.5,True
15932,8,2,2495.87,True
15937,1,1,145.35,True
15940,1,1,35.8,True
15942,1,1,337.44,True
15953,8,1,1659.38,True
15957,1,1,428.89,True
15976,2,1,430.94,True
15980,3,2,2398.86,True
15990,2,1,792.11,True
15993,7,2,2797.57,True
15994,1,1,427.07,True
16012,3,1,1415.29,True
16019,9,2,3786.24,True
16025,1,1,439.66,True
16029,63,5,81024.84,True
16037,3,1,855.02,True
16045,4,1,1340.7,True
16048,2,1,256.44,True
16053,2,2,1511.95,True
16056,1,1,664.85,True
16057,7,1,2263.12,True
16063,1,1,335.32,True
16066,5,1,1521.87,True
16101,1,1,1290.7,True
16121,2,1,867.11,True
16124,1,1,249.0,True
16127,1,1,656.25,True
16131,6,2,3506.54,True
16135,1,1,517.55,True
16142,1,1,535.34,True
16144,1,1,175.2,True
16149,2,1,280.52,True
16150,5,1,2053.02,True
16160,2,1,1025.44,True
16161,19,3,5575.56,True
16164,3,1,822.48,True
16170,6,2,1885.05,True
16181,1,1,305.54,True
16188,4,1,981.86,True
16206,4,1,537.0600000000001,True
16224,4,1,1295.3,True
16232,4,1,990.88,True
16233,3,1,536.6800000000001,True
16245,3,1,1413.66,True
16258,5,3,5203.51,True
16261,4,1,746.83,True
16271,5,1,1429.24,True
16275,1,1,559.87,True
16283,5,1,1570.81,True
16292,1,1,302.25,True
16298,3,1,598.2,True
16306,6,1,632.27,True
16315,1,1,226.37,True
16320,2,1,1038.46,True
16321,5,1,373.65,True
16326,14,1,3110.96,True
16327,6,3,3844.22,True
16330,3,1,251.91,True
16332,7,1,1593.2,True
16338,1,1,214.8,True
16340,1,1,549.07,True
16348,7,1,1469.45,True
16356,3,1,211.77,True
16357,3,1,658.88,True
16361,4,1,896.66,True
16368,2,1,497.43,True
16372,2,1,367.93,True
16379,4,1,2157.4,True
16386,2,1,317.2,True
16393,13,2,3046.21,True
16402,2,1,299.6,True
16403,1,1,177.5,True
16405,2,1,167.25,True
16415,1,1,210.35,True
16426,10,1,1908.25,True
16434,7,1,1522.25,True
16438,5,1,798.35,True
16442,3,1,616.79,True
16462,3,1,136.0,True
16464,3,1,1314.68,True
16471,1,1,223.95,True
16482,1,1,220.62,True
16485,1,1,363.65,True
16493,4,1,1351.63,True
16503,4,1,1431.93,True
16504,1,1,484.38,True
16513,4,1,874.59,True
16520,3,1,1046.57,True
16527,1,1,228.06,True
16535,1,1,593.75,True
16539,4,1,1388.81,True
16545,1,1,339.3,True
16546,2,1,787.15,True
16550,5,2,2298.97,True
16554,3,1,837.1,True
16561,2,1,511.12,True
16583,1,1,233.45,True
16584,2,1,936.08,True
16589,3,1,459.24,True
16593,3,1,330.03,True
16596,2,1,250.15,True
16598,1,1,145.04999999999998,True
16601,1,1,244.8,True
16602,1,1,528.08,True
16613,1,1,618.59,True
16617,1,1,151.85,True
16623,1,1,129.45,True
16626,17,3,4413.1,True
16634,2,1,217.9,True
16642,2,1,688.33,True
16653,2,1,1212.66,True
16655,6,2,3794.52,True
16659,1,1,39.12,True
16660,4,1,1267.65,True
16668,6,1,306.72,True
16674,2,1,319.61,True
16681,6,1,1770.34,True
16684,28,5,66653.56,True
16696,4,1,657.9000000000001,True
16717,6,2,3858.38,True
16721,1,1,292.47,True
16723,2,1,589.15,True
16725,7,1,781.02,True
16738,1,1,3.75,True
16751,1,1,1764.72,True
16753,1,1,223.92,True
16755,3,1,1496.83,True
16762,3,1,1501.38,True
16768,3,1,478.09,True
16769,1,1,380.39,True
16771,5,1,2246.81,True
16774,4,1,661.52,True
16779,22,5,10629.72,True
16780,2,1,425.19,True
16791,7,1,1721.78,True
16794,10,1,1222.71,True
16796,1,1,305.62,True
16806,4,1,801.49,True
16808,2,1,288.42,True
16811,2,1,547.07,True
16820,1,1,497.61,True
16829,1,1,197.22,True
16846,1,1,214.32,True
16848,1,1,281.42,True
16869,4,1,825.42,True
16877,6,1,853.72,True
16882,3,1,705.12,True
16887,1,1,194.88,True
16902,1,1,1706.88,True
16904,16,2,3754.27,True
16905,7,1,3102.43,True
16906,4,1,579.77,True
16927,3,1,543.05,True
16948,3,2,435.02,True
16950,3,1,1178.56,True
16951,3,1,1277.75,True
16954,9,1,2085.08,True
16955,4,1,518.67,True
16959,1,1,117.35,True
16965,1,1,201.19,True
16966,7,2,2154.97,True
16978,1,1,344.33,True
16980,2,1,1078.96,True
16986,2,1,1873.2,True
16988,1,1,126.12,True
17024,3,1,95.85,True
17033,3,1,1030.14,True
17044,1,1,948.48,True
17045,3,1,339.44,True
17049,9,3,5659.9800000000005,True
17051,1,1,247.14,True
17052,1,1,413.75,True
17053,1,1,498.48,True
17062,4,1,538.37,True
17068,21,2,4552.14,True
17075,4,1,834.12,True
17076,3,1,841.0799999999999,True
17082,2,1,2003.85,True
17083,3,1,1405.78,True
17085,5,1,1566.65,True
17090,7,1,2043.95,True
17100,2,1,971.74,True
17111,1,1,248.61,True
17115,3,1,837.5,True
17117,1,1,116.2,True
17118,1,1,157.02,True
17120,1,1,307.46,True
17126,5,1,1004.75,True
17134,2,1,425.0,True
17135,7,1,1139.73,True
17146,3,1,749.78,True
17154,1,1,329.34,True
17162,10,1,1715.46,True
17169,2,1,835.78,True
17171,1,1,224.91,True
17180,4,1,796.03,True
17181,2,1,239.92,True
17189,2,1,384.4,True
17222,1,1,354.15,True
17227,6,1,939.32,True
17233,1,1,190.88,True
17234,1,1,149.89,True
17235,2,1,550.06,True
17236,6,1,916.13,True
17237,2,1,314.69,True
17248,1,1,318.65,True
17263,1,1,63.440000000000005,True
17266,3,1,310.64,True
17272,4,2,2148.63,True
17282,3,2,1703.41,True
17286,1,1,153.92,True
17302,5,1,1135.63,True
17306,19,5,8631.31,True
17312,3,1,644.3,True
17329,2,1,523.11,True
17340,11,5,12353.29,True
17341,3,1,781.36,True
17343,1,1,193.64,True
17345,4,1,537.74,True
17347,1,1,228.96,True
17350,4,1,1286.07,True
17354,1,1,1393.06,True
17357,2,1,388.14,True
17359,1,1,127.86,True
17361,3,1,488.2,True
17364,11,3,4481.18,True
17365,8,5,4801.56,True
17368,8,1,1912.67,True
17372,8,1,1342.68,True
17379,1,1,404.66,True
17381,29,5,20275.61,True
17382,1,1,65.4,True
17384,2,1,336.4,True
17385,1,1,261.11,True
17388,4,1,1259.56,True
17392,2,1,457.91,True
17400,5,1,2129.96,True
17405,3,1,1031.41,True
17411,3,1,778.94,True
17415,1,1,507.84,True
17418,2,1,463.46,True
17422,6,2,1979.37,True
17427,1,1,100.8,True
17432,2,1,365.76,True
17442,6,1,2248.56,True
17443,1,1,534.24,True
17447,2,1,541.53,True
17451,7,1,1721.4,True
17454,4,1,517.53,True
17459,2,1,657.3,True
17468,2,1,137.0,True
17470,5,2,1125.07,True
17480,1,1,511.82,True
17499,1,1,622.88,True
17501,2,1,288.6,True
17502,4,1,689.1,True
17503,2,1,558.96,True
17508,1,1,387.31,True
17510,1,1,308.48,True
17512,10,3,2924.99,True
17528,8,2,3628.5,True
17550,3,1,267.16,True
17552,4,1,930.41,True
17556,1,1,157.9,True
17571,4,1,1498.51,True
17576,19,2,3622.68,True
17579,3,1,448.9,True
17581,25,5,11045.04,True
17582,1,1,175.27,True
17585,4,2,1133.07,True
17589,4,2,2404.17,True
17591,7,1,2225.9700000000003,True
17615,3,1,329.6,True
17619,1,1,218.52,True
17624,2,1,843.48,True
17631,3,1,528.33,True
17636,1,1,285.56,True
17640,1,1,621.66,True
17642,2,1,712.29,True
17646,3,1,1008.39,True
17648,4,1,1797.5,True
17659,12,2,2999.46,True
17663,7,1,1802.91,True
17670,1,1,205.7,True
17672,2,2,3178.17,True
17682,6,1,2474.33,True
17700,4,1,2534.64,True
17704,2,1,885.19,True
17705,9,1,1823.52,True
17706,17,4,10504.49,True
17708,2,1,267.08,True
17711,2,1,385.1,True
17712,1,1,522.91,True
17732,1,1,303.97,True
17734,3,1,700.63,True
17736,3,1,377.44,True
17738,4,1,1879.05,True
17744,6,3,2322.4,True
17747,1,1,71.4,True
17757,30,3,5605.29,True
17761,1,1,712.78,True
17768,3,1,2273.1800000000003,True
17774,4,1,1225.41,True
17785,1,1,131.94,True
17787,4,1,1865.19,True
17793,1,1,323.04,True
17806,1,1,546.04,True
17812,4,1,732.16,True
17817,3,1,387.68,True
17835,3,1,350.64,True
17841,124,5,40991.57,True
17844,1,1,51.56,True
17846,1,1,2033.1,True
17848,9,1,901.2,True
17856,4,1,1418.03,True
17867,6,1,1197.1,True
17869,5,1,428.18,True
17871,1,1,155.9,True
17873,5,1,1859.16,True
17874,6,1,683.46,True
17878,1,1,379.45,True
17886,3,1,899.61,True
17890,2,1,602.09,True
17892,3,1,244.1,True
17893,1,1,112.25,True
17894,8,1,1119.81,True
17895,1,1,98.0,True
17899,1,1,155.8,True
17906,1,1,72.9,True
17920,17,3,4204.1,True
17921,4,1,826.52,True
17934,2,1,704.25,True
17940,10,5,4106.4400000000005,True
17942,1,1,77.50000000000001,True
17949,45,5,58510.48,True
17951,3,1,1008.54,True
17954,12,2,2332.72,True
17958,1,1,508.4599999999999,True
17965,14,2,2622.57,True
17966,5,3,1098.43,True
17977,1,1,288.14,True
17994,4,1,678.49,True
17999,2,1,382.06,True
18001,2,1,417.23,True
18010,1,1,174.8,True
18015,1,1,120.03,True
18035,3,1,730.4,True
18037,6,1,70.02,True
18042,1,1,165.04999999999998,True
18043,3,1,559.51,True
18044,10,1,2088.6,True
18053,1,1,300.02,True
18055,10,2,6784.1900000000005,True
18056,1,1,363.65,True
18061,10,1,2119.41,True
18065,14,1,2392.83,True
18067,1,1,396.33,True
18075,10,1,2611.75,True
18081,3,1,343.45,True
18085,2,1,689.95,True
18086,1,1,101.34,True
18087,2,4,4055.7199999999993,True
18094,7,3,3017.3,True
18099,1,1,168.31,True
18105,1,1,113.48000000000002,True
18120,1,1,111.15,True
18127,3,1,348.73,True
18138,1,1,152.65,True
18144,12,1,2888.75,True
18145,4,3,2861.55,True
18150,3,1,566.58,True
18156,2,1,734.94,True
18174,1,1,104.0,True
18176,1,1,476.35,True
18177,6,1,1341.42,True
18183,2,1,632.07,True
18184,1,1,49.8,True
18202,3,1,1396.99,True
18204,3,1,1993.7,True
18205,2,1,517.36,True
18210,6,1,2621.38,True
18211,5,1,600.07,True
18217,2,1,621.75,True
18219,10,1,2069.77,True
18220,1,1,305.28000000000003,True
18224,1,1,158.95000000000002,True
18226,11,3,5228.05,True
18227,1,1,93.75,True
18232,4,1,592.97,True
18239,5,1,1561.61,True
18245,7,2,2567.06,True
18250,1,1,349.27,True
18260,6,1,2643.2000000000003,True
18268,1,1,25.5,True
18269,1,1,168.6,True
18276,1,1,335.86,True
18278,1,1,173.9,True
18279,1,0,0.0,False
18280,2,0,0.0,False
18281,2,0,0.0,False
18282,3,0,0.0,False
18283,2,0,0.0,False
18284,3,0,0.0,False
18285,4,0,0.0,False
18286,3,0,0.0,False
18287,5,0,0.0,False
18288,1,0,0.0,False
18289,4,0,0.0,False
18290,4,0,0.0,False
18291,5,0,0.0,False
18292,3,0,0.0,False
18293,1,0,0.0,False
18294,3,0,0.0,False
18295,2,0,0.0,False
18296,3,0,0.0,False
18297,4,0,0.0,False
18298,1,0,0.0,False
18299,3,0,0.0,False
18300,1,0,0.0,False
18301,1,0,0.0,False
18302,2,0,0.0,False
18303,2,0,0.0,False
18304,4,0,0.0,False
18305,5,0,0.0,False
18306,1,0,0.0,False
18307,5,0,0.0,False
18308,4,0,0.0,False
