event_id,user_id,session_id,event_time,variant,page
E0000071,100040,S000071,2025-07-10 20:00:00,0,checkout_cta
E0000072,100040,S000072,2025-07-10 18:15:00,0,checkout_cta
E0000073,100040,S000073,2025-07-10 19:44:00,0,home_banner
E0000074,100041,S000074,2025-07-02 22:01:00,1,checkout_cta
E0000075,100042,S000075,2025-07-07 08:05:00,1,product_reco
E0000076,100043,S000076,2025-07-13 08:48:00,0,checkout_cta
E0000077,100044,S000077,2025-07-09 21:46:00,0,product_reco
E0000078,100045,S000078,2025-07-08 07:26:00,1,product_reco
E0000079,100046,S000079,2025-07-04 02:55:00,1,product_reco
E0000080,100046,S000080,2025-07-04 03:36:00,1,home_banner
E0000081,100047,S000081,2025-07-15 00:24:00,0,product_reco
E0000082,100047,S000082,2025-07-15 00:53:00,0,checkout_cta
E0000083,100048,S000083,2025-07-03 20:40:00,0,home_banner
E0000084,100048,S000084,2025-07-03 16:30:00,0,home_banner
E0000085,100049,S000085,2025-07-14 17:36:00,0,home_banner
E0000086,100049,S000086,2025-07-14 13:41:00,0,product_reco
E0000087,100050,S000087,2025-07-10 14:03:00,1,product_reco
E0000088,100051,S000088,2025-07-06 19:03:00,1,product_reco
E0000089,100052,S000089,2025-07-11 16:27:00,1,checkout_cta
E0000090,100053,S000090,2025-07-06 20:39:00,0,product_reco
E0000091,100053,S000091,2025-07-06 23:52:00,0,product_reco
E0000092,100054,S000092,2025-07-01 13:19:00,0,product_reco
E0000093,100055,S000093,2025-07-05 17:52:00,1,home_banner
E0000094,100055,S000094,2025-07-05 20:53:00,1,home_banner
E0000095,100056,S000095,2025-07-12 03:59:00,0,home_banner
E0000096,100056,S000096,2025-07-12 00:23:00,0,home_banner
E0000097,100057,S000097,2025-07-03 22:37:00,1,checkout_cta
E0000098,100058,S000098,2025-07-15 12:51:00,0,product_reco
E0000099,100058,S000099,2025-07-15 10:17:00,0,home_banner
E0000100,100059,S000100,2025-07-15 00:32:00,0,product_reco
E0000101,100060,S000101,2025-07-06 15:33:00,1,home_banner
E0000102,100060,S000102,2025-07-06 18:17:00,1,home_banner
E0000103,100061,S000103,2025-07-10 10:48:00,0,checkout_cta
E0000104,100062,S000104,2025-07-06 14:10:00,0,home_banner
E0000105,100063,S000105,2025-07-11 22:16:00,0,checkout_cta
E0000106,100063,S000106,2025-07-11 23:49:00,0,home_banner
E0000107,100064,S000107,2025-07-07 12:48:00,0,checkout_cta
E0000108,100065,S000108,2025-07-13 08:48:00,1,home_banner
E0000109,100065,S000109,2025-07-13 15:24:00,1,home_banner
E0000110,100066,S000110,2025-07-13 22:35:00,0,home_banner
E0000111,100067,S000111,2025-07-01 22:37:00,1,home_banner
E0000112,100068,S000112,2025-07-09 09:48:00,0,product_reco
E0000113,100068,S000113,2025-07-09 16:51:00,0,product_reco
E0000114,100069,S000114,2025-07-13 18:16:00,1,checkout_cta
E0000115,100069,S000115,2025-07-13 21:08:00,1,home_banner
E0000116,100069,S000116,2025-07-13 22:20:00,1,checkout_cta
E0000117,100070,S000117,2025-07-10 18:41:00,1,product_reco
E0000118,100071,S000118,2025-07-02 09:34:00,1,home_banner
E0000119,100071,S000119,2025-07-02 10:41:00,1,home_banner
E0000120,100071,S000120,2025-07-02 10:56:00,1,home_banner
E0000121,100072,S000121,2025-07-05 18:44:00,1,product_reco
E0000122,100072,S000122,2025-07-05 17:38:00,1,product_reco
E0000123,100072,S000123,2025-07-05 15:25:00,1,home_banner
E0000124,100073,S000124,2025-07-02 10:52:00,1,checkout_cta
E0000125,100073,S000125,2025-07-02 05:57:00,1,product_reco
E0000126,100074,S000126,2025-07-05 00:39:00,1,product_reco
E0000127,100074,S000127,2025-07-04 19:33:00,1,checkout_cta
E0000128,100075,S000128,2025-07-04 00:15:00,1,checkout_cta
E0000129,100076,S000129,2025-07-12 21:21:00,1,product_reco
E0000130,100076,S000130,2025-07-12 17:18:00,1,home_banner
E0000131,100076,S000131,2025-07-12 21:49:00,1,product_reco
E0000132,100077,S000132,2025-07-01 19:05:00,1,home_banner
E0000133,100077,S000133,2025-07-01 23:19:00,1,product_reco
E0000134,100078,S000134,2025-07-14 16:18:00,0,product_reco
E0000135,100078,S000135,2025-07-14 22:47:00,0,product_reco
E0000136,100079,S000136,2025-07-01 16:45:00,0,checkout_cta
E0000137,100080,S000137,2025-07-07 16:55:00,1,home_banner
E0000138,100081,S000138,2025-07-12 19:23:00,0,product_reco
E0000139,100082,S000139,2025-07-10 15:04:00,1,home_banner
E0000140,100082,S000140,2025-07-10 12:28:00,1,home_banner
E0000141,100082,S000141,2025-07-10 10:16:00,1,home_banner
E0000142,100083,S000142,2025-07-05 06:21:00,1,home_banner
E0000143,100084,S000143,2025-07-08 08:19:00,0,checkout_cta
E0000144,100084,S000144,2025-07-08 04:49:00,0,product_reco
E0000145,100085,S000145,2025-07-07 10:14:00,0,home_banner
E0000146,100085,S000146,2025-07-07 08:44:00,0,home_banner
E0000147,100086,S000147,2025-07-12 07:04:00,1,product_reco
E0000148,100087,S000148,2025-07-14 15:32:00,0,checkout_cta
E0000149,100088,S000149,2025-07-07 02:32:00,0,checkout_cta
E0000150,100089,S000150,2025-07-07 04:25:00,1,product_reco
E0000151,100090,S000151,2025-07-02 17:30:00,0,home_banner
E0000152,100090,S000152,2025-07-02 22:24:00,0,product_reco
E0000153,100091,S000153,2025-07-02 18:52:00,0,product_reco
E0000154,100092,S000154,2025-07-07 16:58:00,1,product_reco
E0000155,100093,S000155,2025-07-10 11:20:00,0,home_banner
E0000156,100093,S000156,2025-07-10 08:54:00,0,product_reco
E0000157,100093,S000157,2025-07-10 14:05:00,0,home_banner
E0000158,100094,S000158,2025-07-10 15:32:00,1,product_reco
E0000159,100095,S000159,2025-07-11 09:38:00,1,checkout_cta
E0000160,100095,S000160,2025-07-11 11:09:00,1,product_reco
E0000161,100096,S000161,2025-07-11 08:23:00,0,product_reco
E0000162,100096,S000162,2025-07-11 04:56:00,0,product_reco
E0000163,100096,S000163,2025-07-11 06:04:00,0,checkout_cta
E0000164,100097,S000164,2025-07-09 22:56:00,1,home_banner
E0000165,100098,S000165,2025-07-15 01:38:00,0,product_reco
E0000166,100098,S000166,2025-07-15 01:11:00,0,checkout_cta
E0000167,100098,S000167,2025-07-15 04:27:00,0,product_reco
E0000168,100099,S000168,2025-07-02 11:13:00,0,home_banner
E0000169,100100,S000169,2025-07-09 21:19:00,0,home_banner
E0000170,100101,S000170,2025-07-08 13:18:00,0,product_reco
E0000171,100102,S000171,2025-07-06 08:30:00,0,checkout_cta
E0000172,100103,S000172,2025-07-11 22:44:00,1,checkout_cta
E0000173,100104,S000173,2025-07-03 17:09:00,0,product_reco
E0000174,100104,S000174,2025-07-04 00:49:00,0,product_reco
E0000175,100105,S000175,2025-07-11 04:52:00,1,product_reco
E0000176,100105,S000176,2025-07-11 02:10:00,1,product_reco
E0000177,100106,S000177,2025-07-10 23:01:00,1,product_reco
E0000178,100106,S000178,2025-07-11 06:47:00,1,home_banner
E0000179,100107,S000179,2025-07-08 21:45:00,1,product_reco
E0000180,100107,S000180,2025-07-09 00:25:00,1,product_reco
E0000181,100108,S000181,2025-07-09 01:29:00,0,checkout_cta
E0000182,100108,S000182,2025-07-09 02:43:00,0,product_reco
E0000183,100109,S000183,2025-07-04 04:33:00,1,product_reco
E0000184,100110,S000184,2025-07-03 03:52:00,1,checkout_cta
E0000185,100111,S000185,2025-07-13 03:54:00,0,home_banner
E0000186,100112,S000186,2025-07-12 12:37:00,0,product_reco
E0000187,100112,S000187,2025-07-12 11:01:00,0,product_reco
E0000188,100113,S000188,2025-07-10 19:47:00,0,product_reco
E0000189,100114,S000189,2025-07-01 18:42:00,1,product_reco
E0000190,100115,S000190,2025-07-13 23:53:00,0,home_banner
E0000191,100115,S000191,2025-07-13 23:12:00,0,checkout_cta
E0000192,100116,S000192,2025-07-12 01:11:00,1,product_reco
E0000193,100117,S000193,2025-07-05 06:36:00,0,checkout_cta
E0000194,100118,S000194,2025-07-13 11:45:00,0,home_banner
E0000195,100118,S000195,2025-07-13 11:11:00,0,product_reco
E0000196,100119,S000196,2025-07-10 00:25:00,0,home_banner
E0000197,100119,S000197,2025-07-09 20:41:00,0,product_reco
E0000198,100119,S000198,2025-07-09 18:26:00,0,home_banner
E0000199,100120,S000199,2025-07-02 13:18:00,0,checkout_cta
E0000200,100121,S000200,2025-07-13 20:26:00,1,home_banner
E0000201,100121,S000201,2025-07-13 20:16:00,1,home_banner
E0000202,100121,S000202,2025-07-14 01:32:00,1,product_reco
E0000203,100122,S000203,2025-07-04 12:57:00,0,product_reco
E0000204,100122,S000204,2025-07-04 15:17:00,0,checkout_cta
E0000205,100123,S000205,2025-07-07 07:59:00,0,product_reco
E0000206,100124,S000206,2025-07-08 07:01:00,1,checkout_cta
E0000207,100125,S000207,2025-07-04 07:17:00,0,product_reco
E0000208,100126,S000208,2025-07-13 23:54:00,0,home_banner
E0000209,100126,S000209,2025-07-13 23:16:00,0,home_banner
E0000210,100126,S000210,2025-07-13 20:10:00,0,home_banner
E0000211,100127,S000211,2025-07-13 09:40:00,1,product_reco
E0000212,100127,S000212,2025-07-13 08:20:00,1,product_reco
E0000213,100127,S000213,2025-07-13 11:06:00,1,checkout_cta
E0000214,100128,S000214,2025-07-13 12:08:00,0,product_reco
E0000215,100128,S000215,2025-07-13 11:09:00,0,product_reco
E0000216,100129,S000216,2025-07-06 17:26:00,0,product_reco
E0000217,100129,S000217,2025-07-06 18:55:00,0,product_reco
E0000218,100130,S000218,2025-07-06 18:45:00,1,home_banner
E0000219,100131,S000219,2025-07-14 18:39:00,0,home_banner
E0000220,100132,S000220,2025-07-11 13:59:00,1,product_reco
E0000221,100132,S000221,2025-07-11 17:28:00,1,home_banner
E0000222,100133,S000222,2025-07-04 09:15:00,0,product_reco
E0000223,100133,S000223,2025-07-04 12:22:00,0,checkout_cta
E0000224,100133,S000224,2025-07-04 13:19:00,0,home_banner
E0000225,100134,S000225,2025-07-10 09:46:00,1,product_reco
E0000226,100134,S000226,2025-07-10 10:49:00,1,product_reco
E0000227,100135,S000227,2025-07-03 06:49:00,0,product_reco
E0000228,100135,S000228,2025-07-03 04:00:00,0,home_banner
E0000229,100136,S000229,2025-07-14 04:45:00,1,checkout_cta
E0000230,100136,S000230,2025-07-13 22:18:00,1,product_reco
E0000231,100137,S000231,2025-07-07 04:36:00,0,product_reco
E0000232,100137,S000232,2025-07-07 07:57:00,0,home_banner
E0000233,100138,S000233,2025-07-08 23:51:00,0,checkout_cta
E0000234,100138,S000234,2025-07-08 23:34:00,0,checkout_cta
E0000235,100139,S000235,2025-07-13 01:08:00,1,checkout_cta
E0000236,100140,S000236,2025-07-01 13:33:00,0,checkout_cta
E0000237,100141,S000237,2025-07-03 14:30:00,0,product_reco
E0000238,100142,S000238,2025-07-11 06:00:00,1,home_banner
E0000239,100142,S000239,2025-07-11 12:01:00,1,product_reco
E0000240,100143,S000240,2025-07-13 04:22:00,1,product_reco
E0000241,100144,S000241,2025-07-12 11:50:00,1,checkout_cta
E0000242,100144,S000242,2025-07-12 13:32:00,1,home_banner
E0000243,100144,S000243,2025-07-12 09:33:00,1,product_reco
E0000244,100145,S000244,2025-07-14 05:12:00,1,home_banner
E0000245,100146,S000245,2025-07-14 17:14:00,1,checkout_cta
E0000246,100147,S000246,2025-07-03 23:56:00,1,home_banner
E0000247,100148,S000247,2025-07-04 23:39:00,0,product_reco
E0000248,100149,S000248,2025-07-13 08:22:00,1,product_reco
E0000249,100150,S000249,2025-07-04 08:56:00,0,product_reco
E0000250,100150,S000250,2025-07-04 07:07:00,0,checkout_cta
E0000251,100151,S000251,2025-07-04 08:31:00,1,product_reco
E0000252,100151,S000252,2025-07-04 11:43:00,1,product_reco
E0000253,100151,S000253,2025-07-04 04:54:00,1,product_reco
E0000254,100152,S000254,2025-07-15 03:54:00,0,home_banner
E0000255,100153,S000255,2025-07-03 16:55:00,0,home_banner
E0000256,100154,S000256,2025-07-06 02:37:00,0,checkout_cta
E0000257,100154,S000257,2025-07-06 02:01:00,0,product_reco
E0000258,100155,S000258,2025-07-07 03:27:00,1,checkout_cta
E0000259,100155,S000259,2025-07-07 02:29:00,1,checkout_cta
E0000260,100156,S000260,2025-07-04 21:46:00,0,product_reco
E0000261,100157,S000261,2025-07-05 02:00:00,1,product_reco
E0000262,100158,S000262,2025-07-03 11:12:00,1,checkout_cta
E0000263,100158,S000263,2025-07-03 11:39:00,1,product_reco
E0000264,100159,S000264,2025-07-01 12:51:00,1,home_banner
E0000265,100160,S000265,2025-07-10 06:27:00,1,home_banner
E0000266,100160,S000266,2025-07-10 10:48:00,1,product_reco
E0000267,100161,S000267,2025-07-07 05:06:00,1,home_banner
E0000268,100161,S000268,2025-07-07 04:48:00,1,home_banner
E0000269,100161,S000269,2025-07-07 03:56:00,1,checkout_cta
E0000270,100162,S000270,2025-07-05 23:33:00,1,product_reco
E0000271,100163,S000271,2025-07-11 16:32:00,0,product_reco
E0000272,100163,S000272,2025-07-11 18:58:00,0,home_banner
E0000273,100164,S000273,2025-07-14 13:43:00,0,product_reco
E0000274,100165,S000274,2025-07-05 12:10:00,0,home_banner
E0000275,100165,S000275,2025-07-05 11:56:00,0,checkout_cta
E0000276,100165,S000276,2025-07-05 10:43:00,0,home_banner
E0000277,100166,S000277,2025-07-09 06:51:00,1,home_banner
E0000278,100166,S000278,2025-07-09 05:27:00,1,home_banner
E0000279,100167,S000279,2025-07-08 09:10:00,1,product_reco
E0000280,100167,S000280,2025-07-08 11:27:00,1,product_reco
E0000281,100168,S000281,2025-07-10 01:51:00,1,product_reco
E0000282,100168,S000282,2025-07-10 04:14:00,1,product_reco
E0000283,100169,S000283,2025-07-07 05:27:00,1,checkout_cta
E0000284,100170,S000284,2025-07-09 00:50:00,0,product_reco
E0000285,100171,S000285,2025-07-04 15:56:00,0,home_banner
E0000286,100171,S000286,2025-07-04 11:55:00,0,product_reco
E0000287,100172,S000287,2025-07-02 10:11:00,0,product_reco
E0000288,100173,S000288,2025-07-12 17:06:00,1,home_banner
E0000289,100174,S000289,2025-07-08 02:20:00,1,home_banner
E0000290,100175,S000290,2025-07-07 14:32:00,1,home_banner
E0000291,100175,S000291,2025-07-07 16:39:00,1,product_reco
E0000292,100175,S000292,2025-07-07 15:35:00,1,home_banner
E0000293,100176,S000293,2025-07-13 22:02:00,1,home_banner
E0000294,100176,S000294,2025-07-13 20:50:00,1,home_banner
E0000295,100177,S000295,2025-07-05 20:39:00,0,product_reco
E0000296,100177,S000296,2025-07-05 18:10:00,0,product_reco
E0000297,100178,S000297,2025-07-13 14:04:00,0,product_reco
E0000298,100179,S000298,2025-07-14 10:51:00,1,checkout_cta
E0000299,100179,S000299,2025-07-14 07:00:00,1,home_banner
E0000300,100180,S000300,2025-07-06 23:30:00,1,home_banner
E0000301,100181,S000301,2025-07-05 15:26:00,0,home_banner
E0000302,100181,S000302,2025-07-05 15:25:00,0,home_banner
E0000303,100182,S000303,2025-07-11 18:09:00,1,checkout_cta
E0000304,100183,S000304,2025-07-03 14:06:00,1,checkout_cta
E0000305,100184,S000305,2025-07-07 14:14:00,0,product_reco
E0000306,100185,S000306,2025-07-05 00:27:00,0,home_banner
E0000307,100186,S000307,2025-07-10 09:30:00,1,home_banner
E0000308,100187,S000308,2025-07-03 14:18:00,1,home_banner
E0000309,100188,S000309,2025-07-05 12:12:00,1,home_banner
E0000310,100188,S000310,2025-07-05 09:31:00,1,product_reco
E0000311,100188,S000311,2025-07-05 07:38:00,1,product_reco
E0000312,100189,S000312,2025-07-11 23:59:00,1,product_reco
E0000313,100189,S000313,2025-07-11 22:13:00,1,product_reco
E0000314,100190,S000314,2025-07-14 06:29:00,0,checkout_cta
E0000315,100191,S000315,2025-07-14 06:30:00,1,product_reco
E0000316,100191,S000316,2025-07-14 07:09:00,1,checkout_cta
E0000317,100191,S000317,2025-07-14 05:16:00,1,home_banner
E0000318,100192,S000318,2025-07-10 08:34:00,1,home_banner
E0000319,100192,S000319,2025-07-10 08:32:00,1,home_banner
E0000320,100192,S000320,2025-07-10 07:24:00,1,checkout_cta
E0000321,100193,S000321,2025-07-07 12:28:00,1,product_reco
E0000322,100194,S000322,2025-07-03 23:11:00,1,checkout_cta
E0000323,100194,S000323,2025-07-04 00:19:00,1,home_banner
E0000324,100195,S000324,2025-07-07 22:25:00,0,checkout_cta
E0000325,100196,S000325,2025-07-07 10:31:00,0,home_banner
E0000326,100196,S000326,2025-07-07 11:33:00,0,product_reco
E0000327,100197,S000327,2025-07-05 04:47:00,1,checkout_cta
E0000328,100198,S000328,2025-07-06 23:03:00,0,product_reco
E0000329,100198,S000329,2025-07-06 23:08:00,0,home_banner
E0000330,100198,S000330,2025-07-06 21:50:00,0,home_banner
E0000331,100199,S000331,2025-07-05 21:02:00,1,checkout_cta
E0000332,100200,S000332,2025-07-04 08:14:00,1,home_banner
E0000333,100200,S000333,2025-07-04 10:59:00,1,checkout_cta
E0000334,100201,S000334,2025-07-07 02:07:00,0,product_reco
E0000335,100201,S000335,2025-07-07 02:17:00,0,checkout_cta
E0000336,100202,S000336,2025-07-07 06:57:00,1,product_reco
E0000337,100202,S000337,2025-07-07 04:34:00,1,home_banner
E0000338,100203,S000338,2025-07-13 09:58:00,0,checkout_cta
E0000339,100203,S000339,2025-07-13 08:32:00,0,product_reco
E0000340,100204,S000340,2025-07-03 12:47:00,0,home_banner
E0000341,100204,S000341,2025-07-03 08:49:00,0,checkout_cta
E0000342,100205,S000342,2025-07-11 00:45:00,1,product_reco
E0000343,100205,S000343,2025-07-10 20:31:00,1,product_reco
E0000344,100205,S000344,2025-07-11 03:14:00,1,home_banner
E0000345,100206,S000345,2025-07-15 11:29:00,0,home_banner
E0000346,100207,S000346,2025-07-14 21:17:00,0,home_banner
E0000347,100207,S000347,2025-07-15 03:00:00,0,home_banner
E0000348,100208,S000348,2025-07-11 05:58:00,1,product_reco
E0000349,100208,S000349,2025-07-11 06:20:00,1,home_banner
E0000350,100208,S000350,2025-07-11 06:27:00,1,checkout_cta
E0000351,100209,S000351,2025-07-12 15:37:00,1,product_reco
E0000352,100210,S000352,2025-07-11 22:53:00,1,product_reco
E0000353,100210,S000353,2025-07-11 20:21:00,1,checkout_cta
E0000354,100210,S000354,2025-07-11 23:51:00,1,home_banner
E0000355,100211,S000355,2025-07-06 04:32:00,0,checkout_cta
E0000356,100212,S000356,2025-07-12 21:02:00,1,product_reco
E0000357,100212,S000357,2025-07-12 21:38:00,1,product_reco
E0000358,100213,S000358,2025-07-06 15:51:00,1,product_reco
E0000359,100213,S000359,2025-07-06 11:43:00,1,home_banner
E0000360,100213,S000360,2025-07-06 15:48:00,1,home_banner
E0000361,100214,S000361,2025-07-13 19:39:00,0,home_banner
E0000362,100214,S000362,2025-07-13 21:52:00,0,checkout_cta
E0000363,100214,S000363,2025-07-14 01:20:00,0,home_banner
E0000364,100215,S000364,2025-07-03 05:07:00,1,checkout_cta
E0000365,100215,S000365,2025-07-03 01:25:00,1,checkout_cta
E0000366,100216,S000366,2025-07-07 14:47:00,0,home_banner
E0000367,100216,S000367,2025-07-07 14:54:00,0,product_reco
E0000368,100216,S000368,2025-07-07 15:59:00,0,product_reco
E0000369,100217,S000369,2025-07-02 08:42:00,0,home_banner
E0000370,100217,S000370,2025-07-02 08:23:00,0,home_banner
E0000371,100218,S000371,2025-07-08 15:59:00,0,home_banner
E0000372,100218,S000372,2025-07-08 23:33:00,0,product_reco
E0000373,100219,S000373,2025-07-02 19:01:00,0,product_reco
E0000374,100219,S000374,2025-07-02 19:01:00,0,home_banner
E0000375,100219,S000375,2025-07-02 22:10:00,0,product_reco
E0000376,100220,S000376,2025-07-15 01:17:00,1,checkout_cta
E0000377,100220,S000377,2025-07-14 20:10:00,1,product_reco
E0000378,100220,S000378,2025-07-14 23:12:00,1,home_banner
E0000379,100221,S000379,2025-07-08 09:35:00,0,checkout_cta
E0000380,100221,S000380,2025-07-08 09:05:00,0,product_reco
E0000381,100222,S000381,2025-07-14 11:10:00,1,checkout_cta
E0000382,100223,S000382,2025-07-07 20:59:00,1,checkout_cta
E0000383,100224,S000383,2025-07-11 15:25:00,0,product_reco
E0000384,100225,S000384,2025-07-13 11:37:00,1,product_reco
E0000385,100226,S000385,2025-07-04 20:32:00,0,home_banner
E0000386,100226,S000386,2025-07-04 23:14:00,0,home_banner
E0000387,100227,S000387,2025-07-14 21:58:00,1,product_reco
E0000388,100228,S000388,2025-07-12 15:18:00,0,checkout_cta
E0000389,100228,S000389,2025-07-12 21:16:00,0,home_banner
E0000390,100229,S000390,2025-07-13 18:16:00,1,checkout_cta
E0000391,100230,S000391,2025-07-04 08:15:00,1,product_reco
E0000392,100231,S000392,2025-07-08 20:02:00,1,product_reco
E0000393,100232,S000393,2025-07-06 06:17:00,1,product_reco
E0000394,100233,S000394,2025-07-03 22:11:00,1,home_banner
E0000395,100234,S000395,2025-07-10 14:53:00,1,home_banner
E0000396,100234,S000396,2025-07-10 19:13:00,1,home_banner
E0000397,100235,S000397,2025-07-07 10:19:00,0,home_banner
E0000398,100235,S000398,2025-07-07 12:26:00,0,home_banner
E0000399,100235,S000399,2025-07-07 15:22:00,0,product_reco
E0000400,100236,S000400,2025-07-07 19:45:00,1,product_reco
E0000401,100236,S000401,2025-07-08 02:29:00,1,checkout_cta
E0000402,100236,S000402,2025-07-07 21:54:00,1,home_banner
E0000403,100237,S000403,2025-07-14 00:01:00,1,home_banner
E0000404,100237,S000404,2025-07-14 03:51:00,1,checkout_cta
E0000405,100237,S000405,2025-07-14 07:19:00,1,home_banner
E0000406,100238,S000406,2025-07-06 07:25:00,1,home_banner
E0000407,100239,S000407,2025-07-02 06:52:00,1,product_reco
E0000408,100240,S000408,2025-07-06 02:37:00,0,product_reco
E0000409,100241,S000409,2025-07-03 20:11:00,1,checkout_cta
E0000410,100242,S000410,2025-07-01 10:24:00,0,product_reco
E0000411,100243,S000411,2025-07-04 14:03:00,1,home_banner
E0000412,100244,S000412,2025-07-02 16:02:00,0,home_banner
E0000413,100244,S000413,2025-07-02 15:56:00,0,checkout_cta
E0000414,100245,S000414,2025-07-13 14:36:00,1,checkout_cta
E0000415,100245,S000415,2025-07-13 10:56:00,1,checkout_cta
E0000416,100245,S000416,2025-07-13 07:47:00,1,product_reco
E0000417,100246,S000417,2025-07-08 10:12:00,1,checkout_cta
E0000418,100247,S000418,2025-07-13 19:59:00,0,checkout_cta
E0000419,100247,S000419,2025-07-13 16:47:00,0,home_banner
E0000420,100248,S000420,2025-07-02 04:16:00,0,product_reco
E0000421,100248,S000421,2025-07-02 04:51:00,0,home_banner
E0000422,100249,S000422,2025-07-04 23:25:00,0,checkout_cta
E0000423,100250,S000423,2025-07-12 05:42:00,0,product_reco
E0000424,100251,S000424,2025-07-10 23:13:00,1,product_reco
E0000425,100251,S000425,2025-07-11 00:10:00,1,product_reco
E0000426,100252,S000426,2025-07-06 16:52:00,0,product_reco
E0000427,100253,S000427,2025-07-11 07:21:00,0,product_reco
E0000428,100253,S000428,2025-07-11 09:46:00,0,product_reco
E0000429,100254,S000429,2025-07-12 20:34:00,1,product_reco
