005930,semiconductor,273907.16,87,2026-02-04
005930,semiconductor,608891.34,411,2026-04-08
035420,biotech,904684.07,646,2026-02-01
035420,internet,527584.37,674,2026-01-01
035420,internet,555264.61,830,2026-04-08
035420,internet,161053.14,655,2026-03-07
035420,biotech,182308.47,24,2026-03-01
068270,biotech,899197.95,429,2026-01-06
005930,semiconductor,721631.44,420,2026-03-01
000660,biotech,728360.88,526,2026-03-10
005930,biotech,830194.44,168,2026-03-04
005930,internet,807430.6,270,2026-01-15
068270,semiconductor,734034.71,104,2026-03-19
068270,biotech,289209.11,78,2026-04-11
000660,biotech,375398.04,143,2026-04-23
035420,biotech,949919.17,405,2026-02-13
068270,biotech,145754.87,632,2026-04-28
035420,semiconductor,926374.41,849,2026-03-10
005930,internet,626379.29,60,2026-01-14
068270,semiconductor,929290.09,416,2026-01-14
005930,semiconductor,207244.48,429,2026-02-23
005930,semiconductor,876401.54,576,2026-03-08
035420,semiconductor,410340.41,318,2026-01-10
068270,semiconductor,54400.42,946,2026-03-20
005930,biotech,923862.84,395,2026-03-18
035420,biotech,922531.99,649,2026-03-27
068270,internet,183814.17,673,2026-01-07
068270,biotech,82185.2,170,2026-01-11
000660,biotech,62439.73,478,2026-01-07
005930,semiconductor,191229.59,639,2026-02-28
035420,semiconductor,225239.73,336,2026-01-13
000660,internet,455449.46,961,2026-03-17
005930,semiconductor,498463.6,433,2026-03-18
005930,biotech,728356.24,203,2026-02-28
005930,biotech,522161.35,956,2026-03-04
005930,semiconductor,121728.2,652,2026-04-10
000660,internet,661799.57,389,2026-01-23
035420,biotech,873644.07,17,2026-01-25
035420,internet,269521.06,452,2026-03-08
000660,semiconductor,809920.28,588,2026-03-01
068270,internet,734772.44,812,2026-04-24
000660,biotech,838708.87,461,2026-04-05
000660,semiconductor,436072.69,832,2026-04-18
035420,biotech,131233.1,160,2026-01-19
068270,semiconductor,882621.87,294,2026-04-18
000660,semiconductor,826571.38,925,2026-03-10
035420,biotech,394906.25,128,2026-04-20
005930,semiconductor,438941.07,743,2026-01-02
005930,internet,951030.64,863,2026-04-24
005930,biotech,587487.79,68,2026-02-23
068270,semiconductor,510539.45,218,2026-02-09
068270,biotech,651804.31,368,2026-01-22
000660,internet,450618.74,675,2026-02-13
000660,internet,699024.66,847,2026-02-21
000660,semiconductor,310352.46,26,2026-01-25
000660,biotech,734192.45,638,2026-02-22
005930,internet,905017.71,655,2026-03-08
000660,semiconductor,681784.84,464,2026-02-13
005930,biotech,434162.43,711,2026-02-14
068270,biotech,207969.2,372,2026-01-19
005930,internet,283081.65,158,2026-03-08
035420,semiconductor,735456.22,753,2026-03-22
000660,internet,680487.61,767,2026-02-05
068270,semiconductor,306415.66,760,2026-04-19
035420,internet,854087.46,516,2026-01-11
000660,semiconductor,782366.59,510,2026-01-09
068270,semiconductor,442153.87,70,2026-03-08
000660,semiconductor,284081.93,140,2026-02-05
068270,internet,308537.88,875,2026-04-19
005930,internet,921447.9,966,2026-01-10
005930,internet,545235.63,21,2026-02-16
068270,internet,745613.64,670,2026-01-23
005930,biotech,655370.0,209,2026-01-18
005930,internet,708516.45,498,2026-01-26
035420,biotech,608850.57,410,2026-03-26
005930,biotech,919713.88,791,2026-03-21
035420,semiconductor,232969.08,849,2026-02-27
035420,semiconductor,500503.51,999,2026-04-07
035420,biotech,546312.85,624,2026-01-14
035420,internet,582643.33,822,2026-02-03
005930,internet,372881.22,192,2026-03-12
035420,internet,813778.13,525,2026-01-22
005930,semiconductor,644596.81,25,2026-01-10
068270,biotech,446630.78,748,2026-02-02
000660,internet,880966.59,150,2026-02-03
035420,internet,59011.16,38,2026-02-17
005930,biotech,505881.84,706,2026-04-24
068270,internet,428373.01,935,2026-01-07
068270,semiconductor,745658.22,698,2026-03-13
000660,biotech,860180.73,155,2026-02-05
005930,semiconductor,914822.15,984,2026-01-15
005930,semiconductor,695664.92,149,2026-03-26
005930,semiconductor,296033.52,389,2026-02-07
068270,internet,947495.42,20,2026-02-13
000660,semiconductor,756185.18,781,2026-03-08
068270,semiconductor,667164.32,894,2026-03-13
000660,biotech,94598.09,834,2026-02-09
005930,biotech,790605.25,783,2026-01-05
000660,internet,255507.82,530,2026-03-20
000660,semiconductor,215200.49,499,2026-03-18
000660,biotech,996518.99,12,2026-04-03
000660,semiconductor,262626.73,98,2026-01-04
000660,semiconductor,136912.5,626,2026-04-03
035420,semiconductor,894310.68,930,2026-02-12
000660,semiconductor,362598.8,546,2026-01-11
035420,biotech,438030.55,984,2026-02-08
035420,semiconductor,96344.4,923,2026-02-05
068270,semiconductor,899755.93,982,2026-01-18
068270,semiconductor,506557.25,358,2026-03-26
035420,biotech,566589.96,982,2026-01-01
000660,internet,874752.76,101,2026-01-27
035420,semiconductor,367308.43,566,2026-01-21
000660,internet,714041.2,709,2026-03-05
035420,semiconductor,878251.35,40,2026-03-10
000660,internet,267193.9,560,2026-03-18
068270,biotech,840527.47,998,2026-04-07
000660,semiconductor,636080.57,122,2026-01-17
068270,internet,407860.59,457,2026-04-13
035420,biotech,319175.8,464,2026-02-09
068270,biotech,374778.56,581,2026-03-05
005930,biotech,940367.06,873,2026-04-18
068270,internet,208058.71,533,2026-02-17
000660,biotech,378588.9,483,2026-04-27
000660,biotech,990640.95,696,2026-01-12
068270,internet,173581.93,390,2026-04-07
005930,internet,830437.3,888,2026-03-19
035420,biotech,50978.01,491,2026-02-02
005930,semiconductor,147083.94,498,2026-03-15
035420,semiconductor,708998.11,893,2026-04-02
035420,biotech,268551.0,468,2026-03-03
005930,biotech,193505.0,613,2026-01-21
035420,semiconductor,656599.65,783,2026-03-25
005930,internet,346354.39,579,2026-04-06
035420,biotech,252449.47,841,2026-01-25
068270,biotech,871140.34,217,2026-03-08
068270,biotech,243516.19,614,2026-01-08
035420,internet,852544.07,208,2026-03-12
005930,biotech,635817.8,567,2026-03-25
000660,biotech,618410.9,903,2026-04-20
068270,semiconductor,240498.49,965,2026-03-22
000660,semiconductor,305543.73,353,2026-04-11
068270,semiconductor,192101.61,798,2026-02-18
000660,internet,620019.52,553,2026-03-13
005930,semiconductor,955016.21,434,2026-04-11
000660,internet,149683.67,410,2026-04-25
000660,internet,523943.75,95,2026-04-20
005930,biotech,787014.5,251,2026-04-01
000660,semiconductor,133473.17,982,2026-02-01
005930,biotech,427077.11,203,2026-02-07
000660,biotech,708534.24,152,2026-02-10
035420,semiconductor,953972.48,326,2026-03-27
000660,semiconductor,939401.63,368,2026-03-09
000660,biotech,644039.43,93,2026-02-15
035420,internet,126109.1,93,2026-04-04
000660,biotech,794640.93,904,2026-03-09
068270,biotech,466676.86,987,2026-02-12
035420,semiconductor,505314.98,252,2026-02-19
035420,biotech,370051.0,913,2026-01-23
005930,internet,91478.57,821,2026-02-06
000660,internet,267032.0,361,2026-04-09
035420,internet,127450.17,764,2026-03-22
035420,internet,294798.74,341,2026-01-21
035420,biotech,755571.2,413,2026-01-04
068270,biotech,988267.09,161,2026-02-17
035420,semiconductor,466684.65,126,2026-02-04
000660,internet,905666.77,783,2026-03-10
035420,internet,319661.8,646,2026-04-03
005930,biotech,649982.21,920,2026-01-03
000660,biotech,220698.95,949,2026-02-14
000660,internet,442379.62,943,2026-01-09
000660,biotech,877212.41,632,2026-02-24
035420,semiconductor,679490.22,752,2026-02-17
035420,semiconductor,970941.71,75,2026-03-05
005930,internet,608992.0,469,2026-04-04
005930,internet,481100.06,404,2026-02-03
000660,biotech,364344.89,614,2026-02-12
000660,semiconductor,459343.15,285,2026-04-11
068270,semiconductor,289901.39,895,2026-04-28
005930,internet,749581.91,213,2026-01-17
005930,internet,874857.72,629,2026-03-20
000660,biotech,104232.51,520,2026-01-20
000660,semiconductor,658002.82,44,2026-02-05
005930,internet,350348.3,700,2026-02-12
000660,semiconductor,505902.23,260,2026-03-02
005930,biotech,974442.86,48,2026-03-24
035420,internet,514404.25,437,2026-02-20
035420,biotech,342533.44,345,2026-02-10
068270,internet,204262.8,350,2026-01-23
068270,semiconductor,471562.71,526,2026-03-22
035420,biotech,678550.73,128,2026-02-11
000660,biotech,522316.03,154,2026-02-08
035420,semiconductor,78867.71,849,2026-01-14
068270,semiconductor,620579.07,296,2026-04-14
005930,semiconductor,598325.97,967,2026-04-02
000660,biotech,352205.98,170,2026-01-25
068270,semiconductor,793266.21,598,2026-03-09
035420,biotech,433933.31,503,2026-04-06
035420,biotech,906306.87,406,2026-01-23
035420,semiconductor,826942.51,353,2026-02-22
035420,semiconductor,361962.17,74,2026-04-26
035420,internet,710693.85,837,2026-01-25
005930,semiconductor,568402.54,300,2026-04-06
000660,internet,623276.16,631,2026-02-10
000660,biotech,525423.04,94,2026-02-08
068270,biotech,505222.78,638,2026-01-26
005930,semiconductor,428881.64,302,2026-03-12
068270,internet,424647.06,352,2026-02-14
000660,internet,545172.43,30,2026-03-11
035420,internet,117716.26,408,2026-01-04
035420,internet,107254.02,798,2026-01-22
035420,biotech,208015.03,973,2026-04-21
068270,biotech,341925.47,760,2026-04-03
068270,biotech,629817.09,667,2026-02-17
005930,biotech,165791.79,468,2026-03-12
000660,internet,548905.21,592,2026-03-24
005930,biotech,225967.02,961,2026-04-20
068270,biotech,815692.92,394,2026-04-24
005930,biotech,156689.13,150,2026-03-22
000660,semiconductor,889996.14,914,2026-02-09
035420,biotech,216034.77,642,2026-01-10
068270,semiconductor,275027.03,302,2026-04-18
068270,internet,858615.55,176,2026-02-25
000660,internet,642666.36,448,2026-02-05
035420,semiconductor,750030.06,235,2026-01-23
005930,semiconductor,219523.67,814,2026-03-03
068270,internet,569362.54,659,2026-01-14
005930,semiconductor,105531.88,930,2026-02-03
035420,semiconductor,692049.18,563,2026-02-07
005930,semiconductor,65030.04,289,2026-04-14
035420,biotech,370365.78,297,2026-03-13
000660,semiconductor,899481.33,908,2026-01-08
005930,internet,376382.45,717,2026-01-17
068270,biotech,686122.49,437,2026-03-21
068270,biotech,613171.39,76,2026-02-12
005930,biotech,366351.82,847,2026-02-23
068270,biotech,394797.06,812,2026-02-23
000660,biotech,584181.98,557,2026-01-13
005930,internet,767095.93,320,2026-04-10
000660,biotech,477852.39,921,2026-04-17
068270,internet,930818.93,246,2026-03-28
035420,biotech,992859.33,881,2026-04-12
005930,semiconductor,687980.52,93,2026-02-22
000660,internet,871451.88,793,2026-04-06
068270,biotech,109953.58,813,2026-01-23
000660,semiconductor,392129.59,350,2026-02-27
005930,semiconductor,534238.03,844,2026-04-23
000660,biotech,539895.46,428,2026-02-11
035420,biotech,588246.59,253,2026-02-12
035420,semiconductor,160548.08,603,2026-01-03
000660,biotech,874653.86,143,2026-03-16
035420,biotech,126873.32,414,2026-03-02
035420,biotech,262433.71,215,2026-04-18
068270,biotech,831356.54,802,2026-01-22
005930,internet,512708.82,119,2026-04-22
000660,semiconductor,351654.88,492,2026-01-06
005930,semiconductor,399157.7,401,2026-01-02
068270,semiconductor,270923.79,182,2026-04-12
068270,semiconductor,939626.72,541,2026-02-28
035420,biotech,50315.88,52,2026-02-02
068270,internet,194423.61,526,2026-03-02
000660,semiconductor,105255.61,788,2026-02-24
035420,semiconductor,458820.32,914,2026-03-21
005930,biotech,302118.04,272,2026-04-16
068270,semiconductor,533951.02,624,2026-04-17
005930,internet,259762.5,230,2026-04-04
068270,biotech,454779.21,72,2026-01-20
035420,biotech,671372.01,492,2026-03-27
068270,biotech,836161.0,750,2026-01-22
005930,biotech,286151.24,583,2026-03-21
000660,biotech,296822.55,659,2026-03-26
068270,internet,638000.78,22,2026-01-26
000660,semiconductor,977080.07,347,2026-01-13
068270,semiconductor,154249.39,709,2026-03-21
068270,internet,191775.89,519,2026-04-02
068270,biotech,502217.22,754,2026-01-20
005930,biotech,422774.04,563,2026-01-17
005930,semiconductor,675757.54,434,2026-01-02
068270,semiconductor,315399.33,251,2026-02-28
068270,semiconductor,833875.59,768,2026-02-08
035420,biotech,654836.2,88,2026-01-28
035420,semiconductor,192660.55,425,2026-04-01
035420,semiconductor,95439.28,209,2026-01-23
035420,semiconductor,118480.12,417,2026-03-24
005930,semiconductor,533150.32,241,2026-02-14
068270,internet,972212.46,220,2026-03-19
068270,internet,215403.87,270,2026-01-22
068270,biotech,69897.71,377,2026-04-17
035420,semiconductor,977191.31,472,2026-02-03
005930,biotech,297677.63,626,2026-01-25
000660,internet,89853.66,379,2026-02-21
068270,internet,980971.81,383,2026-01-21
068270,internet,544729.73,297,2026-04-02
035420,biotech,371354.13,945,2026-02-23
005930,semiconductor,407193.25,855,2026-04-26
005930,biotech,945922.05,423,2026-04-21
068270,internet,892578.66,897,2026-01-03
000660,biotech,868301.5,506,2026-04-09
035420,biotech,654267.23,670,2026-02-08
000660,biotech,787625.07,245,2026-04-11
068270,biotech,765527.97,354,2026-02-28
005930,semiconductor,206574.07,550,2026-01-15
068270,internet,966873.26,472,2026-03-23
068270,semiconductor,442745.63,430,2026-01-01
068270,internet,332671.03,28,2026-03-07
068270,internet,883281.52,238,2026-03-08
000660,biotech,58865.04,138,2026-04-05
035420,semiconductor,314006.99,492,2026-04-10
000660,internet,345382.48,414,2026-04-14
035420,internet,228623.5,946,2026-04-13
005930,biotech,855645.4,323,2026-02-12
005930,biotech,242356.53,427,2026-01-25
068270,internet,768451.42,744,2026-03-06
068270,internet,996517.62,141,2026-03-04
068270,biotech,891885.99,236,2026-02-05
000660,semiconductor,51785.89,880,2026-01-10
000660,biotech,387718.36,66,2026-01-20
005930,internet,880549.35,230,2026-02-03
068270,semiconductor,600984.6,64,2026-04-04
068270,biotech,512267.78,679,2026-02-19
035420,internet,523342.9,887,2026-03-22
068270,semiconductor,758628.95,323,2026-02-21
035420,internet,468189.05,749,2026-02-23
005930,internet,274064.72,840,2026-04-17
035420,internet,778259.1,834,2026-04-22
005930,semiconductor,450185.65,269,2026-04-16
035420,internet,701615.71,568,2026-02-28
035420,internet,593278.66,409,2026-01-25
068270,semiconductor,980664.38,780,2026-01-11
005930,biotech,840112.19,719,2026-01-27
005930,internet,943645.28,435,2026-03-14
000660,internet,408068.46,841,2026-01-20
005930,semiconductor,485277.54,270,2026-04-06
000660,biotech,741542.34,940,2026-01-24
005930,biotech,104416.24,695,2026-04-12
068270,semiconductor,763806.33,673,2026-01-04
005930,biotech,318608.41,627,2026-02-22
068270,internet,284629.86,229,2026-02-24
000660,biotech,457442.53,738,2026-01-06
068270,semiconductor,513192.63,705,2026-03-20
000660,biotech,583893.21,542,2026-04-18
005930,internet,379976.16,648,2026-03-18
068270,internet,965224.71,664,2026-04-07
005930,biotech,836474.96,897,2026-04-14
005930,semiconductor,982232.24,91,2026-01-03
035420,biotech,231631.17,314,2026-03-19
005930,semiconductor,628100.91,454,2026-01-01
000660,semiconductor,264051.08,499,2026-01-07
000660,internet,567850.25,673,2026-01-02
068270,biotech,565418.51,432,2026-02-17
005930,biotech,127639.08,207,2026-02-01
000660,semiconductor,183911.65,31,2026-04-25
000660,biotech,489180.78,889,2026-03-07
000660,internet,536877.52,965,2026-03-10
035420,internet,796964.29,969,2026-04-07
005930,biotech,363704.31,887,2026-04-22
035420,semiconductor,676647.9,637,2026-04-14
035420,semiconductor,478677.38,67,2026-04-26
005930,internet,574887.93,769,2026-02-03
068270,semiconductor,421191.95,236,2026-02-07
068270,internet,830998.0,187,2026-03-19
005930,internet,235828.81,277,2026-02-08
068270,semiconductor,598713.7,606,2026-04-23
005930,internet,236048.77,247,2026-04-18
000660,biotech,803598.28,784,2026-04-03
005930,internet,902327.02,884,2026-04-06
005930,semiconductor,81714.42,529,2026-01-28
068270,internet,347503.9,999,2026-02-14
000660,internet,888295.55,533,2026-03-14
035420,semiconductor,446872.93,896,2026-01-21
000660,semiconductor,356860.64,933,2026-02-26
035420,internet,204121.74,804,2026-01-25
035420,semiconductor,77895.95,925,2026-02-26
000660,biotech,744921.67,710,2026-04-09
068270,biotech,563754.07,220,2026-04-12
005930,internet,906231.21,373,2026-04-09
005930,biotech,828292.35,597,2026-04-26
068270,semiconductor,157296.05,227,2026-02-01
005930,internet,184873.39,50,2026-03-15
000660,biotech,633088.55,288,2026-04-22
005930,semiconductor,815886.09,871,2026-03-27
035420,semiconductor,169951.5,281,2026-02-02
035420,internet,216137.37,210,2026-04-28
005930,internet,315312.28,200,2026-03-04
000660,semiconductor,254753.38,152,2026-03-21
035420,semiconductor,338749.08,311,2026-04-14
068270,semiconductor,777761.54,876,2026-04-13
035420,biotech,668230.12,655,2026-03-27
035420,internet,155440.0,897,2026-02-06
000660,semiconductor,569315.81,556,2026-03-14
035420,semiconductor,89923.44,865,2026-02-26
000660,internet,171081.26,92,2026-02-19
035420,biotech,714349.61,293,2026-04-13
035420,biotech,740337.44,772,2026-04-23
005930,internet,879116.15,407,2026-04-06
005930,semiconductor,114923.89,474,2026-02-09
068270,semiconductor,495329.57,98,2026-02-11
005930,internet,265033.92,343,2026-02-09
068270,internet,907750.25,785,2026-02-09
005930,biotech,373385.55,641,2026-03-23
068270,semiconductor,846244.57,441,2026-02-12
035420,internet,995665.64,571,2026-01-21
005930,semiconductor,619029.58,938,2026-01-09
005930,semiconductor,685740.25,986,2026-02-24
068270,semiconductor,73884.86,352,2026-03-08
068270,biotech,462866.16,568,2026-03-09
035420,biotech,206583.44,415,2026-04-21
035420,biotech,612112.3,678,2026-03-04
035420,internet,175108.77,781,2026-02-12
005930,internet,669613.05,203,2026-04-02
035420,internet,984648.3,593,2026-03-06
000660,biotech,291672.0,922,2026-01-12
000660,biotech,912011.16,476,2026-04-10
005930,semiconductor,364779.66,762,2026-03-08
000660,internet,475094.73,861,2026-04-17
005930,semiconductor,55230.51,311,2026-01-08
035420,semiconductor,371917.62,350,2026-01-17
068270,biotech,426957.0,831,2026-02-09
005930,semiconductor,320334.19,538,2026-04-21
035420,internet,532041.34,50,2026-03-13
068270,internet,92610.89,916,2026-01-14
005930,semiconductor,420378.74,28,2026-04-08
068270,semiconductor,728331.01,277,2026-01-16
005930,semiconductor,732507.77,997,2026-02-05
068270,semiconductor,654581.3,352,2026-02-13
035420,internet,88530.8,861,2026-02-18
000660,biotech,810337.14,429,2026-02-05
035420,internet,448000.4,93,2026-01-01
068270,biotech,355027.04,50,2026-03-02
035420,semiconductor,694736.46,459,2026-03-11
005930,biotech,527045.93,572,2026-02-09
005930,internet,880013.66,93,2026-02-27
005930,biotech,553491.95,396,2026-04-08
000660,semiconductor,710138.25,277,2026-03-11
005930,internet,598339.89,995,2026-01-21
000660,semiconductor,255248.8,930,2026-03-24
005930,biotech,853324.14,447,2026-03-18
068270,internet,123733.91,82,2026-01-06
000660,biotech,474098.54,875,2026-04-03
035420,internet,771383.47,32,2026-04-11
068270,biotech,401549.72,127,2026-04-28
005930,internet,536097.32,677,2026-01-07
068270,semiconductor,895592.18,202,2026-03-20
035420,semiconductor,541377.41,923,2026-04-03
035420,internet,118126.29,135,2026-03-17
005930,biotech,854782.52,401,2026-02-16
068270,biotech,481301.54,397,2026-01-13
000660,semiconductor,267062.41,353,2026-03-03
035420,semiconductor,414996.38,164,2026-02-22
035420,internet,202023.69,827,2026-02-27
005930,internet,513458.64,947,2026-01-26
005930,semiconductor,958122.89,878,2026-03-23
000660,biotech,835371.99,378,2026-01-13
035420,internet,194005.08,922,2026-01-16
000660,semiconductor,196437.79,314,2026-01-02
005930,biotech,284562.06,352,2026-03-03
000660,biotech,296368.15,572,2026-02-17
005930,biotech,693517.96,542,2026-04-11
035420,internet,206979.95,968,2026-04-03
005930,internet,825919.08,444,2026-01-17
035420,biotech,642235.66,770,2026-04-26
035420,semiconductor,744277.13,529,2026-04-05
