invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
132097,Wireless Mouse,22,2020-01-21 06:00,46.94,0.46,22.41,Electronics,In-store,Returned,Medium,1032.6799999999998,VIP
766326,Blue Pen,26,2020-01-21 07:00,97.01,0.41,7.83,Electronics,Online,Not Returned,High,2522.26,VIP
561243,Office Chair,25,2020-01-22 00:00,81.71,0.44,25.36,Electronics,In-store,Not Returned,Low,2042.75,VIP
711523,Wall Clock,47,2020-01-22 06:00,78.19,0.0,6.46,Electronics,In-store,Not Returned,Low,3674.93,VIP
970045,Wireless Mouse,37,2020-01-22 18:00,82.4,0.05,17.68,Electronics,In-store,Not Returned,Low,3048.8,VIP
322866,Notebook,39,2020-01-22 19:00,26.77,0.49,5.33,Electronics,In-store,Not Returned,Low,1044.03,VIP
698135,Blue Pen,25,2020-01-22 21:00,50.32,0.48,24.08,Electronics,Online,Returned,High,1258.0,VIP
494366,Wireless Mouse,33,2020-01-23 09:00,34.13,0.36,12.34,Electronics,In-store,Not Returned,Low,1126.2900000000002,VIP
277247,Office Chair,30,2020-01-23 17:00,47.11,0.27,13.09,Electronics,Online,Not Returned,High,1413.3,VIP
763165,Wall Clock,13,2020-01-23 18:00,83.03,0.06,10.78,Electronics,Online,Not Returned,Medium,1079.39,VIP
629525,Office Chair,38,2020-01-23 19:00,81.69,0.16,23.51,Electronics,In-store,Not Returned,Medium,3104.22,VIP
840427,Backpack,40,2020-01-24 11:00,94.64,0.33,9.98,Electronics,Online,Not Returned,Medium,3785.6,VIP
406063,Wall Clock,47,2020-01-25 04:00,61.01,0.39,5.85,Electronics,In-store,Not Returned,Low,2867.47,VIP
533374,Notebook,26,2020-01-25 23:00,47.42,0.16,17.83,Electronics,Online,Not Returned,High,1232.92,VIP
814635,Wall Clock,24,2020-01-26 22:00,72.5,0.29,26.31,Electronics,In-store,Not Returned,High,1740.0,VIP
987474,T-shirt,32,2020-01-27 03:00,92.51,0.46,24.57,Electronics,Online,Not Returned,Low,2960.32,VIP
924926,Blue Pen,39,2020-01-27 15:00,81.93,0.03,29.06,Electronics,In-store,Not Returned,Low,3195.2700000000004,VIP
437497,Wireless Mouse,38,2020-01-28 04:00,39.75,0.23,14.04,Electronics,Online,Not Returned,High,1510.5,VIP
924945,Blue Pen,26,2020-01-28 13:00,82.39,0.25,25.74,Electronics,In-store,Not Returned,Medium,2142.14,VIP
500573,Desk Lamp,43,2020-01-29 12:00,59.84,0.14,21.29,Electronics,In-store,Not Returned,High,2573.1200000000003,VIP
695468,Headphones,44,2020-01-29 18:00,91.01,0.4,12.23,Electronics,In-store,Not Returned,High,4004.44,VIP
278031,USB Cable,27,2020-01-30 03:00,97.3,0.41,6.4,Electronics,Online,Not Returned,High,2627.1,VIP
825256,Backpack,-35,2020-01-30 12:00,-86.53,1.348446394966762,,Electronics,Online,Returned,Medium,3028.55,VIP
820255,White Mug,15,2020-01-30 16:00,77.78,0.4,28.17,Electronics,Online,Not Returned,Low,1166.7,VIP
252617,USB Cable,44,2020-01-31 12:00,91.26,0.04,20.59,Electronics,In-store,Returned,High,4015.44,VIP
897606,Office Chair,49,2020-01-31 14:00,23.59,0.26,14.24,Electronics,In-store,Not Returned,Low,1155.91,VIP
450605,Headphones,32,2020-01-31 15:00,72.07,0.03,12.54,Electronics,Online,Not Returned,Low,2306.24,VIP
633636,Desk Lamp,22,2020-01-31 17:00,52.54,0.09,20.84,Electronics,Online,Not Returned,Low,1155.88,VIP
827627,White Mug,39,2020-02-01 00:00,37.37,0.12,19.88,Electronics,In-store,Not Returned,High,1457.4299999999998,VIP
139081,Desk Lamp,31,2020-02-01 12:00,50.23,0.06,12.24,Electronics,Online,Not Returned,High,1557.13,VIP
389106,White Mug,28,2020-02-01 22:00,59.2,0.02,11.56,Electronics,Online,Not Returned,High,1657.6,VIP
257504,Notebook,20,2020-02-02 02:00,84.84,0.31,5.4,Electronics,Online,Not Returned,Low,1696.8000000000002,VIP
842129,Wall Clock,21,2020-02-03 01:00,54.27,0.06,26.55,Electronics,Online,Not Returned,High,1139.67,VIP
748249,White Mug,37,2020-02-03 04:00,62.64,0.49,7.69,Electronics,In-store,Not Returned,High,2317.68,VIP
130355,Notebook,46,2020-02-03 05:00,57.69,0.39,9.61,Electronics,In-store,Not Returned,Low,2653.74,VIP
551015,T-shirt,36,2020-02-03 07:00,39.38,0.14,22.23,Electronics,In-store,Not Returned,Low,1417.68,VIP
506332,Desk Lamp,28,2020-02-03 08:00,52.24,0.23,15.38,Electronics,In-store,Not Returned,Medium,1462.72,VIP
586261,Office Chair,34,2020-02-04 12:00,72.93,0.05,14.19,Electronics,In-store,Not Returned,Low,2479.6200000000003,VIP
523570,Backpack,17,2020-02-04 19:00,98.79,0.34,17.17,Electronics,Online,Not Returned,High,1679.43,VIP
924845,Office Chair,17,2020-02-05 01:00,97.67,0.28,27.27,Electronics,In-store,Not Returned,Low,1660.39,VIP
250159,USB Cable,46,2020-02-05 08:00,51.74,0.46,15.24,Electronics,In-store,Not Returned,Medium,2380.04,VIP
109337,Headphones,38,2020-02-05 19:00,42.07,0.29,21.44,Electronics,Online,Not Returned,Low,1598.66,VIP
644447,Headphones,37,2020-02-06 07:00,39.46,0.14,8.43,Electronics,Online,Not Returned,Low,1460.02,VIP
983439,White Mug,34,2020-02-06 16:00,78.65,0.09,13.62,Electronics,In-store,Not Returned,High,2674.1000000000004,VIP
944573,Wireless Mouse,19,2020-02-07 06:00,93.25,0.24,26.13,Electronics,Online,Not Returned,Low,1771.75,VIP
374907,T-shirt,37,2020-02-08 09:00,58.77,0.16,11.88,Electronics,Online,Not Returned,High,2174.49,VIP
984574,Blue Pen,31,2020-02-08 12:00,33.51,0.14,25.08,Electronics,Online,Not Returned,High,1038.81,VIP
765220,USB Cable,30,2020-02-08 13:00,58.62,0.03,6.41,Electronics,In-store,Not Returned,Medium,1758.6,VIP
931538,Desk Lamp,42,2020-02-09 04:00,31.6,0.14,8.86,Electronics,Online,Not Returned,Medium,1327.2,VIP
238311,USB Cable,35,2020-02-09 15:00,94.29,0.03,13.13,Electronics,Online,Not Returned,High,3300.15,VIP
900921,Wireless Mouse,16,2020-02-09 16:00,78.8,0.19,21.81,Electronics,In-store,Not Returned,Medium,1260.8,VIP
639542,Blue Pen,49,2020-02-10 10:00,62.56,0.44,29.99,Electronics,Online,Not Returned,Low,3065.44,VIP
926196,Backpack,44,2020-02-10 13:00,47.43,0.48,18.41,Electronics,In-store,Not Returned,Medium,2086.92,VIP
863185,Blue Pen,41,2020-02-10 22:00,93.94,0.08,18.49,Electronics,In-store,Not Returned,Medium,3851.54,VIP
404462,Backpack,18,2020-02-11 10:00,57.89,0.18,9.79,Electronics,In-store,Not Returned,Low,1042.02,VIP
417267,Backpack,37,2020-02-12 02:00,87.77,0.44,24.29,Electronics,In-store,Not Returned,High,3247.49,VIP
694124,Office Chair,37,2020-02-12 09:00,76.15,0.22,27.21,Electronics,In-store,Not Returned,Low,2817.55,VIP
728861,Wall Clock,48,2020-02-12 10:00,31.87,0.48,9.95,Electronics,In-store,Not Returned,High,1529.76,VIP
779574,White Mug,48,2020-02-12 17:00,59.47,0.17,26.68,Electronics,Online,Not Returned,Low,2854.56,VIP
761450,Office Chair,15,2020-02-12 21:00,74.6,0.25,19.19,Electronics,Online,Not Returned,Low,1119.0,VIP
230560,USB Cable,35,2020-02-13 21:00,57.87,0.17,21.64,Electronics,Online,Not Returned,Low,2025.45,VIP
998860,Notebook,38,2020-02-14 05:00,56.01,0.4,26.99,Electronics,In-store,Not Returned,Low,2128.38,VIP
936860,Wall Clock,38,2020-02-14 22:00,75.32,0.26,12.1,Electronics,In-store,Not Returned,Medium,2862.16,VIP
843091,Desk Lamp,41,2020-02-14 23:00,84.85,0.41,28.61,Electronics,Online,Not Returned,Low,3478.85,VIP
575774,Blue Pen,32,2020-02-15 01:00,82.83,0.38,22.84,Electronics,Online,Not Returned,Low,2650.56,VIP
358930,Notebook,42,2020-02-15 14:00,58.29,0.19,18.43,Electronics,Online,Not Returned,Medium,2448.18,VIP
953499,White Mug,47,2020-02-15 21:00,44.71,0.2,11.84,Electronics,In-store,Not Returned,Medium,2101.37,VIP
550009,Headphones,28,2020-02-16 15:00,53.16,0.5,9.75,Electronics,Online,Not Returned,Medium,1488.48,VIP
486193,USB Cable,34,2020-02-17 04:00,58.65,0.12,11.92,Electronics,Online,Not Returned,High,1994.1,VIP
123275,USB Cable,30,2020-02-17 12:00,61.08,0.21,29.61,Electronics,In-store,Not Returned,High,1832.4,VIP
696562,Notebook,45,2020-02-17 13:00,73.09,0.49,8.98,Electronics,In-store,Not Returned,Low,3289.05,VIP
294053,Headphones,36,2020-02-17 17:00,33.63,0.32,14.34,Electronics,Online,Not Returned,High,1210.68,VIP
699991,Notebook,49,2020-02-17 20:00,96.26,0.2,18.24,Electronics,Online,Not Returned,Low,4716.740000000001,VIP
258211,Backpack,26,2020-02-18 07:00,43.41,0.13,11.79,Electronics,In-store,Not Returned,High,1128.66,VIP
164323,Desk Lamp,33,2020-02-19 19:00,93.79,0.32,12.63,Electronics,In-store,Not Returned,Medium,3095.07,VIP
800947,T-shirt,44,2020-02-19 23:00,59.95,0.3,7.15,Electronics,Online,Not Returned,High,2637.8,VIP
485925,USB Cable,26,2020-02-20 16:00,69.17,0.22,6.11,Electronics,In-store,Not Returned,High,1798.42,VIP
105287,White Mug,23,2020-02-21 01:00,69.8,0.2,19.76,Electronics,Online,Not Returned,Low,1605.4,VIP
227309,Office Chair,39,2020-02-21 19:00,37.78,0.38,13.81,Electronics,Online,Not Returned,Medium,1473.42,VIP
429588,Notebook,12,2020-02-21 20:00,88.11,0.15,22.69,Electronics,Online,Not Returned,Medium,1057.32,VIP
435842,T-shirt,15,2020-02-22 02:00,70.99,0.48,16.7,Electronics,Online,Not Returned,Medium,1064.85,VIP
632295,Notebook,40,2020-02-22 10:00,70.38,0.01,12.52,Electronics,In-store,Not Returned,High,2815.2,VIP
879554,Desk Lamp,29,2020-02-22 15:00,91.06,0.18,25.38,Electronics,In-store,Not Returned,Medium,2640.74,VIP
512498,Notebook,48,2020-02-22 19:00,66.64,0.05,21.44,Electronics,Online,Not Returned,Medium,3198.7200000000003,VIP
290279,Wireless Mouse,25,2020-02-23 06:00,92.71,0.08,18.24,Electronics,In-store,Not Returned,High,2317.75,VIP
830406,Backpack,25,2020-02-23 07:00,59.16,0.47,21.79,Electronics,Online,Not Returned,Medium,1479.0,VIP
196646,Wireless Mouse,29,2020-02-24 06:00,82.04,0.05,22.79,Electronics,Online,Not Returned,Low,2379.1600000000003,VIP
756282,USB Cable,45,2020-02-24 17:00,41.71,0.12,19.83,Electronics,Online,Returned,Low,1876.95,VIP
372933,Wireless Mouse,35,2020-02-24 20:00,37.66,0.42,12.38,Electronics,Online,Not Returned,Medium,1318.1,VIP
132154,Wireless Mouse,20,2020-02-25 01:00,73.5,0.3,27.14,Electronics,Online,Not Returned,Medium,1470.0,VIP
945633,Backpack,44,2020-02-25 07:00,66.28,0.17,19.91,Electronics,In-store,Not Returned,Medium,2916.32,VIP
592313,White Mug,24,2020-02-26 10:00,69.77,0.12,8.76,Electronics,In-store,Not Returned,High,1674.48,VIP
754618,Wall Clock,32,2020-02-26 12:00,33.79,0.05,5.26,Electronics,In-store,Not Returned,Medium,1081.28,VIP
913738,Backpack,41,2020-02-27 10:00,57.8,0.21,8.08,Electronics,Online,Returned,Medium,2369.8,VIP
415172,USB Cable,29,2020-02-27 17:00,37.58,0.24,28.06,Electronics,Online,Not Returned,Medium,1089.82,VIP
209945,USB Cable,35,2020-02-28 00:00,63.57,0.0,18.89,Electronics,In-store,Not Returned,High,2224.95,VIP
562120,Blue Pen,20,2020-02-28 06:00,98.23,0.11,14.33,Electronics,Online,Not Returned,Low,1964.6,VIP
278595,Blue Pen,-28,2020-02-28 14:00,-89.23,1.9856555899355053,,Electronics,Online,Not Returned,High,2498.44,VIP
767054,Office Chair,33,2020-02-29 00:00,78.34,0.28,17.9,Electronics,Online,Not Returned,Medium,2585.2200000000003,VIP
950163,T-shirt,49,2020-02-29 09:00,41.92,0.23,26.63,Electronics,In-store,Not Returned,Medium,2054.08,VIP
632358,Backpack,15,2020-02-29 14:00,99.24,0.13,27.93,Electronics,Online,Returned,Low,1488.6,VIP
226161,White Mug,29,2020-02-29 15:00,56.84,0.39,20.71,Electronics,Online,Not Returned,Low,1648.36,VIP
632954,Backpack,25,2020-02-29 16:00,51.64,0.45,5.02,Electronics,In-store,Not Returned,High,1291.0,VIP
346726,Headphones,23,2020-03-01 13:00,55.1,0.09,28.05,Electronics,In-store,Not Returned,Low,1267.3,VIP
119816,Office Chair,24,2020-03-01 16:00,70.74,0.44,15.19,Electronics,In-store,Not Returned,Medium,1697.7599999999998,VIP
721019,Office Chair,43,2020-03-01 20:00,90.43,0.04,7.81,Electronics,Online,Not Returned,Medium,3888.49,VIP
687111,T-shirt,45,2020-03-01 23:00,33.13,0.3,6.06,Electronics,In-store,Not Returned,Medium,1490.85,VIP
714685,Headphones,48,2020-03-02 14:00,76.05,0.36,14.61,Electronics,In-store,Returned,Low,3650.4,VIP
697135,Headphones,36,2020-03-02 15:00,94.75,0.03,18.23,Electronics,Online,Not Returned,Medium,3411.0,VIP
688365,Backpack,33,2020-03-02 20:00,89.61,0.4,16.97,Electronics,In-store,Not Returned,Medium,2957.13,VIP
730235,Wireless Mouse,22,2020-03-03 17:00,84.85,0.37,18.35,Electronics,In-store,Not Returned,High,1866.7,VIP
434402,Headphones,44,2020-03-04 10:00,97.72,0.14,6.23,Electronics,Online,Not Returned,High,4299.68,VIP
725646,Blue Pen,36,2020-03-04 14:00,58.37,0.05,17.65,Electronics,In-store,Not Returned,Low,2101.32,VIP
599876,Backpack,31,2020-03-05 02:00,69.84,0.16,26.23,Electronics,In-store,Not Returned,High,2165.04,VIP
745588,USB Cable,30,2020-03-05 03:00,98.02,0.46,29.95,Electronics,Online,Returned,Low,2940.6,VIP
478387,Headphones,44,2020-03-06 07:00,91.3,0.3,10.4,Electronics,In-store,Not Returned,Medium,4017.2,VIP
220674,Wall Clock,47,2020-03-06 14:00,99.01,0.48,20.75,Electronics,Online,Not Returned,High,4653.47,VIP
881817,Blue Pen,32,2020-03-06 15:00,49.24,0.32,23.22,Electronics,In-store,Returned,High,1575.68,VIP
167642,Wireless Mouse,29,2020-03-06 20:00,65.36,0.24,28.9,Electronics,In-store,Not Returned,Medium,1895.44,VIP
705470,Desk Lamp,31,2020-03-08 17:00,44.48,0.38,25.93,Electronics,Online,Not Returned,Medium,1378.88,VIP
575781,Wall Clock,37,2020-03-08 18:00,32.27,0.24,6.05,Electronics,In-store,Not Returned,Low,1193.99,VIP
672212,T-shirt,36,2020-03-08 23:00,94.39,0.36,27.06,Electronics,Online,Not Returned,Medium,3398.04,VIP
552268,USB Cable,41,2020-03-09 02:00,32.0,0.17,14.73,Electronics,Online,Not Returned,Medium,1312.0,VIP
490719,Backpack,18,2020-03-09 09:00,58.66,0.34,9.32,Electronics,In-store,Not Returned,Medium,1055.88,VIP
976031,USB Cable,44,2020-03-09 22:00,33.25,0.47,15.56,Electronics,In-store,Not Returned,Medium,1463.0,VIP
582615,Headphones,46,2020-03-10 08:00,32.14,0.19,14.44,Electronics,Online,Not Returned,High,1478.44,VIP
599137,Office Chair,32,2020-03-11 00:00,81.17,0.04,16.76,Electronics,In-store,Not Returned,Medium,2597.44,VIP
493276,T-shirt,47,2020-03-11 07:00,33.32,0.07,28.64,Electronics,Online,Not Returned,Medium,1566.04,VIP
713217,USB Cable,38,2020-03-11 22:00,87.79,0.01,26.59,Electronics,Online,Not Returned,Medium,3336.0200000000004,VIP
111344,Blue Pen,20,2020-03-12 20:00,99.96,0.36,17.99,Electronics,In-store,Not Returned,Medium,1999.2,VIP
692245,Wall Clock,16,2020-03-12 22:00,96.49,0.11,25.82,Electronics,Online,Not Returned,Medium,1543.84,VIP
381685,Wall Clock,24,2020-03-13 18:00,67.12,0.36,21.72,Electronics,Online,Not Returned,Medium,1610.88,VIP
764180,T-shirt,18,2020-03-13 23:00,78.41,0.23,17.28,Electronics,In-store,Returned,Medium,1411.38,VIP
442703,Backpack,23,2020-03-14 01:00,88.82,0.38,15.7,Electronics,Online,Not Returned,Low,2042.86,VIP
349321,Desk Lamp,28,2020-03-14 13:00,50.32,0.25,21.75,Electronics,In-store,Not Returned,Medium,1408.96,VIP
166150,Wall Clock,35,2020-03-14 14:00,76.12,0.25,25.61,Electronics,Online,Not Returned,High,2664.2000000000003,VIP
189613,Wireless Mouse,29,2020-03-14 16:00,54.4,0.07,24.22,Electronics,In-store,Not Returned,High,1577.6,VIP
652076,Office Chair,42,2020-03-16 02:00,67.06,0.49,8.67,Electronics,Online,Not Returned,Low,2816.52,VIP
970123,USB Cable,22,2020-03-16 19:00,54.29,0.48,7.91,Electronics,In-store,Not Returned,High,1194.38,VIP
911006,Wall Clock,38,2020-03-17 01:00,28.23,0.03,16.47,Electronics,Online,Returned,High,1072.74,VIP
845453,Desk Lamp,12,2020-03-17 19:00,88.04,0.35,24.71,Electronics,In-store,Not Returned,Medium,1056.48,VIP
338506,Headphones,45,2020-03-18 07:00,41.02,0.15,10.37,Electronics,In-store,Not Returned,Low,1845.9,VIP
785117,USB Cable,34,2020-03-18 14:00,65.09,0.37,21.42,Electronics,In-store,Not Returned,Low,2213.06,VIP
835457,Office Chair,14,2020-03-18 16:00,92.71,0.4,8.73,Electronics,Online,Not Returned,High,1297.9399999999998,VIP
910694,T-shirt,26,2020-03-18 18:00,41.61,0.35,22.09,Electronics,In-store,Returned,Medium,1081.86,VIP
966867,Office Chair,18,2020-03-18 19:00,65.98,0.31,10.57,Electronics,Online,Not Returned,High,1187.64,VIP
176898,USB Cable,29,2020-03-19 16:00,37.28,0.07,17.96,Electronics,Online,Returned,High,1081.12,VIP
107906,Headphones,43,2020-03-20 02:00,24.93,0.3,8.74,Electronics,In-store,Not Returned,High,1071.99,VIP
815080,Backpack,40,2020-03-20 09:00,31.89,0.07,8.09,Electronics,In-store,Not Returned,Low,1275.6,VIP
183300,Office Chair,31,2020-03-20 12:00,51.86,0.25,11.04,Electronics,In-store,Not Returned,Medium,1607.66,VIP
756951,USB Cable,36,2020-03-22 07:00,54.57,0.28,12.88,Electronics,Online,Not Returned,Low,1964.52,VIP
884108,T-shirt,17,2020-03-22 12:00,83.69,0.38,5.68,Electronics,In-store,Not Returned,Low,1422.73,VIP
781652,Office Chair,39,2020-03-23 01:00,36.36,0.32,25.85,Electronics,In-store,Not Returned,High,1418.04,VIP
148874,USB Cable,22,2020-03-23 10:00,99.1,0.35,24.48,Electronics,In-store,Not Returned,High,2180.2,VIP
588972,Office Chair,44,2020-03-24 11:00,79.16,0.43,29.91,Electronics,Online,Not Returned,High,3483.04,VIP
363579,White Mug,47,2020-03-25 06:00,23.0,0.37,10.9,Electronics,Online,Not Returned,High,1081.0,VIP
606047,Wireless Mouse,35,2020-03-25 16:00,57.06,0.28,10.72,Electronics,Online,Not Returned,Low,1997.1,VIP
649148,Backpack,45,2020-03-26 06:00,83.33,0.44,13.86,Electronics,Online,Not Returned,Low,3749.85,VIP
842406,Wireless Mouse,49,2020-03-26 14:00,31.42,0.42,28.52,Electronics,Online,Not Returned,High,1539.5800000000002,VIP
632101,Wall Clock,45,2020-03-26 17:00,62.28,0.14,23.53,Electronics,Online,Returned,Medium,2802.6,VIP
537785,T-shirt,25,2020-03-27 01:00,68.52,0.44,19.18,Electronics,Online,Returned,Medium,1713.0,VIP
713474,White Mug,46,2020-03-27 07:00,44.86,0.35,17.06,Electronics,Online,Returned,Medium,2063.56,VIP
438076,Blue Pen,12,2020-03-27 12:00,87.8,0.08,22.8,Electronics,Online,Not Returned,Low,1053.6,VIP
153268,Wireless Mouse,44,2020-03-28 04:00,97.5,0.45,20.08,Electronics,Online,Not Returned,High,4290.0,VIP
532430,Office Chair,36,2020-03-28 05:00,61.5,0.12,13.42,Electronics,Online,Not Returned,Medium,2214.0,VIP
787556,Desk Lamp,35,2020-03-28 13:00,63.62,0.01,21.09,Electronics,Online,Not Returned,High,2226.7,VIP
899289,Notebook,43,2020-03-28 17:00,29.31,0.39,23.51,Electronics,Online,Not Returned,High,1260.33,VIP
501927,USB Cable,18,2020-03-29 11:00,64.74,0.26,9.63,Electronics,Online,Not Returned,High,1165.32,VIP
817148,Desk Lamp,25,2020-03-29 18:00,63.82,0.18,26.7,Electronics,In-store,Not Returned,Medium,1595.5,VIP
370856,Desk Lamp,41,2020-03-30 10:00,82.07,0.18,26.44,Electronics,In-store,Returned,Low,3364.87,VIP
877147,Headphones,45,2020-03-30 14:00,36.79,0.34,21.92,Electronics,In-store,Not Returned,Low,1655.55,VIP
706791,White Mug,40,2020-03-30 20:00,58.15,0.14,17.05,Electronics,Online,Not Returned,Low,2326.0,VIP
693586,Wireless Mouse,19,2020-03-31 19:00,60.67,0.36,9.95,Electronics,In-store,Not Returned,Medium,1152.73,VIP
877915,Desk Lamp,20,2020-04-03 19:00,59.31,0.41,28.41,Electronics,Online,Not Returned,Medium,1186.2,VIP
473706,White Mug,17,2020-04-03 22:00,76.89,0.17,21.47,Electronics,Online,Returned,High,1307.13,VIP
170326,Notebook,44,2020-04-04 13:00,43.21,0.28,11.01,Electronics,Online,Not Returned,High,1901.24,VIP
906481,Backpack,31,2020-04-04 17:00,39.36,0.24,10.94,Electronics,Online,Not Returned,Low,1220.16,VIP
991793,Blue Pen,40,2020-04-04 19:00,77.29,0.09,29.2,Electronics,Online,Not Returned,Medium,3091.6000000000004,VIP
