invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority,total_revenue,grade
335167,Desk Lamp,35,2020-01-12 00:00,30.31,0.08,6.06,Furniture,In-store,Not Returned,High,1060.85,VIP
819094,Notebook,48,2020-01-12 03:00,44.99,0.15,7.98,Furniture,Online,Not Returned,Medium,2159.52,VIP
170467,Backpack,22,2020-01-12 04:00,79.66,0.3,6.7,Furniture,In-store,Not Returned,Low,1752.52,VIP
481050,Backpack,43,2020-01-12 08:00,79.64,0.45,27.67,Furniture,Online,Not Returned,High,3424.52,VIP
710490,Office Chair,38,2020-01-12 21:00,80.74,0.04,24.53,Furniture,Online,Not Returned,High,3068.12,VIP
242483,T-shirt,18,2020-01-13 08:00,74.28,0.1,20.97,Furniture,In-store,Not Returned,High,1337.04,VIP
758271,Blue Pen,24,2020-01-13 09:00,64.47,0.45,10.03,Furniture,In-store,Not Returned,High,1547.28,VIP
171295,Desk Lamp,29,2020-01-13 14:00,78.99,0.31,23.75,Furniture,In-store,Not Returned,Medium,2290.71,VIP
768234,Blue Pen,39,2020-01-15 08:00,54.62,0.21,24.93,Furniture,In-store,Not Returned,High,2130.18,VIP
284423,Wall Clock,36,2020-01-15 13:00,49.64,0.42,16.39,Furniture,Online,Not Returned,Medium,1787.04,VIP
233272,Wall Clock,20,2020-01-15 19:00,62.74,0.3,6.09,Furniture,Online,Not Returned,High,1254.8,VIP
138467,Wireless Mouse,45,2020-01-16 08:00,37.86,0.1,9.98,Furniture,Online,Not Returned,Medium,1703.7,VIP
392890,Office Chair,32,2020-01-17 10:00,69.65,0.18,8.28,Furniture,In-store,Not Returned,Medium,2228.8,VIP
271836,Office Chair,34,2020-01-17 18:00,96.47,0.24,10.87,Furniture,Online,Not Returned,High,3279.98,VIP
566960,T-shirt,33,2020-01-18 00:00,34.78,0.38,6.79,Furniture,Online,Not Returned,High,1147.74,VIP
278274,Wireless Mouse,30,2020-01-18 07:00,82.62,0.01,23.83,Furniture,In-store,Not Returned,Low,2478.6000000000004,VIP
354079,Backpack,46,2020-01-19 02:00,60.27,0.32,11.21,Furniture,In-store,Not Returned,Medium,2772.42,VIP
922209,Headphones,25,2020-01-19 15:00,58.22,0.33,17.18,Furniture,In-store,Returned,Medium,1455.5,VIP
297392,White Mug,48,2020-01-19 21:00,78.35,0.1,24.85,Furniture,In-store,Returned,Low,3760.8,VIP
152921,T-shirt,46,2020-01-21 12:00,98.05,0.3,19.28,Furniture,Online,Not Returned,High,4510.3,VIP
457429,T-shirt,42,2020-01-21 23:00,78.66,0.35,16.62,Furniture,In-store,Not Returned,Low,3303.72,VIP
821772,T-shirt,30,2020-01-22 07:00,36.57,0.18,22.62,Furniture,Online,Not Returned,Medium,1097.1,VIP
186672,Office Chair,35,2020-01-22 20:00,99.58,0.26,16.13,Furniture,In-store,Not Returned,High,3485.3,VIP
834994,Office Chair,40,2020-01-22 23:00,29.23,0.24,19.9,Furniture,In-store,Not Returned,High,1169.2,VIP
276615,Notebook,20,2020-01-23 21:00,71.27,0.45,22.33,Furniture,Online,Not Returned,High,1425.4,VIP
612153,Wireless Mouse,-28,2020-01-24 12:00,-89.53,1.5321500433511075,,Furniture,Online,Not Returned,High,2506.84,VIP
109435,Blue Pen,18,2020-01-24 19:00,87.23,0.05,13.59,Furniture,Online,Not Returned,Medium,1570.14,VIP
965264,Backpack,44,2020-01-24 22:00,77.85,0.32,11.22,Furniture,In-store,Not Returned,High,3425.4,VIP
291475,Desk Lamp,32,2020-01-25 01:00,66.77,0.42,27.18,Furniture,In-store,Not Returned,Low,2136.64,VIP
260196,USB Cable,39,2020-01-25 02:00,96.88,0.49,27.88,Furniture,Online,Not Returned,Low,3778.32,VIP
291232,Office Chair,33,2020-01-26 05:00,71.16,0.25,27.98,Furniture,In-store,Not Returned,Low,2348.28,VIP
431593,Wall Clock,47,2020-01-27 11:00,67.94,0.0,19.5,Furniture,In-store,Not Returned,Medium,3193.18,VIP
485777,Blue Pen,-41,2020-01-27 20:00,-35.69,0.22,,Furniture,In-store,Not Returned,High,1463.29,VIP
844086,USB Cable,22,2020-01-29 11:00,54.53,0.14,29.16,Furniture,In-store,Not Returned,High,1199.66,VIP
638685,Blue Pen,45,2020-01-30 02:00,57.62,0.12,16.59,Furniture,In-store,Not Returned,High,2592.9,VIP
166234,Notebook,28,2020-01-30 05:00,53.08,0.13,18.91,Furniture,In-store,Not Returned,Low,1486.24,VIP
239407,Office Chair,49,2020-01-30 21:00,78.93,0.45,12.74,Furniture,Online,Not Returned,Low,3867.57,VIP
297775,Headphones,19,2020-01-31 07:00,60.85,0.46,10.08,Furniture,Online,Returned,High,1156.15,VIP
331915,T-shirt,21,2020-02-01 04:00,98.78,0.18,10.44,Furniture,Online,Not Returned,Medium,2074.38,VIP
905497,Desk Lamp,45,2020-02-01 16:00,94.59,0.44,27.18,Furniture,Online,Not Returned,Medium,4256.55,VIP
712380,Headphones,38,2020-02-01 19:00,76.34,0.15,13.68,Furniture,Online,Not Returned,Medium,2900.92,VIP
416837,T-shirt,38,2020-02-01 21:00,29.28,0.48,7.81,Furniture,In-store,Not Returned,High,1112.64,VIP
743162,White Mug,22,2020-02-02 16:00,66.23,0.48,26.84,Furniture,In-store,Not Returned,Low,1457.0600000000002,VIP
601708,Backpack,44,2020-02-03 14:00,64.01,0.46,25.61,Furniture,Online,Not Returned,Medium,2816.44,VIP
342804,Blue Pen,32,2020-02-04 01:00,87.06,0.11,18.65,Furniture,Online,Not Returned,Medium,2785.92,VIP
476965,Headphones,25,2020-02-04 02:00,91.94,0.26,7.74,Furniture,In-store,Not Returned,High,2298.5,VIP
921052,Notebook,26,2020-02-04 08:00,59.4,0.36,12.5,Furniture,Online,Not Returned,Low,1544.4,VIP
359747,Wall Clock,25,2020-02-04 17:00,65.59,0.13,23.13,Furniture,In-store,Returned,Medium,1639.75,VIP
738353,Notebook,22,2020-02-04 21:00,89.32,0.23,12.5,Furniture,Online,Not Returned,Low,1965.04,VIP
824226,Backpack,32,2020-02-05 07:00,37.78,0.05,5.55,Furniture,Online,Not Returned,High,1208.96,VIP
802965,Headphones,15,2020-02-06 09:00,92.88,0.28,17.66,Furniture,In-store,Not Returned,High,1393.1999999999998,VIP
680466,Wall Clock,21,2020-02-07 00:00,73.74,0.03,5.38,Furniture,Online,Not Returned,Medium,1548.54,VIP
867214,USB Cable,46,2020-02-07 15:00,94.8,0.31,22.54,Furniture,In-store,Not Returned,High,4360.8,VIP
904449,Notebook,23,2020-02-08 03:00,78.84,0.3,12.73,Furniture,Online,Not Returned,High,1813.32,VIP
910006,Wall Clock,32,2020-02-08 17:00,42.93,0.37,20.16,Furniture,In-store,Not Returned,Low,1373.76,VIP
104809,Blue Pen,43,2020-02-08 21:00,70.43,0.29,14.27,Furniture,In-store,Not Returned,Low,3028.49,VIP
808690,Headphones,48,2020-02-08 23:00,55.24,0.49,23.04,Furniture,Online,Not Returned,High,2651.52,VIP
731172,T-shirt,41,2020-02-10 03:00,45.06,0.44,25.09,Furniture,Online,Not Returned,Low,1847.46,VIP
880722,Backpack,47,2020-02-11 03:00,39.84,0.12,16.83,Furniture,In-store,Not Returned,Low,1872.48,VIP
842729,Office Chair,47,2020-02-11 23:00,44.85,0.14,21.05,Furniture,Online,Not Returned,Medium,2107.9500000000003,VIP
900820,USB Cable,34,2020-02-12 07:00,87.26,0.04,28.17,Furniture,Online,Returned,High,2966.84,VIP
761614,USB Cable,45,2020-02-12 16:00,40.09,0.33,23.11,Furniture,In-store,Not Returned,Medium,1804.05,VIP
302846,USB Cable,37,2020-02-12 20:00,83.19,0.18,6.36,Furniture,Online,Not Returned,Low,3078.03,VIP
777775,Wall Clock,16,2020-02-12 23:00,81.31,0.13,14.91,Furniture,Online,Not Returned,Medium,1300.96,VIP
124071,Desk Lamp,35,2020-02-13 00:00,70.62,0.08,6.41,Furniture,In-store,Not Returned,Low,2471.7000000000003,VIP
314879,Blue Pen,46,2020-02-13 05:00,42.27,0.26,20.21,Furniture,In-store,Not Returned,Medium,1944.42,VIP
191865,Wall Clock,18,2020-02-14 04:00,69.34,0.03,23.97,Furniture,Online,Not Returned,Low,1248.12,VIP
123321,USB Cable,35,2020-02-14 08:00,89.65,0.18,13.22,Furniture,Online,Not Returned,High,3137.75,VIP
503704,Backpack,20,2020-02-14 09:00,84.72,0.39,26.14,Furniture,In-store,Not Returned,High,1694.4,VIP
274293,T-shirt,20,2020-02-14 11:00,65.34,0.17,26.85,Furniture,Online,Not Returned,High,1306.8000000000002,VIP
735605,White Mug,49,2020-02-15 02:00,40.4,0.23,24.48,Furniture,In-store,Not Returned,High,1979.6,VIP
772108,USB Cable,45,2020-02-15 10:00,47.04,0.35,17.76,Furniture,Online,Not Returned,High,2116.8,VIP
758956,USB Cable,13,2020-02-16 20:00,96.83,0.26,14.72,Furniture,Online,Not Returned,Medium,1258.79,VIP
126734,Wireless Mouse,43,2020-02-17 05:00,54.23,0.23,24.4,Furniture,Online,Returned,Low,2331.89,VIP
365956,T-shirt,16,2020-02-18 00:00,64.93,0.09,23.95,Furniture,Online,Not Returned,Low,1038.88,VIP
244990,Headphones,-34,2020-02-18 11:00,-84.76,0.48,,Furniture,Online,Not Returned,Medium,2881.84,VIP
784106,Headphones,19,2020-02-19 00:00,61.62,0.41,23.31,Furniture,In-store,Not Returned,Low,1170.78,VIP
222883,Backpack,44,2020-02-19 01:00,85.58,0.21,8.4,Furniture,Online,Not Returned,High,3765.52,VIP
656542,Notebook,23,2020-02-20 10:00,53.95,0.45,26.0,Furniture,In-store,Not Returned,Medium,1240.85,VIP
467436,T-shirt,33,2020-02-20 12:00,60.37,0.12,7.55,Furniture,In-store,Not Returned,High,1992.21,VIP
814743,Wall Clock,46,2020-02-20 18:00,59.6,0.47,10.08,Furniture,In-store,Not Returned,Low,2741.6,VIP
820801,Blue Pen,27,2020-02-22 00:00,88.39,0.21,17.53,Furniture,Online,Not Returned,Low,2386.53,VIP
791519,Notebook,46,2020-02-22 06:00,53.01,0.0,18.3,Furniture,In-store,Not Returned,High,2438.46,VIP
237023,White Mug,17,2020-02-22 08:00,89.21,0.4,25.77,Furniture,In-store,Not Returned,Medium,1516.57,VIP
357802,Notebook,34,2020-02-22 11:00,67.92,0.39,26.93,Furniture,Online,Not Returned,Low,2309.28,VIP
749789,Desk Lamp,16,2020-02-22 22:00,83.44,0.33,13.47,Furniture,In-store,Not Returned,Low,1335.04,VIP
248056,Wireless Mouse,40,2020-02-23 00:00,43.51,0.34,5.15,Furniture,Online,Not Returned,High,1740.4,VIP
511597,White Mug,39,2020-02-23 23:00,74.28,0.15,11.64,Furniture,In-store,Not Returned,Medium,2896.92,VIP
159379,Backpack,44,2020-02-24 14:00,78.53,0.2,10.73,Furniture,Online,Not Returned,Medium,3455.32,VIP
930460,Wall Clock,38,2020-02-24 23:00,63.01,0.2,7.73,Furniture,In-store,Not Returned,Low,2394.38,VIP
463339,Backpack,26,2020-02-26 03:00,75.79,0.37,14.39,Furniture,Online,Not Returned,High,1970.54,VIP
700613,Desk Lamp,41,2020-02-26 17:00,46.2,0.43,25.78,Furniture,Online,Returned,Medium,1894.2,VIP
295716,Headphones,41,2020-02-27 15:00,92.28,0.0,26.67,Furniture,Online,Returned,High,3783.48,VIP
963021,Office Chair,38,2020-02-28 11:00,93.36,0.05,18.61,Furniture,Online,Not Returned,High,3547.68,VIP
384260,Headphones,23,2020-02-28 12:00,44.78,0.21,17.94,Furniture,In-store,Not Returned,Medium,1029.94,VIP
418408,Wall Clock,11,2020-02-29 01:00,94.28,0.07,18.81,Furniture,Online,Returned,Low,1037.08,VIP
301579,Headphones,44,2020-02-29 21:00,97.94,0.01,19.02,Furniture,Online,Not Returned,Low,4309.36,VIP
891189,Desk Lamp,25,2020-03-01 07:00,49.03,0.06,27.09,Furniture,Online,Not Returned,Low,1225.75,VIP
956912,Wall Clock,12,2020-03-01 14:00,98.39,0.05,15.06,Furniture,Online,Not Returned,Low,1180.68,VIP
717895,Blue Pen,30,2020-03-02 16:00,96.01,0.29,24.56,Furniture,Online,Not Returned,High,2880.3,VIP
374486,White Mug,28,2020-03-03 09:00,54.46,0.19,28.37,Furniture,In-store,Not Returned,Medium,1524.88,VIP
316454,Wall Clock,36,2020-03-03 20:00,79.67,0.49,23.56,Furniture,In-store,Not Returned,Low,2868.12,VIP
786840,Office Chair,27,2020-03-04 07:00,42.06,0.47,28.43,Furniture,In-store,Returned,Medium,1135.62,VIP
427073,Headphones,25,2020-03-04 16:00,74.67,0.15,23.57,Furniture,Online,Not Returned,High,1866.75,VIP
697794,Wireless Mouse,37,2020-03-04 17:00,77.49,0.49,20.7,Furniture,Online,Returned,High,2867.13,VIP
147057,Wireless Mouse,35,2020-03-05 08:00,65.79,0.05,8.7,Furniture,Online,Not Returned,Low,2302.65,VIP
808754,Wall Clock,33,2020-03-05 14:00,71.34,0.21,9.06,Furniture,Online,Not Returned,Medium,2354.2200000000003,VIP
190093,Notebook,46,2020-03-06 21:00,54.88,0.22,14.61,Furniture,In-store,Not Returned,Medium,2524.48,VIP
317215,Headphones,45,2020-03-06 23:00,51.94,0.05,24.99,Furniture,Online,Not Returned,Medium,2337.3,VIP
356609,White Mug,-17,2020-03-07 19:00,-58.85,0.2,,Furniture,In-store,Not Returned,Low,1000.45,VIP
288456,Notebook,22,2020-03-08 04:00,51.01,0.43,22.18,Furniture,In-store,Not Returned,High,1122.22,VIP
324137,Backpack,20,2020-03-09 01:00,51.84,0.28,9.87,Furniture,In-store,Not Returned,Low,1036.8000000000002,VIP
451707,Headphones,37,2020-03-09 05:00,78.95,0.34,15.59,Furniture,In-store,Not Returned,Low,2921.15,VIP
880298,T-shirt,34,2020-03-09 21:00,53.0,0.18,5.75,Furniture,Online,Not Returned,High,1802.0,VIP
111046,Blue Pen,23,2020-03-10 01:00,95.65,0.39,16.4,Furniture,In-store,Not Returned,Medium,2199.9500000000003,VIP
808662,Desk Lamp,45,2020-03-10 04:00,74.61,0.14,10.03,Furniture,In-store,Not Returned,High,3357.45,VIP
366997,T-shirt,26,2020-03-10 06:00,52.94,0.03,21.12,Furniture,Online,Not Returned,Medium,1376.44,VIP
683417,T-shirt,43,2020-03-10 10:00,42.03,0.49,8.19,Furniture,Online,Not Returned,High,1807.29,VIP
771210,Backpack,23,2020-03-10 16:00,95.96,0.11,16.87,Furniture,In-store,Not Returned,Medium,2207.08,VIP
375494,Headphones,46,2020-03-11 12:00,45.25,0.16,18.13,Furniture,In-store,Not Returned,Medium,2081.5,VIP
527236,T-shirt,49,2020-03-11 16:00,61.89,0.07,12.55,Furniture,In-store,Not Returned,Low,3032.61,VIP
599883,White Mug,26,2020-03-11 18:00,51.68,0.16,28.06,Furniture,Online,Not Returned,High,1343.68,VIP
359568,USB Cable,22,2020-03-12 10:00,50.94,0.32,20.93,Furniture,Online,Returned,Low,1120.6799999999998,VIP
756701,USB Cable,42,2020-03-12 13:00,66.87,0.05,25.01,Furniture,Online,Not Returned,High,2808.54,VIP
771256,White Mug,47,2020-03-13 02:00,44.42,0.43,6.12,Furniture,In-store,Not Returned,Medium,2087.74,VIP
611897,Office Chair,26,2020-03-13 08:00,91.62,0.06,14.23,Furniture,In-store,Not Returned,High,2382.12,VIP
980889,Headphones,21,2020-03-13 19:00,69.95,0.13,11.29,Furniture,In-store,Not Returned,Medium,1468.95,VIP
369708,Backpack,22,2020-03-15 13:00,45.46,0.15,18.31,Furniture,In-store,Not Returned,Low,1000.12,VIP
132733,Wall Clock,35,2020-03-17 05:00,65.02,0.46,6.73,Furniture,In-store,Not Returned,Low,2275.7,VIP
601946,Wall Clock,19,2020-03-18 03:00,71.01,0.08,14.75,Furniture,Online,Not Returned,Low,1349.19,VIP
931460,White Mug,29,2020-03-18 06:00,66.15,0.05,7.7,Furniture,In-store,Not Returned,High,1918.35,VIP
565966,Desk Lamp,21,2020-03-19 13:00,62.78,0.17,25.98,Furniture,Online,Not Returned,High,1318.38,VIP
880977,Headphones,42,2020-03-19 23:00,36.24,0.32,22.21,Furniture,In-store,Not Returned,High,1522.0800000000002,VIP
784191,Backpack,47,2020-03-20 01:00,55.6,0.16,10.32,Furniture,Online,Not Returned,Medium,2613.2000000000003,VIP
928952,Desk Lamp,26,2020-03-21 04:00,64.89,0.24,10.85,Furniture,In-store,Not Returned,Medium,1687.14,VIP
777114,Desk Lamp,48,2020-03-21 13:00,26.9,0.04,23.25,Furniture,Online,Not Returned,Medium,1291.1999999999998,VIP
758380,Backpack,32,2020-03-21 20:00,56.24,0.31,22.6,Furniture,Online,Not Returned,Low,1799.68,VIP
606079,Office Chair,18,2020-03-22 03:00,73.8,0.41,14.12,Furniture,In-store,Not Returned,Low,1328.4,VIP
184082,Desk Lamp,25,2020-03-22 05:00,42.67,0.46,14.89,Furniture,Online,Not Returned,High,1066.75,VIP
261633,Backpack,37,2020-03-22 09:00,35.81,0.19,9.75,Furniture,In-store,Returned,Medium,1324.97,VIP
823035,White Mug,23,2020-03-22 17:00,99.88,0.1,10.82,Furniture,Online,Not Returned,High,2297.24,VIP
576840,Backpack,35,2020-03-22 20:00,89.28,0.23,10.74,Furniture,Online,Not Returned,High,3124.8,VIP
671926,USB Cable,41,2020-03-23 16:00,26.96,0.39,24.58,Furniture,In-store,Not Returned,Medium,1105.36,VIP
992297,USB Cable,43,2020-03-23 18:00,56.93,0.2,24.88,Furniture,In-store,Not Returned,High,2447.99,VIP
129257,Wireless Mouse,31,2020-03-25 01:00,71.65,0.46,7.35,Furniture,In-store,Not Returned,High,2221.15,VIP
580488,Wireless Mouse,44,2020-03-25 02:00,59.06,0.4,12.74,Furniture,Online,Not Returned,High,2598.6400000000003,VIP
423390,Notebook,38,2020-03-25 05:00,73.9,0.32,9.81,Furniture,Online,Not Returned,Medium,2808.2000000000003,VIP
872800,Notebook,43,2020-03-25 21:00,75.8,0.09,7.19,Furniture,Online,Returned,High,3259.4,VIP
776555,Blue Pen,43,2020-03-26 07:00,82.17,0.32,18.18,Furniture,In-store,Not Returned,High,3533.31,VIP
776787,T-shirt,11,2020-03-26 11:00,95.04,0.02,27.6,Furniture,In-store,Not Returned,Medium,1045.44,VIP
414451,Notebook,23,2020-03-27 19:00,56.27,0.09,29.23,Furniture,In-store,Not Returned,Medium,1294.21,VIP
395900,Wall Clock,31,2020-03-28 03:00,76.3,0.05,20.22,Furniture,Online,Not Returned,Low,2365.3,VIP
490530,Wall Clock,33,2020-03-28 14:00,95.78,0.45,11.83,Furniture,Online,Not Returned,Medium,3160.74,VIP
803650,Desk Lamp,19,2020-03-28 20:00,69.92,0.26,8.4,Furniture,Online,Not Returned,Medium,1328.48,VIP
855271,White Mug,33,2020-03-29 07:00,76.01,0.29,28.46,Furniture,Online,Not Returned,Low,2508.3300000000004,VIP
445114,Notebook,24,2020-03-29 13:00,60.38,0.13,8.87,Furniture,Online,Not Returned,High,1449.12,VIP
447697,Office Chair,41,2020-03-29 15:00,66.56,0.34,29.76,Furniture,In-store,Not Returned,Medium,2728.96,VIP
618349,Wall Clock,18,2020-03-30 04:00,93.57,0.42,18.32,Furniture,In-store,Not Returned,Medium,1684.2599999999998,VIP
951887,Blue Pen,38,2020-03-30 12:00,94.36,0.15,18.75,Furniture,Online,Returned,High,3585.68,VIP
805290,Wireless Mouse,45,2020-03-31 17:00,33.94,0.44,24.99,Furniture,In-store,Not Returned,High,1527.3,VIP
733025,Notebook,39,2020-04-02 00:00,74.01,0.4,16.59,Furniture,Online,Not Returned,High,2886.3900000000003,VIP
675335,Wireless Mouse,27,2020-04-02 12:00,83.32,0.49,8.12,Furniture,In-store,Not Returned,High,2249.64,VIP
944092,Blue Pen,26,2020-04-02 14:00,84.68,0.07,7.6,Furniture,Online,Not Returned,High,2201.6800000000003,VIP
749438,Wireless Mouse,20,2020-04-02 20:00,73.15,0.14,14.21,Furniture,In-store,Not Returned,Low,1463.0,VIP
506845,Headphones,47,2020-04-03 04:00,45.57,0.23,10.49,Furniture,In-store,Not Returned,High,2141.79,VIP
854122,Desk Lamp,39,2020-04-03 09:00,90.44,0.13,9.32,Furniture,Online,Not Returned,Low,3527.16,VIP
373797,Desk Lamp,43,2020-04-03 12:00,26.57,0.04,20.65,Furniture,In-store,Not Returned,Medium,1142.51,VIP
706229,Wall Clock,30,2020-04-03 14:00,57.73,0.28,26.72,Furniture,Online,Not Returned,Medium,1731.9,VIP
198818,Wireless Mouse,41,2020-04-03 17:00,62.78,0.09,17.66,Furniture,In-store,Not Returned,Low,2573.98,VIP
661165,Headphones,37,2020-04-03 21:00,37.76,0.08,14.68,Furniture,In-store,Not Returned,Medium,1397.12,VIP
183186,Wireless Mouse,17,2020-04-04 06:00,97.94,0.35,26.96,Furniture,In-store,Not Returned,High,1664.98,VIP
889352,Headphones,47,2020-04-04 23:00,71.66,0.29,24.04,Furniture,In-store,Not Returned,Medium,3368.02,VIP
232028,Backpack,29,2020-04-05 17:00,37.75,0.06,26.37,Furniture,Online,Not Returned,High,1094.75,VIP
726045,Notebook,27,2020-04-05 22:00,89.27,0.18,22.89,Furniture,In-store,Not Returned,High,2410.29,VIP
478544,Office Chair,17,2020-04-06 03:00,93.15,0.11,5.89,Furniture,In-store,Not Returned,Low,1583.5500000000002,VIP
667873,Notebook,32,2020-04-06 12:00,59.18,0.21,29.45,Furniture,In-store,Not Returned,Low,1893.76,VIP
488076,T-shirt,48,2020-04-07 14:00,69.58,0.44,6.25,Furniture,Online,Returned,High,3339.84,VIP
616123,Office Chair,24,2020-04-08 05:00,85.84,0.11,16.31,Furniture,In-store,Not Returned,High,2060.16,VIP
448619,Wall Clock,14,2020-04-08 10:00,84.73,0.32,9.15,Furniture,Online,Not Returned,Medium,1186.22,VIP
857038,Backpack,33,2020-04-08 14:00,75.18,0.49,16.97,Furniture,In-store,Not Returned,High,2480.94,VIP
967969,White Mug,45,2020-04-10 06:00,91.91,0.11,5.07,Furniture,In-store,Not Returned,Medium,4135.95,VIP
574112,Backpack,47,2020-04-10 13:00,89.9,0.11,26.24,Furniture,In-store,Not Returned,Medium,4225.3,VIP
345546,Wireless Mouse,39,2020-04-11 06:00,59.46,0.03,11.92,Furniture,Online,Not Returned,High,2318.94,VIP
975825,Headphones,20,2020-04-11 10:00,76.86,0.19,19.13,Furniture,Online,Not Returned,High,1537.2,VIP
497686,Wall Clock,40,2020-04-12 04:00,55.11,0.48,12.73,Furniture,Online,Not Returned,Medium,2204.4,VIP
896657,T-shirt,48,2020-04-12 06:00,87.99,0.4,21.33,Furniture,In-store,Not Returned,Low,4223.52,VIP
747296,Blue Pen,42,2020-04-12 08:00,70.36,0.17,16.04,Furniture,Online,Not Returned,Low,2955.12,VIP
596758,T-shirt,26,2020-04-12 16:00,88.0,0.48,27.36,Furniture,In-store,Returned,Medium,2288.0,VIP
881725,Office Chair,24,2020-04-12 20:00,81.83,0.0,11.24,Furniture,Online,Not Returned,Low,1963.92,VIP
629992,Backpack,38,2020-04-14 00:00,27.05,0.41,24.1,Furniture,In-store,Not Returned,Low,1027.9,VIP
842488,Wall Clock,45,2020-04-14 02:00,70.45,0.06,19.76,Furniture,In-store,Not Returned,Medium,3170.25,VIP
345014,Headphones,34,2020-04-14 21:00,48.67,0.38,11.08,Furniture,In-store,Not Returned,Medium,1654.78,VIP
764468,Notebook,30,2020-04-15 12:00,91.69,0.42,11.7,Furniture,Online,Not Returned,Medium,2750.7,VIP
239999,Headphones,32,2020-04-15 18:00,93.86,0.06,26.09,Furniture,Online,Not Returned,High,3003.52,VIP
458690,USB Cable,46,2020-04-15 20:00,47.2,0.31,19.54,Furniture,Online,Not Returned,Low,2171.2000000000003,VIP
847419,Notebook,33,2020-04-16 11:00,61.42,0.39,12.02,Furniture,Online,Returned,Medium,2026.86,VIP
671107,Wall Clock,25,2020-04-16 22:00,79.36,0.35,11.95,Furniture,Online,Not Returned,Medium,1984.0,VIP
669667,Wireless Mouse,20,2020-04-17 16:00,94.39,0.39,14.79,Furniture,Online,Not Returned,High,1887.8,VIP
893583,Backpack,49,2020-04-18 00:00,49.52,0.12,29.15,Furniture,Online,Not Returned,Low,2426.48,VIP
172588,Notebook,46,2020-04-18 23:00,44.45,0.39,15.99,Furniture,Online,Not Returned,Medium,2044.7,VIP
859416,Office Chair,27,2020-04-20 06:00,53.87,0.19,11.08,Furniture,Online,Not Returned,Low,1454.49,VIP
618727,Wireless Mouse,32,2020-04-20 09:00,75.45,0.19,28.38,Furniture,Online,Not Returned,High,2414.4,VIP
